,index,Date,Day,Comp,Round,Venue,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Name,Season,Fls,Fld,Off,Crs,TklW,OG,PKwon,PKcon,WDL,GoalsTeams,Team Score,Opp Score,CS,Was Home,GW
251,0,2023-08-11,Fri,Premier League,Matchweek 1,Home,Burnley,Manchester City,Y*,CM,90.0,0.0,0.0,0,0,0,0,0,0,46,1,0,1,0.0,0.0,0.0,0,0,37,43,86.0,2,16,0,0,0,Match Report,Josh-Cullen,2023-24,,,,,,,,,L,0–3,0,3,0.0,1.0,1
252,0,2023-08-13,Sun,Premier League,Matchweek 1,Home,Brentford,Tottenham,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Josh-Dasilva,2023-24,0,0,0,0,0,0,0,0,D,2–2,2,2,0.0,1.0,1
253,0,2023-08-11,Fri,Premier League,Matchweek 1,Away,Manchester City,Burnley,N,LB,12.0,0.0,0.0,0,0,0,0,0,0,13.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,71.4,0.0,4.0,0.0,0.0,0.0,Match Report,Josko-Gvardiol,2023-24,,,,,,,,,W,3–0,3,0,1.0,0.0,1
254,1,2023-08-16,Wed,Super Cup,UEFA Super Cup,Home,eng Manchester City,es Sevilla,Y,LB,90.0,0.0,0.0,0,0,3,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Josko-Gvardiol,2023-24,,,,,,,,,D,1 (5)–1 (4),1,1,0.0,1.0,Super
255,0,2023-08-06,Sun,Community Shield,FA Community Shield,Neutral,Manchester City,Arsenal,Y,AM,90.0,0.0,0.0,0,0,1,0,1,0,,,1,,,,,,,,,,,,,,,Match Report,Julian-Alvarez,2023-24,,,,,,,,,D,1 (1)–1 (4),1,1,0.0,0.0,Community
256,1,2023-08-11,Fri,Premier League,Matchweek 1,Away,Manchester City,Burnley,Y,"LM,AM,FW",90.0,0.0,1.0,0,0,3,1,0,0,53.0,1.0,0,1.0,0.3,0.3,0.3,6.0,1.0,36.0,44.0,81.8,2.0,25.0,2.0,0.0,0.0,Match Report,Julian-Alvarez,2023-24,,,,,,,,,W,3–0,3,0,1.0,0.0,1
257,2,2023-08-16,Wed,Super Cup,UEFA Super Cup,Home,eng Manchester City,es Sevilla,N,,6.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Julian-Alvarez,2023-24,,,,,,,,,D,1 (5)–1 (4),1,1,0.0,1.0,Super
258,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Brighton,Luton Town,N,AM,3.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,1,0,Match Report,Julio-Cesar-Enciso,2023-24,,,,,,,,,W,4–1,4,1,0.0,1.0,1
259,0,2023-08-06,Sun,Community Shield,FA Community Shield,Neutral,Arsenal,Manchester City,Y,LB,75.0,0.0,0.0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,Match Report,Jurrien-Timber,2023-24,,,,,,,,,D,1 (4)–1 (1),1,1,0.0,0.0,Community
260,1,2023-08-12,Sat,Premier League,Matchweek 1,Home,Arsenal,Nott'ham Forest,Y,LB,49.0,0.0,0.0,0,0,0,0,1,0,51.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,49.0,89.8,7.0,39.0,0.0,0.0,0.0,Match Report,Jurrien-Timber,2023-24,,,,,,,,,W,2–1,2,1,0.0,1.0,1
