h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.45316,1.90756,1.45316,1.1464,"{'att': 182, 'def': 31}","{'att': 282, 'def': 20}",7,11,2,2,0.9828999999999999,d,2023-08-13 13:00:00,0,1,0,1,0.3067599999999999
h,2.53904,2.44604,2.53904,2.44604,"{'att': 197, 'def': 20}","{'att': 313, 'def': 25}",12,12,2,0,1.4734999999999998,w,2023-08-19 16:30:00,1,0,0,3,0.09299999999999997
a,2.26115,0.483582,2.26115,0.483582,"{'att': 200, 'def': 26}","{'att': 316, 'def': 31}",20,6,2,0,2.6106000000000003,w,2023-08-26 11:30:00,1,0,0,3,1.7775680000000003
a,2.39785,1.66604,2.39785,1.66604,"{'att': 271, 'def': 22}","{'att': 318, 'def': 38}",16,7,5,2,1.8978,w,2023-09-02 14:00:00,1,0,0,3,0.7318100000000001
