id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
8940,Antonee Robinson,3,270,0,0,0,0.43420571088790894,0,1,0,0,D,Fulham,0,0,0.6582125425338745,0.6582125425338745
8942,Aaron Hickey,3,253,0,0.011782357469201088,0,0.04746435210108757,1,1,2,0,D,Brentford,0,0.011782357469201088,0.2708501387387514,0.2590677812695503
8961,Rúben Dias,2,180,0,0.022053252905607224,0,0,1,0,0,0,D,Manchester City,0,0.022053252905607224,1.6857629418373108,1.6637097001075745
8965,Vladimir Coufal,3,270,0,0,0,0.12345259636640549,0,2,0,0,D,West Ham,0,0,0.2585645094513893,0.1777421310544014
9017,Malo Gusto,3,187,0,0.0372829083353281,2,0.6125726103782654,2,2,0,0,D S,Chelsea,0,0.0372829083353281,1.4631098881363869,1.3188425675034523
9040,Conor Gallagher,3,264,0,0.2165152207016945,0,0.2942993938922882,3,1,0,0,M,Chelsea,0,0.2165152207016945,2.1682009994983673,1.9516857638955116
9077,James Trafford,2,180,0,0,0,0,0,0,0,0,GK,Burnley,0,0,0.08393770083785057,0.08393770083785057
9098,Robert Sánchez,3,270,0,0,0,0,0,0,0,0,GK,Chelsea,0,0,1.101262480020523,1.101262480020523
9154,Elliot Anderson,3,25,0,0,0,0.021447017788887024,0,1,0,0,S,Newcastle United,0,0,0.0475753340870142,0.026128316298127174
9222,Antwoine Hackford,2,8,0,0,0,0,0,0,0,0,S,Sheffield United,0,0,0,0
9274,Naouirou Ahamada,2,32,0,0,0,0,0,0,0,0,S,Crystal Palace,0,0,0.09999214112758636,0.09999214112758636
9287,Tyler Onyango,1,1,0,0,0,0,0,0,0,0,S,Everton,0,0,0,0
9324,Facundo Pellistri,2,13,0,0.1430738866329193,0,0,1,0,0,0,S,Manchester United,0,0.1430738866329193,0.1971171498298645,0.05404326319694519
9415,Jaden Philogene-Bidace,1,1,0,0,0,0,0,0,0,0,S,Aston Villa,0,0,0.10713136941194534,0.10713136941194534
9451,Chimuanya Ugochukwu,2,6,0,0,0,0,0,0,0,0,S,Chelsea,0,0,0,0
9453,Moisés Caicedo,2,110,0,0.023565009236335754,0,0,1,0,0,0,M S,Chelsea,0,0.023565009236335754,1.2699719220399857,1.24640691280365
9461,Jesurun Rak-Sakyi,1,5,0,0.043321676552295685,0,0.046159155666828156,1,1,0,0,S,Crystal Palace,0,0.043321676552295685,0.08948083221912384,0
9512,Valentino Livramento,1,1,0,0,0,0,0,0,0,0,S,Newcastle United,0,0,0,0
9524,Anthony Elanga,3,29,0,0.08824880048632622,1,0.6872300505638123,2,2,0,0,S,Nottingham Forest,0,0.08824880048632622,0.7385792136192322,0
9556,William Osula,3,242,0,0.20075484737753868,0,0,3,0,2,0,F,Sheffield United,0,0.20075484737753868,0.14799872040748596,0
9619,Issa Kabore,2,137,0,0.06036809831857681,0,0.836603045463562,2,1,1,0,D,Luton,0,0.06036809831857681,0.9201049394905567,0.04231686517596245
9667,Amadou Onana,3,270,0,0.07725952006876469,0,1.2018612921237946,2,4,0,0,M,Everton,0,0.07725952006876469,2.5731750279664993,1.7517284005880356
9677,Kristoffer Ajer,2,91,0,0.09835804998874664,1,0.8103819489479065,1,1,0,0,D S,Brentford,0,0.09835804998874664,0.9487195312976837,0.9487195312976837
9678,Ethan Pinnock,3,270,0,0.20101460814476013,0,0.3986194133758545,2,2,0,0,D,Brentford,0,0.20101460814476013,1.2181439977139235,1.070208726450801
9679,Rico Henry,3,270,0,0.032942477613687515,1,0.6544061750173569,1,3,1,0,D,Brentford,0,0.032942477613687515,1.8769820034503937,1.2225758284330368
9680,Vitaly Janelt,3,270,0,0.06647331826388836,0,0.16099078208208084,2,2,0,0,M,Brentford,0,0.06647331826388836,1.2911012396216393,1.1619951948523521
9681,Frank Onyeka,1,17,0,0.14684608578681946,0,0.0396294891834259,2,1,0,0,S,Brentford,0,0.14684608578681946,0.18647557497024536,0.0396294891834259
9685,Mads Roerslev,2,17,0,0.017501061782240868,0,0,1,0,0,0,S,Brentford,0,0.017501061782240868,0.299829363822937,0.2823283076286316
9733,Nathan Collins,3,270,0,0.07502649910748005,0,0,2,0,0,0,D,Brentford,0,0.07502649910748005,0.9180968068540096,0.8709625862538815
9740,José Sá,3,270,0,0,0,0,0,0,0,0,GK,Wolverhampton Wanderers,0,0,0.6616016328334808,0.6616016328334808
9788,Dominik Szoboszlai,3,270,0,0.24065636284649372,0,0.6758991992101073,6,5,0,0,M,Liverpool,0,0.24065636284649372,1.1427738219499588,0.7186703681945801
9790,Josko Gvardiol,3,186,0,0,0,0.07550057768821716,0,2,0,0,D S,Manchester City,0,0,1.71816748380661,1.6426668763160706
9912,Cameron Archer,1,1,0,0,0,0,0,0,1,0,S,Aston Villa,0,0,0,0
9913,Aaron Ramsey,1,19,0,0,0,0,0,0,0,0,S,Burnley,0,0,0,0
9914,Shandon Baptiste,1,7,0,0,0,0,0,0,0,0,S,Brentford,0,0,0,0
10012,Jakub Kiwior,2,91,0,0.5712023377418518,0,0,1,0,0,0,D S,Arsenal,0,0.5712023377418518,0.2674001455307007,0.2674001455307007
10027,Lewis Dobbin,3,109,0,0.33658209443092346,0,0.016247248277068138,1,1,0,0,M S,Everton,0,0.33658209443092346,0.11117757670581341,0.09493032842874527
10041,Yasser Larouci,3,125,0,0.04558177664875984,0,0,1,0,0,0,S,Sheffield United,0,0.04558177664875984,0.04558177664875984,0
10050,Micky van de Ven,3,270,0,0.058857496827840805,0,0,2,0,0,0,D,Tottenham,0,0.058857496827840805,1.8194583356380463,1.8194583356380463
10126,James McAtee,1,1,0,0,0,0,0,0,0,0,S,Manchester City,0,0,0,0
10140,Hugo Bueno,3,99,0,0.158068073913455,0,0.016605697572231293,3,1,0,0,D S,Wolverhampton Wanderers,0,0.158068073913455,0.5685562044382095,0.3938824236392975
10187,Jarell Quansah,1,9,0,0,0,0,0,0,0,0,S,Liverpool,0,0,0,0
10292,Nathan Patterson,3,270,0,0.45207766257226467,0,0.16152487695217133,4,2,1,0,D,Everton,0,0.45207766257226467,1.2220112979412079,0.7054756358265877
10293,Toti,2,20,0,0,0,0,0,0,0,0,S,Wolverhampton Wanderers,0,0,0.08898574113845825,0.08898574113845825
10386,Anel Ahmedhodzic,3,270,0,0.76630087941885,0,0,5,0,1,0,D,Sheffield United,0,0.76630087941885,0.8248232901096344,0.1259336769580841
10405,Josh Dasilva,1,9,0,0,0,0,0,0,0,0,S,Brentford,0,0,0,0
10552,Alejandro Garnacho,2,139,0,0.4326464980840683,0,0.06666988879442215,7,1,0,0,M,Manchester United,0,0.4326464980840683,1.3639951944351196,0.8842314258217812
10620,Luca Koleosho,2,137,0,0.09363756701350212,0,0.19172395020723343,3,3,0,0,M,Burnley,0,0.09363756701350212,0.28536151349544525,0.015628790482878685
10700,Matt Turner,3,270,0,0,0,0,0,0,0,0,GK,Nottingham Forest,0,0,0,0
10716,Manor Solomon,1,1,0,0,0,0,0,0,0,0,S,Tottenham,0,0,0.12203878909349442,0.12203878909349442
10717,Rodrigo Muniz,1,2,0,0,0,0,0,0,0,0,S,Fulham,0,0,0,0
10743,Kieffer Moore,3,46,0,0.34103548899292946,0,0,2,0,0,0,S,Bournemouth,0,0.34103548899292946,0.6964191161096096,0.35538362711668015
10744,Ryan Christie,3,200,0,0.04833200387656689,0,0.08874510042369366,2,2,0,0,M,Bournemouth,0,0.04833200387656689,0.1543142907321453,0.12283598259091377
10746,Jaidon Anthony,3,153,0,0.07687148451805115,0,0,2,0,1,0,M S,Bournemouth,0,0.07687148451805115,0.15334434807300568,0.07647287100553513
10747,James Hill,1,14,0,0,0,0,0,0,0,0,S,Bournemouth,0,0,0,0
10756,Joe Worrall,3,250,0,0.08149255812168121,0,0.12857882678508759,2,2,0,1,D,Nottingham Forest,0,0.08149255812168121,0.17243483662605286,0.17243483662605286
10757,Scott McKenna,3,240,0,0.10559770464897156,0,0,1,0,0,0,D,Nottingham Forest,0,0.10559770464897156,0,0
10760,Brennan Johnson,3,249,0,0.2706311196088791,0,0.09796891361474991,3,1,0,0,F M,Nottingham Forest,0,0.2706311196088791,1.3559074401855469,1.085276335477829
10802,Lisandro Martínez,3,228,0,0,0,0.031064082868397236,0,2,1,0,D,Manchester United,0,0,0.8581908084452152,0.8380908854305744
10805,Levi Colwill,3,270,0,0.15950122475624084,0,0.3985109105706215,4,3,0,0,D,Chelsea,0,0.15950122475624084,1.7086376175284386,1.3568687960505486
10807,Jan Paul van Hecke,1,90,0,0.025739125907421112,0,0,1,0,0,0,D,Brighton,0,0.025739125907421112,1.3894027471542358,1.3894027471542358
10809,Keane Lewis-Potter,2,26,0,0.5203810930252075,0,0,1,0,0,0,S,Brentford,0,0.5203810930252075,0,0
10847,Rico Lewis,1,84,0,0,0,0,0,0,0,0,D,Manchester City,0,0,0.37426090240478516,0.37426090240478516
10864,Marcos Senesi,2,149,0,0,0,0.023462766781449318,0,1,0,0,D,Bournemouth,0,0,0.5687369108200073,0.5452741384506226
10872,Vinicius Souza,3,159,0,0.03651983663439751,0,0.04274601489305496,2,1,1,0,M S,Sheffield United,0,0.03651983663439751,0.07926585525274277,0
10913,André Onana,3,270,0,0,0,0,0,0,1,0,GK,Manchester United,0,0,0.43367043137550354,0.43367043137550354
11000,Matheus Nunes,2,180,0,0.10589331388473511,0,0.11348053254187107,1,3,0,1,M,Wolverhampton Wanderers,0,0.10589331388473511,0.6091113686561584,0.5032180547714233
11003,Ryan Yates,3,199,0,0,0,0,0,0,0,0,M S,Nottingham Forest,0,0,0.16454018652439117,0.16454018652439117
11007,Fábio Vieira,1,32,0,0.042633067816495895,1,0.37499549984931946,1,1,0,0,S,Arsenal,0,0.042633067816495895,0.042633067816495895,0
11058,Julio Enciso,2,70,0,0.4382677674293518,2,1.22417414188385,4,2,1,0,M S,Brighton,0,0.4382677674293518,1.779298186302185,0.17649975419044495
11094,Antony,3,236,0,0.7173101902008057,0,1.2790917754173279,10,8,1,0,M,Manchester United,0,0.7173101902008057,3.5010141134262085,2.558777630329132
11231,Ben Doak,1,6,0,0,0,0,0,0,0,0,S,Liverpool,0,0,0,0
11232,Thomas Cannon,1,1,0,0,0,0,0,0,0,0,S,Everton,0,0,0,0
11296,Cody Gakpo,3,202,0,0.22764740884304047,0,0.1860075667500496,3,3,0,0,F M,Liverpool,0,0.22764740884304047,0.6247674971818924,0.29648399353027344
11305,Mykhailo Mudryk,2,37,0,0.053519055247306824,0,0.07202459126710892,1,2,0,0,S,Chelsea,0,0.053519055247306824,0.12554363906383514,0
11317,Danilo,3,251,0,0.08356551360338926,0,0.07487189024686813,3,2,0,0,F M,Nottingham Forest,0,0.08356551360338926,0.7412457494065166,0.5828083455562592
11356,Enzo Fernández,3,270,0,1.4801030829548836,0,0.7961513996124268,7,8,2,0,M,Chelsea,0,0.7189342565834522,2.8204139322042465,1.9619420543313026
11357,Noni Madueke,1,6,0,0.025192540138959885,0,0,1,0,0,0,S,Chelsea,0,0.025192540138959885,0.025192540138959885,0
11384,João Gomes,3,237,0,0.1123674251139164,0,0.12848396599292755,3,2,1,0,M,Wolverhampton Wanderers,0,0.1123674251139164,0.7301381379365921,0.5067455805838108
11486,Illia Zabarnyi,3,270,0,0,0,0,0,0,0,0,D,Bournemouth,0,0,0.40181706100702286,0.40181706100702286
11699,Ameen Al Dakhil,2,180,0,0,0,0,0,0,0,0,D,Burnley,0,0,0.5285552367568016,0.5285552367568016
11700,Vitinho,1,90,0,0,0,0.05805481970310211,0,1,0,0,D,Burnley,0,0,0.11931239068508148,0.06125757470726967
11701,Zeki Amdouni,2,150,0,0.11089495569467545,0,0,3,0,0,0,F,Burnley,0,0.11089495569467545,0.2665661759674549,0.15567122399806976
11702,Benson Manuel,2,60,0,0,0,0,0,0,0,0,M S,Burnley,0,0,0.07961253635585308,0.07961253635585308
11703,Anass Zaroury,1,24,0,0.0639837458729744,0,0.013008161447942257,1,1,0,1,S,Burnley,0,0.0639837458729744,0.0639837458729744,0
11707,Jurriën Timber,1,56,0,0,0,0,0,0,1,0,D,Arsenal,0,0,0.19600066542625427,0.19600066542625427
11709,Milos Kerkez,3,270,0,0,0,0.03189890831708908,0,1,0,0,D,Bournemouth,0,0,0.436836089938879,0.436836089938879
11711,Bart Verbruggen,1,90,0,0,0,0,0,0,0,0,GK,Brighton,0,0,0.05042504891753197,0.05042504891753197
11712,Thomas Kaminski,2,180,0,0,0,0,0,0,0,0,GK,Luton,0,0,0,0
11713,Amari&#039;i Bell,2,180,0,0,0,0,0,0,0,0,D,Luton,0,0,0.11481691151857376,0.11481691151857376
11714,Tom Lockyer,2,180,0,0,0,0,0,0,1,0,D,Luton,0,0,0.029329784214496613,0.029329784214496613
11715,Mads Andersen,2,88,0,0,0,0,0,0,1,0,D S,Luton,0,0,0.04231686517596245,0.04231686517596245
11716,Pelly Ruddock Mpanzu,2,100,0,0.9549979642033577,0,0,3,0,0,0,M S,Luton,0,0.9549979642033577,0.9032046794891357,0
11718,Elijah Adebayo,2,137,0,0,0,0.14023350179195404,0,2,0,0,F,Luton,0,0,0.1825503706932068,0.11594874039292336
11719,Chiedozie Ogbene,2,24,0,0,0,0,0,0,0,0,S,Luton,0,0,0.044230684638023376,0.044230684638023376
11720,Jacob Brown,2,43,0,0.1199127659201622,0,0,3,0,1,0,S,Luton,0,0.1199127659201622,0.07356046885251999,0
11721,Cauley Woodrow,1,1,0,0,0,0.09514793008565903,0,2,0,0,S,Luton,0,0,0.044230684638023376,0.044230684638023376
11722,Luke Berry,1,1,0,0,0,0,0,0,0,0,S,Luton,0,0,0,0
11723,Alfie Doughty,2,43,0,0,0,0,0,0,0,0,S,Luton,0,0,0,0
11728,Calvin Bassey,2,106,0,0,0,0,0,0,0,1,D S,Fulham,0,0,0,0
11729,Bénie Traoré,3,262,0,0.3212226927280426,0,0.23848271369934082,1,2,0,0,F M,Sheffield United,0,0.3212226927280426,1.1546861231327057,0.5949807167053223
11730,Anis Ben Slimane,1,9,0,0,0,0,0,0,1,0,S,Sheffield United,0,0,0,0
11731,Andre Brooks,2,16,0,0,0,0,0,0,0,0,S,Sheffield United,0,0,0,0
11807,Ian Maatsen,2,4,0,0,0,0,0,0,1,0,S,Chelsea,0,0,0,0
11810,Mason Burstow,2,2,0,0,0,0,0,0,0,0,S,Chelsea,0,0,0,0
11926,Edson Álvarez,2,89,0,0,0,0,0,0,1,0,M S,West Ham,0,0,0,0
11984,Youssef Chermiti,1,22,0,0.06607918441295624,0,0,1,0,1,0,S,Everton,0,0.06607918441295624,0,0
11998,Hannes Delcroix,1,90,0,0.07460393756628036,0,0.0830167606472969,2,2,0,0,D,Burnley,0,0.07460393756628036,0.11859950423240662,0.03558274731040001
