goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,90,DC,Luton,West Ham,1,2,2023-09-01,21925,2023,608276,0,0,0,0,0,0.5723549723625183,0.5723549723625183
0,0,0,90,DC,Chelsea,Luton,3,0,2023-08-25,22295,2023,606598,0,0,0,0,0,0.11481691151857376,0.11481691151857376
0,0,0,90,DC,Brighton,Luton,4,1,2023-08-12,22278,2023,603773,0,0,0,0,0,0,0
