goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,90,DC,Burnley,Aston Villa,1,3,2023-08-27,22302,2023,607439,0,0,0,0,0,0.4065166711807251,0.4065166711807251
0,0,0,90,DC,Burnley,Manchester City,0,3,2023-08-11,22275,2023,603605,0,0,0,0,0,0.12203856557607651,0.12203856557607651
