goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,1,0.016524694859981537,90,MC,Sheffield United,Manchester City,1,2,2023-08-27,22303,2023,607475,0.04558177664875984,0,1,0,0.016524694859981537,0.06210647150874138,0
1,1,0.02058557979762554,90,AMC,Nottingham Forest,Sheffield United,2,1,2023-08-18,22285,2023,604797,0.05275612697005272,0,1,1,0.02058557979762554,0,0
