goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,2,Sub,Chelsea,Luton,3,0,2023-08-25,22295,2023,606594,0,0,0,0,0,0,0
0,0,0,2,Sub,Chelsea,Liverpool,1,1,2023-08-13,22283,2023,604418,0,0,0,0,0,0,0
