goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,1,0.0639837458729744,24,Sub,Burnley,Manchester City,0,3,2023-08-11,22275,2023,603615,0.013008161447942257,0,1,0,0.0639837458729744,0.0639837458729744,0
