goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,9,Sub,Sheffield United,Crystal Palace,0,1,2023-08-12,22280,2023,603828,0,0,0,0,0,0,0
