h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.97087,1.72228,1.97087,1.72228,"{'att': 233, 'def': 32}","{'att': 243, 'def': 18}",16,12,1,0,1.5762,w,2023-08-14 19:00:00,1,0,0,3,0.24858999999999987
a,2.44604,2.53904,2.44604,2.53904,"{'att': 313, 'def': 25}","{'att': 197, 'def': 20}",12,12,0,2,1.3163,l,2023-08-19 16:30:00,0,0,1,0,-0.09299999999999997
h,3.02803,0.960354,2.26686,0.960354,"{'att': 160, 'def': 19}","{'att': 258, 'def': 13}",13,5,3,2,2.6857,w,2023-08-26 14:00:00,1,0,0,3,1.3065059999999997
