goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,90,GK,Burnley,Tottenham,2,5,2023-09-02,21929,2023,608674,0,0,0,0,0,0.04945645108819008,0.04945645108819008
0,0,0,90,GK,Burnley,Aston Villa,1,3,2023-08-27,22302,2023,607437,0,0,0,0,0,0.019953954964876175,0.019953954964876175
0,0,0,90,GK,Burnley,Manchester City,0,3,2023-08-11,22275,2023,603603,0,0,0,0,0,0.0639837458729744,0.0639837458729744
