h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,2.59001,1.58144,2.59001,1.58144,"{'att': 341, 'def': 23}","{'att': 174, 'def': 10}",7,6,0,1,2.1102,l,2023-08-12 14:00:00,0,0,1,0,1.00857
a,0.721465,3.24336,0.721465,2.48219,"{'att': 385, 'def': 23}","{'att': 204, 'def': 12}",2,13,0,4,0.1276,l,2023-08-20 13:00:00,0,0,1,0,-1.760725
h,1.89792,1.40228,1.89792,1.40228,"{'att': 313, 'def': 24}","{'att': 194, 'def': 19}",7,4,0,1,1.7305000000000001,l,2023-08-26 14:00:00,0,0,1,0,0.4956400000000001
a,2.73871,1.575,2.73871,1.575,"{'att': 225, 'def': 26}","{'att': 256, 'def': 20}",3,5,2,2,2.2155,d,2023-09-02 11:30:00,0,1,0,1,1.1637100000000002
