h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,4.32208,1.486,4.32208,1.486,"{'att': 255, 'def': 17}","{'att': 324, 'def': 28}",9,6,5,1,2.7626000000000004,w,2023-08-12 16:30:00,1,0,0,3,2.83608
a,0.257154,1.22528,0.257154,1.22528,"{'att': 419, 'def': 27}","{'att': 286, 'def': 21}",5,9,0,1,0.4939,l,2023-08-19 19:00:00,0,0,1,0,-0.9681259999999999
h,1.62037,0.856121,1.62037,0.856121,"{'att': 227, 'def': 21}","{'att': 370, 'def': 23}",5,5,1,2,1.9344999999999999,l,2023-08-27 15:30:00,0,0,1,0,0.7642490000000001
