goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,49,MR,Burnley,Aston Villa,1,3,2023-08-27,22302,2023,607442,0,0,0,0,0,0.015628790482878685,0.015628790482878685
0,0,0,11,Sub,Burnley,Manchester City,0,3,2023-08-11,22275,2023,603614,0,0,0,0,0,0.0639837458729744,0.0639837458729744
