goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,85,DC,Arsenal,Fulham,2,2,2023-08-26,22297,2023,606936,0,0,0,0,0,0,0
0,0,0,21,Sub,Fulham,Brentford,0,3,2023-08-19,22287,2023,605100,0,0,0,0,0,0,0
