h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.4834,1.51025,1.4834,1.51025,"{'att': 292, 'def': 30}","{'att': 138, 'def': 27}",8,9,1,1,1.2985,d,2023-08-12 14:00:00,0,1,0,1,-0.02685000000000004
h,1.71234,1.60916,0.951168,0.847993,"{'att': 351, 'def': 13}","{'att': 116, 'def': 22}",3,9,3,1,1.4746,w,2023-08-20 15:30:00,1,0,0,3,0.10317500000000002
a,2.9527,1.3743,2.9527,1.3743,"{'att': 283, 'def': 10}","{'att': 80, 'def': 21}",7,23,3,1,2.4210000000000003,w,2023-08-26 16:30:00,1,0,0,3,1.5784
a,1.22528,2.02244,1.22528,2.02244,"{'att': 158, 'def': 23}","{'att': 341, 'def': 16}",6,8,2,1,0.7612,w,2023-09-01 19:00:00,1,0,0,3,-0.7971600000000001
