goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,90,GK,Chelsea,Nottingham Forest,0,1,2023-09-02,21930,2023,608753,0,0,0,0,0,0,0
0,0,0,90,GK,Manchester United,Nottingham Forest,3,2,2023-08-26,22300,2023,606962,0,0,0,0,0,0,0
0,0,0,90,GK,Nottingham Forest,Sheffield United,2,1,2023-08-18,22285,2023,604773,0,0,0,0,0,0,0
0,0,0,90,GK,Arsenal,Nottingham Forest,2,1,2023-08-12,22276,2023,603710,0,0,0,0,0,0,0
