goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,14,Sub,Brighton,West Ham,1,3,2023-08-26,22301,2023,607021,0.03362760692834854,0,1,0,0,0.10654659569263458,0.07291898876428604
1,1,0.49286147952079773,15,Sub,Brighton,Luton,4,1,2023-08-12,22278,2023,603771,0,0,0,1,0.49286147952079773,0.6332391500473022,0.14037765562534332
