goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
1,1,0.07989275455474854,84,FW,Burnley,Aston Villa,1,3,2023-08-27,22302,2023,607446,0,0,0,1,0.07989275455474854,0.09552154690027237,0.015628790482878685
0,2,0.1147281676530838,90,ML,Burnley,Manchester City,0,3,2023-08-11,22275,2023,603612,0.0639837458729744,0,1,0,0.1147281676530838,0.2367667406797409,0.12203856557607651
0,2,0.27386900782585144,12,Sub,Metz,Monaco,3,0,2019-08-17,12724,2019,342283,0,0,0,0,0.27386900782585144,0.2851020097732544,0.011233399622142315
0,0,0,48,FW,Monaco,Lyon,0,3,2019-08-09,12709,2019,341134,0,0,0,0,0,0,0
