goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,1,0.0643242746591568,90,DMC,Luton,West Ham,1,2,2023-09-01,21925,2023,608295,0.05303558334708214,0,1,0,0.0643242746591568,0.6627934575080872,0.5454335808753967
0,0,0,88,DMC,Brighton,West Ham,1,3,2023-08-26,22301,2023,607027,0,0,0,0,0,0,0
0,0,0,1,Sub,West Ham,Chelsea,3,1,2023-08-20,22293,2023,605908,0,0,0,0,0,0,0
