goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,2,0.07460393756628036,90,DL,Burnley,Aston Villa,1,3,2023-08-27,22302,2023,607441,0.0830167606472969,0,2,0,0.07460393756628036,0.11859950423240662,0.03558274731040001
