goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,90,GK,Luton,West Ham,1,2,2023-09-01,21925,2023,608274,0,0,0,0,0,0.020794527605175972,0.020794527605175972
0,0,0,90,GK,Chelsea,Luton,3,0,2023-08-25,22295,2023,606596,0,0,0,0,0,0,0
0,0,0,90,GK,Brighton,Luton,4,1,2023-08-12,22278,2023,603772,0,0,0,0,0,0,0
