goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,1,Sub,Manchester City,Fulham,5,1,2023-09-02,21927,2023,608717,0,0,0,0,0,0.12880565226078033,0.12880565226078033
