goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,17,Sub,Luton,West Ham,1,2,2023-09-01,21925,2023,608288,0,0,0,0,0,0,0
0,2,0.07568208128213882,18,Sub,Chelsea,Luton,3,0,2023-08-25,22295,2023,606609,0,0,0,0,0.07568208128213882,0.029329784214496613,0
0,1,0.044230684638023376,25,Sub,Brighton,Luton,4,1,2023-08-12,22278,2023,603784,0,0,0,0,0.044230684638023376,0.044230684638023376,0
