assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,None,None,0,0,532529,None,,0,0,0,0,0.0,555,212,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jack,0.0,563,213,0,0,0,0.0,565,213,621,False,0.0,556,206,0,,None,45,527,279,0,0,None,0,,532529.jpg,0.0,563,213,0,0,0,Hinshelwood,0.0,620,253,False,None,0,0,a,5,36,0.0,529,193,0,198,71,348,177,0.0,0.0,Hinshelwood,0
0,0,0,None,None,0,0,578614,None,,0,0,0,0,0.0,560,217,None,,0,3,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Enock,0.0,568,218,0,0,0,0.0,570,218,156,False,0.0,561,211,0,,None,45,536,285,0,0,None,0,,578614.jpg,0.0,568,218,0,0,0,Agyei,0.2,350,105,False,None,0,0,a,6,90,0.0,535,198,0,1361,310,4456,1794,0.0,0.0,Agyei,0
0,0,12,None,None,0,0.0,487968,None,,0,0,0,0,0.6,270,97,None,,0,2,0.5,0.0,0,0.01,0.01,0.01,0.01,0.00,2.21,2.21,0.0,Ameen,1.0,214,70,3,3.0,0,2.3,238,83,157,False,20.2,173,70,90,,None,40,666,214,0,0,None,0,,487968.jpg,1.0,217,73,0,0,0.0,Al-Dakhil,0.6,208,77,False,None,1,1.0,a,6,90,2.0,214,68,1,16117,7329,9680,4167,0.2,0.2,Al-Dakhil,0
0,0,0,None,None,0,0,189776,None,,0,0,0,0,0.0,615,258,None,,0,3,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Samuel,0.0,618,257,0,0,0,0.0,620,258,158,False,0.0,617,256,0,,None,50,214,137,0,0,None,0,,189776.jpg,0.0,618,257,0,0,0,Bastien,0.0,554,212,False,None,0,0,a,6,90,0.0,600,245,0,159,48,923,286,0.0,0.0,Bastien,0
0,0,-1,None,None,0,0.0,183751,3,,0,0,0,0,0.8,264,135,None,,0,3,0.5,0.0,0,0.00,0.0,0.00,0.0,0.00,1.20,6.75,0.0,Manuel Benson,1.0,254,116,1,5.62,0,0.1,331,152,159,False,0.0,653,280,16,,None,55,106,64,0,0,None,0,,183751.jpg,1.0,299,140,0,0,0.0,Hedilazio,0.2,359,112,False,None,0,0.0,a,6,90,0.0,649,276,1,559,198,4948,1563,0.2,0.2,Benson,0
0,0,18,None,None,0,0.0,241231,None,,0,0,0,0,0.2,295,107,None,,0,2,0.5,0.0,0,0.00,0.0,0.00,0.0,0.00,1.01,1.25,0.0,Jordan,1.0,210,66,2,2.47,0,1.9,249,89,160,False,18.8,180,73,73,,None,40,629,186,0,0,None,0,,241231.jpg,1.0,213,69,0,0,0.0,Beyer,4.4,78,30,False,None,1,1.23,a,6,90,0.0,317,115,1,23828,10948,40088,19096,0.2,0.2,Beyer,0
0,0,3,None,None,0,0.0,172782,4,,-1,1,-1,1,1.0,257,131,3,,0,3,0.5,0.0,0,0.00,0.0,0.00,0.0,0.00,0.12,10.8,0.0,Josh,1.0,237,104,0,0.0,0,0.1,328,149,161,False,0.0,577,225,1,,None,49,286,188,0,0,None,0,,172782.jpg,1.0,265,113,0,0,0.0,Brownhill,0.2,311,90,False,None,0,0.0,a,6,90,0.0,552,212,1,607,184,7881,2947,0.2,0.2,Brownhill,0
0,0,0,None,None,0,0,250735,None,,0,0,0,0,0.0,508,180,None,,0,3,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Darko,0.0,520,184,0,0,0,0.0,519,182,162,False,0.0,509,175,0,,None,45,455,238,0,0,None,0,,250735.jpg,0.0,520,184,0,0,0,Churlinov,0.0,537,199,False,None,0,0,a,6,90,0.0,473,158,0,185,60,862,321,0.0,0.0,Churlinov,0
0,0,0,None,None,0,0,40145,None,,0,0,0,0,0.0,593,243,None,,0,3,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jack,0.0,599,242,0,0,0,0.0,601,243,163,False,0.0,595,239,0,,None,50,161,99,0,0,None,0,,40145.jpg,0.0,599,242,0,0,0,Cork,0.0,562,218,False,None,0,0,a,6,90,0.0,574,227,0,91,26,870,265,0.0,0.0,Cork,0
0,0,0,0,0,0,0,530873,None,,0,0,0,0,0.0,553,211,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Dara,0.0,561,212,0,0,0,0.0,563,212,164,False,0.0,554,205,0,Season long loan to St Johnstone,2023-08-17T06:12:47.501520Z,45,525,278,0,0,None,0,,530873.jpg,0.0,561,212,0,0,0,Costelloe,0.0,566,221,False,None,0,0,u,6,90,0.0,527,192,0,101,0,1288,595,0.0,0.0,Costelloe,0
0,0,12,None,None,0,0.0,172567,2,,0,0,0,0,6.5,194,109,None,,0,3,1.5,0.0,0,0.01,0.01,0.01,0.01,0.00,2.21,2.21,0.0,Josh,2.0,145,62,3,3.0,0,1.0,285,126,165,False,3.8,276,119,90,,None,50,205,131,0,0,None,0,,172567.jpg,2.0,149,64,0,0,0.0,Cullen,0.1,470,161,False,None,1,1.0,a,6,90,0.0,593,241,2,640,108,1177,501,0.4,0.4,Cullen,0
0,0,0,None,None,0,0,432711,None,,0,0,0,0,0.0,379,148,None,,0,2,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,CJ,0.0,398,146,0,0,0,0.0,402,153,166,False,0.0,392,153,0,,None,40,636,192,0,0,None,0,,432711.jpg,0.0,398,146,0,0,0,Egan-Riley,0.1,392,152,False,None,0,0,a,6,90,0.0,324,121,0,333,118,2399,798,0.0,0.0,Egan-Riley,0
0,0,0,None,None,0,0,478969,None,,0,0,0,0,0.0,400,163,None,,0,2,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Hjalmar,0.0,419,161,0,0,0,0.0,423,168,167,False,0.0,414,169,0,,None,40,660,210,0,0,None,0,,478969.jpg,0.0,419,161,0,0,0,Ekdal,0.2,316,120,False,None,0,0,a,6,90,0.0,346,137,0,538,194,3403,1155,0.0,0.0,Ekdal,0
0,0,5,None,None,0,0.0,435973,None,,0,0,0,0,12.4,159,19,None,,0,4,1.5,0.0,0,0.04,0.04,0.18,0.18,0.14,2.09,2.09,0.14,Lyle,2.0,151,20,3,3.0,0,3.3,213,26,168,False,7.8,246,25,90,,None,50,243,53,0,0,None,0,,435973.jpg,2.0,155,20,0,0,0.0,Foster,0.3,269,47,False,None,1,1.0,a,6,90,13.0,136,30,2,8124,1700,8236,2987,0.4,0.4,Foster,0
0,0,0,None,None,0,0,493347,None,,0,0,0,0,0.0,405,49,None,,0,1,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Denis,0.0,424,65,0,0,0,0.0,428,65,169,False,0.0,419,65,0,,None,40,667,77,0,0,None,0,,493347.jpg,0.0,424,65,0,0,0,Franchi,0.2,363,54,False,None,0,0,a,6,90,0.0,351,47,0,530,173,2172,751,0.0,0.0,Franchi,0
0,0,0,None,None,0,0,60586,None,,-1,1,-1,1,0.0,565,221,2,,0,3,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jóhann Berg,0.0,574,222,0,0,0,0.0,575,222,170,False,0.0,566,215,0,,None,49,274,178,0,0,None,0,,60586.jpg,0.0,574,222,0,0,0,Gudmundsson,0.0,531,196,False,None,0,0,a,6,90,0.0,541,202,0,57,26,1298,385,0.0,0.0,Gudmundsson,0
0,0,0,0,0,0,0,483391,None,,0,0,0,0,0.0,403,165,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Luke,0.0,422,163,0,0,0,0.0,426,170,171,False,0.0,417,171,0,Season long loan to Stoke City,2023-08-04T09:35:51.951556Z,40,664,213,0,0,None,0,,483391.jpg,0.0,422,163,0,0,0,McNally,0.0,586,201,False,None,0,0,u,6,90,0.0,349,139,0,0,0,859,210,0.0,0.0,McNally,0
0,0,0,None,None,0,0,232917,None,,0,0,0,0,0.0,495,68,None,,0,1,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Arijanet,0.0,507,76,0,0,0,0.0,506,76,172,False,0.0,496,76,0,,None,45,434,28,0,0,None,0,,232917.jpg,0.0,507,76,0,0,0,Muric,0.2,301,46,False,None,0,0,a,6,90,0.0,457,67,0,332,126,5583,1489,0.0,0.0,Muric,0
0,0,12,None,None,0,0.0,216616,None,,0,0,0,0,0.1,302,112,None,,0,2,0.5,0.0,0,0.00,0.0,0.00,0.0,0.00,2.21,2.21,0.0,Dara,1.0,225,78,3,3.0,0,1.6,263,95,173,False,15.6,195,78,90,,None,45,415,98,0,0,None,0,,216616.jpg,1.0,236,89,0,0,0.0,O'Shea,0.2,317,121,False,None,1,1.0,a,6,90,0.0,444,193,1,949,217,3062,1092,0.2,0.2,O'Shea,0
0,0,0,0,0,0,0,220598,None,,0,0,0,0,0.0,622,67,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Michael,0.0,624,68,0,0,0,0.0,626,68,174,False,0.0,623,67,0,Hamstring injury - Unknown return date,2023-08-06T23:30:05.563053Z,50,230,48,0,0,None,0,,220598.jpg,0.0,624,68,0,0,0,Obafemi,0.0,533,77,False,None,0,0,i,6,90,0.0,610,67,0,136,45,1974,514,0.0,0.0,Obafemi,0
0,0,0,0,0,0,0,220037,None,,0,0,0,0,0.0,362,34,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Bailey,0.0,382,51,0,0,0,0.0,386,51,175,False,0.0,376,51,0,Joined Aarhus on loan,2023-07-26T11:25:50.410533Z,40,618,62,0,0,None,0,,220037.jpg,0.0,382,51,0,0,0,Peacock-Farrell,0.0,603,71,False,None,0,0,u,6,90,0.0,306,32,0,0,0,365,90,0.0,0.0,Peacock-Farrell,0
0,0,10,None,None,0,0.0,192290,None,,0,0,0,0,1.8,238,82,None,,0,2,0.5,0.0,0,0.01,0.01,0.01,0.01,0.00,2.21,2.21,0.0,Connor,1.0,222,76,3,3.0,0,1.0,283,103,176,False,8.0,244,98,90,,None,45,392,81,0,0,None,0,,192290.jpg,1.0,230,84,0,0,0.0,Roberts,0.3,281,107,False,None,1,1.0,a,6,90,0.0,431,184,1,845,247,4336,1520,0.2,0.2,Roberts,0
0,0,0,None,None,0,0,44683,None,,-1,1,-1,1,0.0,638,73,None,,0,4,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jay,0.0,639,74,0,0,0,0.0,642,74,177,False,0.0,640,73,0,,None,54,133,40,0,0,1,0,,44683.jpg,0.0,639,74,0,0,0,Rodriguez,0.2,315,53,False,None,0,0,a,6,90,0.0,627,73,0,1977,945,9204,2554,0.0,0.0,Rodriguez,0
0,0,0,None,None,0,0,103914,None,,0,0,0,0,0.0,325,118,None,,0,2,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Charlie,0.0,343,114,0,0,0,0.0,349,123,178,False,0.0,339,123,0,,None,40,579,159,0,0,None,0,,103914.jpg,0.0,343,114,0,0,0,Taylor,0.9,182,68,False,None,0,0,a,6,90,0.0,267,88,0,4124,1563,12868,4830,0.0,0.0,Taylor,0
0,0,0,0,0,0,0,461102,None,,0,0,0,0,0.0,391,158,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Bobby,0.0,410,156,0,0,0,0.0,414,163,179,False,0.0,404,163,0,Permanent transfer to Coventry,2023-07-24T09:55:44.165399Z,40,648,202,0,0,None,0,,461102.jpg,0.0,410,156,0,0,0,Thomas,0.0,589,203,False,None,0,0,u,6,90,0.0,336,131,0,0,0,553,148,0.0,0.0,Thomas,0
0,0,0,0,None,0,0,226473,None,,-1,1,-1,1,0.0,581,236,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Scott,0.0,588,235,0,0,0,0.0,591,237,180,False,0.0,583,231,0,Season long loan to Hull,2023-08-21T08:28:24.720790Z,49,299,198,0,0,None,0,,226473.jpg,0.0,588,235,0,0,0,Twine,0.0,576,229,False,None,0,0,u,6,90,0.0,562,220,0,119,56,1375,571,0.0,0.0,Twine,0
0,0,0,None,None,0,0,133085,None,,0,0,0,0,0.0,338,22,None,,0,1,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Lawrence,0.0,356,39,0,0,0,0.0,362,39,181,False,0.0,352,39,0,,None,40,592,50,0,0,None,0,,133085.jpg,0.0,356,39,0,0,0,Vigouroux,0.2,302,47,False,None,0,0,a,6,90,0.0,280,20,0,1083,301,2198,775,0.0,0.0,Vigouroux,0
0,0,6,None,None,0,0.0,441455,None,,0,0,0,0,11.4,173,52,None,,0,2,0.5,0.0,0,0.03,0.03,0.03,0.03,0.00,2.21,2.21,0.0,Victor,1.0,229,82,3,3.0,0,2.2,246,88,182,False,8.8,239,97,90,,None,45,471,123,0,0,None,0,,441455.jpg,1.0,247,97,0,0,0.0,da Silva,0.2,336,129,False,None,1,1.0,a,6,90,2.0,224,77,1,1226,289,2535,988,0.2,0.2,Vitinho,0
0,0,0,0,0,0,0,120202,None,,0,0,0,0,0.0,651,74,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Wout,0.0,649,75,0,0,0,0.0,652,75,183,False,0.0,650,74,0,On loan to Hoffenheim,2023-08-10T13:52:51.426276Z,55,93,29,0,0,None,0,,120202.jpg,0.0,649,75,0,0,0,Weghorst,0.1,438,64,False,None,0,0,u,6,90,0.0,643,74,0,0,0,10582,1911,0.0,0.0,Weghorst,0
0,0,-6,0,0,0,0.0,511783,1,,-1,1,-1,1,18.9,122,79,None,,0,3,0.0,0.0,0,0.06,0.18,0.10,0.3,0.04,1.37,4.11,0.12,Anass,-2.0,675,289,1,3.0,0,1.7,259,115,184,False,0.0,590,235,30,Suspended until 18 Sep,2023-08-12T08:00:06.224285Z,49,311,205,0,0,None,0,,511783.jpg,-2.0,675,289,1,0,0.0,Zaroury,0.1,472,162,False,None,0,0.0,s,6,90,2.0,229,115,-2,128,42,6416,1514,-0.4,-0.4,Zaroury,0
0,0,5,None,None,0,0.0,207189,None,,0,0,0,0,1.0,258,132,None,,0,3,1.5,0.0,0,0.00,0.0,0.00,0.0,0.00,2.09,2.09,0.0,Sander,2.0,148,63,3,3.0,0,0.6,302,138,475,False,3.2,285,124,90,,None,50,223,143,0,0,None,0,,207189.jpg,2.0,152,65,0,0,0.0,Berge,0.2,354,108,False,None,1,1.0,a,6,90,2.0,232,118,2,1397,216,3744,1450,0.4,0.4,Berge,0
0,0,8,None,None,0,0.0,492831,None,,0,0,0,0,0.8,265,35,None,,0,4,1.5,0.0,0,0.00,0.0,0.03,0.04,0.03,0.96,1.44,0.04,Zeki,2.0,160,22,2,3.0,0,3.0,218,29,594,False,8.6,242,23,60,,None,55,128,37,0,0,None,0,,492831.jpg,2.0,165,22,0,0,0.0,Amdouni,0.1,388,61,False,None,1,1.5,a,6,90,21.0,97,25,2,2461,803,3828,1238,0.4,0.4,Amdouni,0
0,0,22,None,None,0,0.0,432720,None,,0,0,0,0,0.0,513,69,None,,0,1,1.5,0.0,0,0.00,0.0,0.00,0.0,0.00,2.21,2.21,0.0,James,2.0,136,18,3,3.0,0,4.2,189,15,596,False,42.2,74,15,90,,None,45,460,29,0,0,None,0,,432720.jpg,2.0,141,18,0,5,5.0,Trafford,1.0,165,22,False,None,1,1.0,a,6,90,0.0,478,68,2,6072,1439,9141,3407,0.4,0.4,Trafford,0
0,0,3,None,None,0,0.0,83283,None,,-1,1,-1,1,0.0,568,224,None,,0,3,0.5,0.0,0,0.00,0.0,0.00,0.0,0.00,0.12,10.8,0.0,Nathan,1.0,236,103,0,0.0,0,0.0,578,225,600,False,0.0,569,218,1,,None,49,277,181,0,0,None,0,,83283.jpg,1.0,263,112,0,0,0.0,Redmond,0.0,506,185,False,None,0,0.0,a,6,90,0.0,544,205,1,117,38,1535,487,0.2,0.2,Redmond,0
0,0,4,None,None,0,0.0,487702,None,,0,0,0,0,21.7,107,72,None,,0,3,1.5,0.0,0,0.03,0.04,0.09,0.13,0.06,0.96,1.44,0.09,Luca,2.0,154,68,2,3.0,0,2.8,226,101,605,False,0.2,322,145,60,,None,50,259,167,0,0,None,0,,487702.jpg,2.0,158,70,0,0,0.0,Koleosho,0.0,530,195,False,None,1,1.5,a,6,90,6.0,182,96,2,738,92,654,278,0.4,0.4,Koleosho,0
0,0,0,None,None,0,0.0,179458,None,,0,0,0,0,0.6,274,138,None,,0,3,0.5,0.0,0,0.01,0.03,0.03,0.09,0.02,1.25,3.88,0.06,Jacob,1.0,247,111,1,3.1,0,0.7,295,132,608,False,0.0,615,254,29,,None,50,210,134,0,0,None,0,,179458.jpg,1.0,282,125,0,0,0.0,Bruun Larsen,0.0,591,237,False,None,0,0.0,a,6,90,9.0,155,87,1,81,15,452,160,0.2,0.2,Bruun Larsen,0
0,0,0,None,None,0,0,461567,None,,0,0,0,0,0.0,393,160,None,,0,2,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Owen,0.0,412,158,0,0,0,0.0,416,165,622,False,0.0,406,165,0,,None,40,650,204,0,0,None,0,,461567.jpg,0.0,412,158,0,0,0,Dodgson,0.1,491,183,False,None,0,0,a,6,90,0.0,338,133,0,341,132,736,278,0.0,0.0,Dodgson,0
0,0,0,None,None,0,0,550839,None,,0,0,0,0,0.0,636,269,None,,0,3,1.2,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Wilson,0.0,637,268,0,0,0,0.0,640,270,660,False,0.0,638,269,0,,None,50,269,174,0,0,None,0,,550839.jpg,0.0,637,268,0,0,0,Odobert,0.0,664,282,False,None,0,0,a,6,90,0.0,625,260,0,18,11,17,14,0.0,0.0,Odobert,0
0,0,0,None,None,0,0,247245,None,,0,0,0,0,0.0,375,145,None,,0,2,0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Hannes,0.0,394,143,0,0,0,0.0,398,150,674,False,0.0,388,150,0,,None,40,632,189,0,0,None,0,,247245.jpg,0.0,394,143,0,0,0,Delcroix,0.0,675,220,False,None,0,0,a,6,90,0.0,320,118,0,1,1,0,0,0.0,0.0,Delcroix,0
0,0,0,None,None,0,0,447715,None,,0,0,0,0,0.0,628,264,None,,0,3,1.2,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Aaron,0.0,629,263,0,0,0,0.0,632,265,675,False,0.0,629,263,0,,None,50,250,160,0,0,None,0,,447715.jpg,0.0,629,263,0,0,0,Ramsey,0.0,674,289,False,None,0,0,a,6,90,0.0,617,255,0,12,12,1,1,0.0,0.0,A.Ramsey,0
0,0,1,None,None,0,0.0,486672,None,,0,0,0,0,3.5,213,113,None,,0,3,1.0,0.5,1,0.03,0.09,0.06,0.18,0.03,0.95,2.95,0.09,Moisés,0.5,313,145,1,3.1,0,0.1,330,151,126,False,0.0,630,264,29,,None,50,258,166,0,0,None,0,,486672.jpg,1.0,292,133,0,0,0.0,Caicedo Corozo,3.0,100,34,False,None,0,0.0,a,7,8,1.0,245,126,1,42822,11085,74907,33459,0.1,0.2,Caicedo,0
0,0,23,None,None,0,0.0,215059,None,,0,0,0,0,0.0,482,66,None,,0,1,2.5,2.0,2,0.00,0.0,0.00,0.0,0.00,3.08,1.54,0.0,Robert,2.0,134,17,4,2.0,0,3.7,204,18,145,False,37.2,92,16,180,,None,45,411,26,0,0,None,0,,215059.jpg,2.0,139,17,0,3,1.5,Sánchez,4.4,77,12,False,None,2,1.0,a,7,8,0.0,442,65,4,154366,72016,44565,23435,0.4,0.9,Sanchez,0
0,0,0,0,0,0,0,199598,None,,0,0,0,0,0.0,352,133,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ethan,0.0,371,130,0,0,0,0.0,376,138,185,False,0.0,366,138,0,Permanent transfer to Leeds Utd,2023-07-20T08:39:43.633400Z,40,607,175,0,0,None,0,,199598.jpg,0.0,371,130,0,0,0,Ampadu,0.0,623,211,False,None,0,0,u,7,8,0.0,295,104,0,0,0,434,117,0.0,0.0,Ampadu,0
0,0,0,None,None,0,0,532605,None,,0,0,0,0,0.0,556,213,None,,0,3,0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Andrey,0.0,564,214,0,0,0,0.0,566,214,186,False,0.0,557,207,0,,None,45,528,280,0,0,None,0,,532605.jpg,0.0,564,214,0,0,0,Nascimento dos Santos,0.1,397,124,False,None,0,0,a,7,8,0.0,530,194,0,1031,271,3703,1636,0.0,0.0,Andrey,0
0,0,0,0,0,0,0,109745,None,,0,0,0,0,0.0,603,73,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kepa,0.0,608,79,0,0,0,0.0,610,79,187,False,0.0,605,79,0,One year loan deal to Real Madrid,2023-08-15T08:06:29.726491Z,50,183,6,0,0,None,0,,109745.jpg,0.0,608,79,0,0,0,Arrizabalaga,0.5,228,33,False,None,0,0,u,7,8,0.0,584,72,0,1775,0,56786,14000,0.0,0.0,Arrizabalaga,0
0,0,0,0,0,0,0,54694,None,,0,0,0,0,0.0,668,81,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Pierre-Emerick,0.0,665,81,0,0,0,0.0,668,81,188,False,0.0,668,81,0,,2023-07-24T09:59:36.133419Z,65,45,16,0,0,None,0,,54694.jpg,0.0,665,81,0,0,0,Aubameyang,0.0,564,81,False,None,0,0,u,7,8,0.0,666,80,0,0,0,1202,288,0.0,0.0,Aubameyang,0
0,0,0,0,0,0,0,41328,None,,0,0,0,0,0.0,434,185,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,César,0.0,454,184,0,0,0,0.0,456,189,189,False,0.0,447,190,0,Left the club as a free agent,2023-07-06T16:30:03.010661Z,45,324,41,0,0,None,0,,41328.jpg,0.0,454,184,0,0,0,Azpilicueta,0.0,668,218,False,None,0,0,u,7,8,0.0,385,164,0,0,0,77,18,0.0,0.0,Azpilicueta,0
0,0,0,0,0,0,0,118335,None,,0,0,0,0,0.0,334,123,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Abdul Rahman,0.0,352,119,0,0,0,0.0,358,128,190,False,0.0,348,128,0,Permanent Transfer to PAOK,2023-07-13T08:07:47.494096Z,40,588,164,0,0,None,0,,118335.jpg,0.0,352,119,0,0,0,Baba,0.0,658,216,False,None,0,0,u,7,8,0.0,276,93,0,0,0,142,35,0.0,0.0,Baba,0
0,0,0,0,0,0,0,242880,None,,-1,1,-1,1,0.0,427,183,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Benoît,0.0,448,183,0,0,0,0.0,450,188,191,False,0.0,441,189,0,Hamstring injury - Unknown return date,2023-08-03T10:30:04.564668Z,44,556,152,0,0,None,0,,242880.jpg,0.0,448,183,0,0,0,Badiashile,0.0,527,193,False,None,0,0,i,7,8,0.0,377,161,0,180,70,2382,598,0.0,0.0,B.Badiashile,0
0,0,0,0,0,0,0,122074,None,,0,0,0,0,0.0,336,21,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Marcus,0.0,354,38,0,0,0,0.0,360,38,192,False,0.0,350,38,0,Unknown - Unknown return date,2023-08-03T10:30:04.581002Z,40,590,49,0,0,None,0,,122074.jpg,0.0,354,38,0,0,0,Bettinelli,0.0,581,68,False,None,0,0,i,7,8,0.0,278,19,0,120,51,508,158,0.0,0.0,Bettinelli,0
0,0,0,0,0,0,0,440323,None,,0,0,0,0,0.0,627,69,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Armando,0.0,628,70,0,0,0,0.0,631,70,193,False,0.0,628,69,0,Knee injury - Unknown return date,2023-08-03T10:30:04.596081Z,50,248,54,0,0,None,0,,440323.jpg,0.0,628,70,0,0,0,Broja,0.0,507,71,False,None,0,0,i,7,8,0.0,616,69,0,293,109,2348,627,0.0,0.0,Broja,0
0,0,0,0,0,0,0,180736,None,,0,0,-1,1,0.0,421,178,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Trevoh,0.0,441,177,0,0,0,0.0,444,183,194,False,0.0,435,184,0,Knock - Unknown return date,2023-08-11T16:00:07.662192Z,44,548,145,0,0,None,0,,180736.jpg,0.0,441,177,0,0,0,Chalobah,0.1,407,158,False,None,0,0,i,7,8,0.0,369,154,0,227,90,10218,2067,0.0,0.0,Chalobah,0
1,2,37,None,None,0,0.0,172850,2,,1,-1,2,-2,50.3,28,6,None,,0,2,4.5,4.0,1,0.72,0.43,1.04,0.62,0.32,2.11,1.27,0.19,Ben,4.0,68,21,3,1.81,0,12.2,44,6,195,False,32.0,110,39,149,,None,57,82,6,0,0,None,0,,172850.jpg,4.0,76,26,0,0,0.0,Chilwell,25.7,10,3,False,None,2,1.21,a,7,8,40.0,50,6,8,1067965,404464,65069,42929,0.7,1.4,Chilwell,0
0,0,23,0,None,0,0.0,478912,None,,0,0,0,0,25.1,91,62,None,,0,3,0.0,3.0,5,0.19,0.14,0.27,0.2,0.08,1.96,1.41,0.06,Carney,3.0,90,31,2,1.44,1,9.9,70,40,196,False,34.8,98,34,125,Knee injury - Unknown return date,2023-08-20T22:00:06.180442Z,45,494,257,0,0,None,0,,478912.jpg,3.0,94,33,0,0,0.0,Chukwuemeka,2.7,109,38,False,None,2,1.44,i,7,8,39.0,51,27,6,41450,13796,67929,45698,0.7,1.3,Chukwuemeka,2
0,0,29,None,None,0,0.0,460028,None,,0,0,0,0,27.5,84,21,None,,0,2,2.0,1.5,1,0.03,0.02,0.24,0.12,0.21,3.08,1.54,0.1,Levi,1.5,184,60,4,2.0,0,7.0,115,27,197,False,25.2,147,61,180,,None,45,479,126,0,0,None,0,,460028.jpg,1.5,189,63,0,0,0.0,Colwill,3.9,86,34,False,None,2,1.0,a,7,8,18.0,105,16,3,113896,36587,36349,18881,0.3,0.7,Colwill,0
0,0,0,None,None,0,0,179268,None,,0,0,0,0,0.0,612,218,None,,0,2,0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Marc,0.0,617,217,0,0,0,0.0,619,218,198,False,0.0,614,218,0,,None,50,209,24,0,0,None,0,,179268.jpg,0.0,617,217,0,0,0,Cucurella Saseta,0.5,222,82,False,None,0,0,a,7,8,0.0,597,217,0,5835,2427,14816,5895,0.0,0.0,Cucurella,0
