,Name,GW,Season,Squad,Total Points
0,Brenden-Aaronson,4,2022-23,Leeds United,1.0
1,Brenden-Aaronson,5,2022-23,Leeds United,5.0
2,Brenden-Aaronson,6,2022-23,Leeds United,2.0
3,Brenden-Aaronson,9,2022-23,Leeds United,3.0
4,Brenden-Aaronson,10,2022-23,Leeds United,5.0
5,Brenden-Aaronson,11,2022-23,Leeds United,2.0
6,Brenden-Aaronson,12,2022-23,Leeds United,2.0
7,Brenden-Aaronson,13,2022-23,Leeds United,2.0
8,Brenden-Aaronson,14,2022-23,Leeds United,2.0
9,Brenden-Aaronson,15,2022-23,Leeds United,2.0
10,Brenden-Aaronson,16,2022-23,Leeds United,5.0
11,Brenden-Aaronson,17,2022-23,Leeds United,2.0
12,Brenden-Aaronson,18,2022-23,Leeds United,3.0
13,Brenden-Aaronson,19,2022-23,Leeds United,
14,Brenden-Aaronson,20,2022-23,Leeds United,
15,Che-Adams,4,2022-23,Southampton,2.0
16,Che-Adams,5,2022-23,Southampton,2.0
17,Che-Adams,6,2022-23,Southampton,2.0
18,Che-Adams,8,2022-23,Southampton,2.0
19,Che-Adams,9,2022-23,Southampton,5.0
20,Che-Adams,10,2022-23,Southampton,2.0
21,Che-Adams,11,2022-23,Southampton,2.0
22,Che-Adams,12,2022-23,Southampton,6.0
23,Che-Adams,13,2022-23,Southampton,1.0
24,Che-Adams,14,2022-23,Southampton,2.0
25,Che-Adams,15,2022-23,Southampton,2.0
26,Che-Adams,16,2022-23,Southampton,8.0
27,Che-Adams,17,2022-23,Southampton,2.0
28,Che-Adams,18,2022-23,Southampton,5.0
29,Che-Adams,19,2022-23,Southampton,
30,Tyler-Adams,2,2022-23,Leeds United,2.0
31,Tyler-Adams,3,2022-23,Leeds United,3.0
32,Tyler-Adams,4,2022-23,Leeds United,2.0
33,Tyler-Adams,5,2022-23,Leeds United,1.0
34,Tyler-Adams,6,2022-23,Leeds United,2.0
35,Tyler-Adams,9,2022-23,Leeds United,3.0
36,Tyler-Adams,10,2022-23,Leeds United,2.0
37,Tyler-Adams,11,2022-23,Leeds United,2.0
38,Tyler-Adams,12,2022-23,Leeds United,2.0
39,Tyler-Adams,14,2022-23,Leeds United,2.0
40,Tyler-Adams,15,2022-23,Leeds United,2.0
41,Tyler-Adams,16,2022-23,Leeds United,-1.0
42,Tyler-Adams,18,2022-23,Leeds United,3.0
43,Tyler-Adams,19,2022-23,Leeds United,
44,Tyler-Adams,20,2022-23,Leeds United,
45,Tosin-Adarabioyo,5,2022-23,Fulham,2.0
46,Tosin-Adarabioyo,6,2022-23,Fulham,1.0
47,Tosin-Adarabioyo,8,2022-23,Fulham,7.0
48,Tosin-Adarabioyo,9,2022-23,Fulham,0.0
49,Tosin-Adarabioyo,10,2022-23,Fulham,1.0
50,Tosin-Adarabioyo,11,2022-23,Fulham,0.0
51,Tosin-Adarabioyo,12,2022-23,Fulham,0.0
52,Tosin-Adarabioyo,13,2022-23,Fulham,1.0
53,Tosin-Adarabioyo,14,2022-23,Fulham,0.0
54,Tosin-Adarabioyo,15,2022-23,Fulham,0.0
55,Tosin-Adarabioyo,16,2022-23,Fulham,0.0
56,Tosin-Adarabioyo,17,2022-23,Fulham,0.0
57,Tosin-Adarabioyo,18,2022-23,Fulham,1.0
58,Tosin-Adarabioyo,19,2022-23,Fulham,
59,Tosin-Adarabioyo,7,2022-23,Fulham,
60,Nayef-Aguerd,15,2022-23,West Ham,0.0
61,Nayef-Aguerd,16,2022-23,West Ham,2.0
62,Nayef-Aguerd,18,2022-23,West Ham,0.0
63,Nayef-Aguerd,19,2022-23,West Ham,
64,Rayan-Ait-Nouri,3,2022-23,Wolves,1.0
65,Rayan-Ait-Nouri,4,2022-23,Wolves,0.0
66,Rayan-Ait-Nouri,5,2022-23,Wolves,1.0
67,Rayan-Ait-Nouri,6,2022-23,Wolves,6.0
68,Rayan-Ait-Nouri,8,2022-23,Wolves,1.0
69,Rayan-Ait-Nouri,9,2022-23,Wolves,1.0
70,Rayan-Ait-Nouri,10,2022-23,Wolves,1.0
71,Rayan-Ait-Nouri,11,2022-23,Wolves,6.0
72,Rayan-Ait-Nouri,13,2022-23,Wolves,0.0
73,Rayan-Ait-Nouri,14,2022-23,Wolves,0.0
74,Rayan-Ait-Nouri,15,2022-23,Wolves,1.0
75,Rayan-Ait-Nouri,16,2022-23,Wolves,0.0
76,Rayan-Ait-Nouri,17,2022-23,Wolves,6.0
77,Rayan-Ait-Nouri,18,2022-23,Wolves,1.0
78,Rayan-Ait-Nouri,19,2022-23,Wolves,
79,Kristoffer-Ajer,6,2022-23,Brentford,0.0
80,Kristoffer-Ajer,8,2022-23,Brentford,1.0
81,Kristoffer-Ajer,9,2022-23,Brentford,6.0
82,Kristoffer-Ajer,10,2022-23,Brentford,0.0
83,Kristoffer-Ajer,11,2022-23,Brentford,6.0
84,Kristoffer-Ajer,12,2022-23,Brentford,0.0
85,Kristoffer-Ajer,13,2022-23,Brentford,0.0
86,Kristoffer-Ajer,14,2022-23,Brentford,2.0
87,Manuel-Akanji,8,2022-23,Manchester City,6.0
88,Manuel-Akanji,9,2022-23,Manchester City,1.0
89,Manuel-Akanji,10,2022-23,Manchester City,7.0
90,Manuel-Akanji,11,2022-23,Manchester City,1.0
91,Manuel-Akanji,13,2022-23,Manchester City,2.0
92,Manuel-Akanji,14,2022-23,Manchester City,6.0
93,Manuel-Akanji,15,2022-23,Manchester City,2.0
94,Manuel-Akanji,16,2022-23,Manchester City,5.0
95,Manuel-Akanji,17,2022-23,Manchester City,2.0
96,Manuel-Akanji,18,2022-23,Manchester City,2.0
97,Manuel-Akanji,19,2022-23,Manchester City,
98,Nathan-Ake,1,2022-23,Manchester City,7.0
99,Nathan-Ake,2,2022-23,Manchester City,6.0
100,Nathan-Ake,3,2022-23,Manchester City,1.0
101,Nathan-Ake,6,2022-23,Manchester City,1.0
102,Nathan-Ake,8,2022-23,Manchester City,0.0
103,Nathan-Ake,9,2022-23,Manchester City,1.0
104,Nathan-Ake,10,2022-23,Manchester City,6.0
105,Nathan-Ake,11,2022-23,Manchester City,2.0
106,Nathan-Ake,13,2022-23,Manchester City,0.0
107,Nathan-Ake,14,2022-23,Manchester City,0.0
108,Nathan-Ake,15,2022-23,Manchester City,2.0
109,Nathan-Ake,17,2022-23,Manchester City,2.0
110,Nathan-Ake,18,2022-23,Manchester City,2.0
111,Nathan-Ake,19,2022-23,Manchester City,
112,Marc-Albrighton,3,2022-23,Leicester City,0.0
113,Marc-Albrighton,4,2022-23,Leicester City,0.0
114,Marc-Albrighton,5,2022-23,Leicester City,0.0
115,Marc-Albrighton,6,2022-23,Leicester City,0.0
116,Marc-Albrighton,8,2022-23,Leicester City,0.0
117,Marc-Albrighton,9,2022-23,Leicester City,1.0
118,Marc-Albrighton,10,2022-23,Leicester City,0.0
119,Marc-Albrighton,11,2022-23,Leicester City,0.0
120,Marc-Albrighton,13,2022-23,Leicester City,1.0
121,Marc-Albrighton,14,2022-23,Leicester City,0.0
122,Marc-Albrighton,15,2022-23,Leicester City,1.0
123,Marc-Albrighton,16,2022-23,Leicester City,0.0
124,Marc-Albrighton,17,2022-23,Leicester City,0.0
125,Marc-Albrighton,18,2022-23,Leicester City,0.0
126,Marc-Albrighton,19,2022-23,Leicester City,
127,Thiago-Alcantara,1,2022-23,Liverpool,1.0
128,Thiago-Alcantara,9,2022-23,Liverpool,2.0
129,Thiago-Alcantara,10,2022-23,Liverpool,2.0
130,Thiago-Alcantara,11,2022-23,Liverpool,2.0
131,Thiago-Alcantara,12,2022-23,Liverpool,1.0
132,Thiago-Alcantara,14,2022-23,Liverpool,2.0
133,Thiago-Alcantara,15,2022-23,Liverpool,2.0
134,Thiago-Alcantara,16,2022-23,Liverpool,2.0
135,Thiago-Alcantara,17,2022-23,Liverpool,2.0
136,Thiago-Alcantara,18,2022-23,Liverpool,2.0
137,Thiago-Alcantara,19,2022-23,Liverpool,
138,Trent-Alexander-Arnold,3,2022-23,Liverpool,0.0
139,Trent-Alexander-Arnold,4,2022-23,Liverpool,17.0
140,Trent-Alexander-Arnold,5,2022-23,Liverpool,2.0
141,Trent-Alexander-Arnold,6,2022-23,Liverpool,1.0
142,Trent-Alexander-Arnold,9,2022-23,Liverpool,0.0
143,Trent-Alexander-Arnold,10,2022-23,Liverpool,0.0
144,Trent-Alexander-Arnold,11,2022-23,Liverpool,1.0
145,Trent-Alexander-Arnold,12,2022-23,Liverpool,8.0
146,Trent-Alexander-Arnold,13,2022-23,Liverpool,1.0
147,Trent-Alexander-Arnold,14,2022-23,Liverpool,2.0
148,Trent-Alexander-Arnold,15,2022-23,Liverpool,2.0
149,Trent-Alexander-Arnold,16,2022-23,Liverpool,2.0
150,Trent-Alexander-Arnold,17,2022-23,Liverpool,2.0
151,Trent-Alexander-Arnold,18,2022-23,Liverpool,8.0
152,Trent-Alexander-Arnold,19,2022-23,Liverpool,
153,Alisson,3,2022-23,Liverpool,1.0
154,Alisson,4,2022-23,Liverpool,6.0
155,Alisson,5,2022-23,Liverpool,2.0
156,Alisson,6,2022-23,Liverpool,8.0
157,Alisson,9,2022-23,Liverpool,2.0
158,Alisson,10,2022-23,Liverpool,2.0
159,Alisson,11,2022-23,Liverpool,14.0
160,Alisson,12,2022-23,Liverpool,15.0
161,Alisson,13,2022-23,Liverpool,4.0
162,Alisson,14,2022-23,Liverpool,2.0
163,Alisson,15,2022-23,Liverpool,3.0
164,Alisson,16,2022-23,Liverpool,3.0
165,Alisson,17,2022-23,Liverpool,3.0
166,Alisson,18,2022-23,Liverpool,2.0
167,Alisson,19,2022-23,Liverpool,
168,Dele-Alli,1,2022-23,Everton,1.0
169,Dele-Alli,2,2022-23,Everton,1.0
170,Dele-Alli,3,2022-23,Everton,0.0
171,Miguel-Almiron,4,2022-23,Newcastle Utd,
172,Miguel-Almiron,5,2022-23,Newcastle Utd,
173,Miguel-Almiron,6,2022-23,Newcastle Utd,
174,Miguel-Almiron,8,2022-23,Newcastle Utd,
175,Miguel-Almiron,9,2022-23,Newcastle Utd,
176,Miguel-Almiron,10,2022-23,Newcastle Utd,
177,Miguel-Almiron,11,2022-23,Newcastle Utd,
178,Miguel-Almiron,12,2022-23,Newcastle Utd,
179,Miguel-Almiron,13,2022-23,Newcastle Utd,
180,Miguel-Almiron,14,2022-23,Newcastle Utd,
181,Miguel-Almiron,15,2022-23,Newcastle Utd,
182,Miguel-Almiron,16,2022-23,Newcastle Utd,
183,Miguel-Almiron,17,2022-23,Newcastle Utd,
184,Miguel-Almiron,18,2022-23,Newcastle Utd,
185,Miguel-Almiron,19,2022-23,Newcastle Utd,
186,Julian-Alvarez,2,2022-23,Manchester City,1.0
187,Julian-Alvarez,3,2022-23,Manchester City,0.0
188,Julian-Alvarez,4,2022-23,Manchester City,1.0
189,Julian-Alvarez,5,2022-23,Manchester City,12.0
190,Julian-Alvarez,6,2022-23,Manchester City,0.0
191,Julian-Alvarez,8,2022-23,Manchester City,1.0
192,Julian-Alvarez,9,2022-23,Manchester City,1.0
193,Julian-Alvarez,10,2022-23,Manchester City,1.0
194,Julian-Alvarez,11,2022-23,Manchester City,1.0
195,Julian-Alvarez,13,2022-23,Manchester City,1.0
196,Julian-Alvarez,14,2022-23,Manchester City,2.0
197,Julian-Alvarez,15,2022-23,Manchester City,9.0
198,Julian-Alvarez,16,2022-23,Manchester City,1.0
199,Julian-Alvarez,18,2022-23,Manchester City,1.0
200,Julian-Alvarez,19,2022-23,Manchester City,
201,Daniel-Amartey,3,2022-23,Leicester City,1.0
202,Daniel-Amartey,4,2022-23,Leicester City,1.0
203,Daniel-Amartey,6,2022-23,Leicester City,1.0
204,Daniel-Amartey,8,2022-23,Leicester City,0.0
205,Daniel-Amartey,9,2022-23,Leicester City,0.0
206,Daniel-Amartey,10,2022-23,Leicester City,0.0
207,Daniel-Amartey,11,2022-23,Leicester City,6.0
208,Daniel-Amartey,12,2022-23,Leicester City,9.0
209,Daniel-Amartey,13,2022-23,Leicester City,6.0
210,Daniel-Amartey,14,2022-23,Leicester City,2.0
211,Daniel-Amartey,15,2022-23,Leicester City,6.0
212,Daniel-Amartey,16,2022-23,Leicester City,7.0
213,Daniel-Amartey,17,2022-23,Leicester City,1.0
214,Daniel-Amartey,18,2022-23,Leicester City,1.0
215,Daniel-Amartey,19,2022-23,Leicester City,
216,Joachim-Andersen,2,2022-23,Crystal Palace,1.0
217,Joachim-Andersen,3,2022-23,Crystal Palace,2.0
218,Joachim-Andersen,4,2022-23,Crystal Palace,6.0
219,Joachim-Andersen,5,2022-23,Crystal Palace,2.0
220,Joachim-Andersen,6,2022-23,Crystal Palace,7.0
221,Joachim-Andersen,10,2022-23,Crystal Palace,2.0
222,Joachim-Andersen,11,2022-23,Crystal Palace,5.0
223,Joachim-Andersen,12,2022-23,Crystal Palace,2.0
224,Joachim-Andersen,13,2022-23,Crystal Palace,1.0
225,Joachim-Andersen,14,2022-23,Crystal Palace,6.0
226,Joachim-Andersen,15,2022-23,Crystal Palace,2.0
227,Joachim-Andersen,16,2022-23,Crystal Palace,2.0
228,Joachim-Andersen,17,2022-23,Crystal Palace,1.0
229,Joachim-Andersen,18,2022-23,Crystal Palace,5.0
230,Joachim-Andersen,19,2022-23,Crystal Palace,
231,Elliot-Anderson,1,2022-23,Newcastle Utd,0.0
232,Elliot-Anderson,2,2022-23,Newcastle Utd,0.0
233,Elliot-Anderson,3,2022-23,Newcastle Utd,0.0
234,Elliot-Anderson,4,2022-23,Newcastle Utd,1.0
235,Elliot-Anderson,5,2022-23,Newcastle Utd,1.0
236,Elliot-Anderson,6,2022-23,Newcastle Utd,1.0
237,Elliot-Anderson,9,2022-23,Newcastle Utd,1.0
238,Elliot-Anderson,10,2022-23,Newcastle Utd,1.0
239,Elliot-Anderson,11,2022-23,Newcastle Utd,0.0
240,Elliot-Anderson,12,2022-23,Newcastle Utd,1.0
241,Elliot-Anderson,15,2022-23,Newcastle Utd,1.0
242,Elliot-Anderson,16,2022-23,Newcastle Utd,0.0
243,Elliot-Anderson,17,2022-23,Newcastle Utd,1.0
244,Elliot-Anderson,18,2022-23,Newcastle Utd,0.0
245,Elliot-Anderson,19,2022-23,Newcastle Utd,
246,Jaidon-Anthony,4,2022-23,Bournemouth,2.0
247,Jaidon-Anthony,5,2022-23,Bournemouth,1.0
248,Jaidon-Anthony,6,2022-23,Bournemouth,7.0
249,Jaidon-Anthony,8,2022-23,Bournemouth,1.0
250,Jaidon-Anthony,9,2022-23,Bournemouth,0.0
251,Jaidon-Anthony,10,2022-23,Bournemouth,1.0
252,Jaidon-Anthony,11,2022-23,Bournemouth,1.0
253,Jaidon-Anthony,12,2022-23,Bournemouth,0.0
254,Jaidon-Anthony,13,2022-23,Bournemouth,1.0
255,Jaidon-Anthony,14,2022-23,Bournemouth,1.0
256,Jaidon-Anthony,15,2022-23,Bournemouth,0.0
257,Jaidon-Anthony,16,2022-23,Bournemouth,6.0
258,Jaidon-Anthony,17,2022-23,Bournemouth,1.0
259,Jaidon-Anthony,18,2022-23,Bournemouth,1.0
260,Jaidon-Anthony,19,2022-23,Bournemouth,
261,Michail-Antonio,3,2022-23,West Ham,2.0
262,Michail-Antonio,4,2022-23,West Ham,1.0
263,Michail-Antonio,5,2022-23,West Ham,5.0
264,Michail-Antonio,6,2022-23,West Ham,5.0
265,Michail-Antonio,8,2022-23,West Ham,2.0
266,Michail-Antonio,9,2022-23,West Ham,1.0
267,Michail-Antonio,10,2022-23,West Ham,8.0
268,Michail-Antonio,11,2022-23,West Ham,1.0
269,Michail-Antonio,12,2022-23,West Ham,1.0
270,Michail-Antonio,13,2022-23,West Ham,1.0
271,Michail-Antonio,14,2022-23,West Ham,1.0
272,Michail-Antonio,15,2022-23,West Ham,1.0
273,Michail-Antonio,17,2022-23,West Ham,2.0
274,Michail-Antonio,18,2022-23,West Ham,1.0
275,Michail-Antonio,19,2022-23,West Ham,
276,Antony,6,2022-23,Manchester Utd,6.0
277,Antony,9,2022-23,Manchester Utd,7.0
278,Antony,10,2022-23,Manchester Utd,8.0
279,Antony,11,2022-23,Manchester Utd,3.0
280,Antony,12,2022-23,Manchester Utd,3.0
281,Antony,13,2022-23,Manchester Utd,1.0
282,Antony,17,2022-23,Manchester Utd,3.0
283,Antony,18,2022-23,Manchester Utd,3.0
284,Cameron-Archer,1,2022-23,Aston Villa,1.0
285,Cameron-Archer,2,2022-23,Aston Villa,0.0
286,Cameron-Archer,3,2022-23,Aston Villa,0.0
287,Cameron-Archer,4,2022-23,Aston Villa,1.0
288,Cameron-Archer,5,2022-23,Aston Villa,0.0
289,Cameron-Archer,6,2022-23,Aston Villa,0.0
290,Cameron-Archer,9,2022-23,Aston Villa,0.0
291,Cameron-Archer,10,2022-23,Aston Villa,1.0
292,Cameron-Archer,12,2022-23,Aston Villa,1.0
293,Cameron-Archer,13,2022-23,Aston Villa,1.0
294,Cameron-Archer,14,2022-23,Aston Villa,0.0
295,Cameron-Archer,16,2022-23,Aston Villa,1.0
296,Cameron-Archer,17,2022-23,Aston Villa,0.0
297,Cameron-Archer,18,2022-23,Aston Villa,0.0
298,Alphonse-Areola,4,2022-23,West Ham,0.0
299,Alphonse-Areola,5,2022-23,West Ham,0.0
300,Alphonse-Areola,6,2022-23,West Ham,0.0
301,Alphonse-Areola,8,2022-23,West Ham,0.0
302,Alphonse-Areola,9,2022-23,West Ham,0.0
303,Alphonse-Areola,10,2022-23,West Ham,0.0
304,Alphonse-Areola,11,2022-23,West Ham,0.0
305,Alphonse-Areola,12,2022-23,West Ham,0.0
306,Alphonse-Areola,13,2022-23,West Ham,0.0
307,Alphonse-Areola,14,2022-23,West Ham,1.0
308,Alphonse-Areola,15,2022-23,West Ham,0.0
309,Alphonse-Areola,16,2022-23,West Ham,0.0
310,Alphonse-Areola,17,2022-23,West Ham,0.0
311,Alphonse-Areola,18,2022-23,West Ham,0.0
312,Alphonse-Areola,19,2022-23,West Ham,
313,Joe-Aribo,4,2022-23,Southampton,2.0
314,Joe-Aribo,5,2022-23,Southampton,1.0
315,Joe-Aribo,6,2022-23,Southampton,2.0
316,Joe-Aribo,8,2022-23,Southampton,1.0
317,Joe-Aribo,9,2022-23,Southampton,9.0
318,Joe-Aribo,10,2022-23,Southampton,2.0
319,Joe-Aribo,11,2022-23,Southampton,2.0
320,Joe-Aribo,12,2022-23,Southampton,3.0
321,Joe-Aribo,13,2022-23,Southampton,2.0
322,Joe-Aribo,14,2022-23,Southampton,2.0
323,Joe-Aribo,15,2022-23,Southampton,1.0
324,Joe-Aribo,16,2022-23,Southampton,1.0
325,Joe-Aribo,17,2022-23,Southampton,0.0
326,Joe-Aribo,18,2022-23,Southampton,2.0
327,Joe-Aribo,19,2022-23,Southampton,
328,Adam-Armstrong,4,2022-23,Southampton,2.0
329,Adam-Armstrong,5,2022-23,Southampton,9.0
330,Adam-Armstrong,6,2022-23,Southampton,2.0
331,Adam-Armstrong,8,2022-23,Southampton,2.0
332,Adam-Armstrong,9,2022-23,Southampton,1.0
333,Adam-Armstrong,10,2022-23,Southampton,2.0
334,Adam-Armstrong,11,2022-23,Southampton,2.0
335,Adam-Armstrong,12,2022-23,Southampton,2.0
336,Adam-Armstrong,13,2022-23,Southampton,2.0
337,Adam-Armstrong,14,2022-23,Southampton,0.0
338,Adam-Armstrong,15,2022-23,Southampton,1.0
339,Adam-Armstrong,16,2022-23,Southampton,1.0
340,Adam-Armstrong,17,2022-23,Southampton,1.0
341,Adam-Armstrong,18,2022-23,Southampton,1.0
342,Adam-Armstrong,19,2022-23,Southampton,
343,Stuart-Armstrong,4,2022-23,Southampton,1.0
344,Stuart-Armstrong,5,2022-23,Southampton,0.0
345,Stuart-Armstrong,6,2022-23,Southampton,1.0
346,Stuart-Armstrong,8,2022-23,Southampton,1.0
347,Stuart-Armstrong,9,2022-23,Southampton,1.0
348,Stuart-Armstrong,10,2022-23,Southampton,2.0
349,Stuart-Armstrong,11,2022-23,Southampton,1.0
350,Stuart-Armstrong,12,2022-23,Southampton,0.0
351,Stuart-Armstrong,13,2022-23,Southampton,9.0
352,Stuart-Armstrong,14,2022-23,Southampton,2.0
353,Stuart-Armstrong,15,2022-23,Southampton,2.0
354,Stuart-Armstrong,16,2022-23,Southampton,1.0
355,Stuart-Armstrong,17,2022-23,Southampton,1.0
356,Stuart-Armstrong,18,2022-23,Southampton,1.0
357,Stuart-Armstrong,19,2022-23,Southampton,
358,Kepa-Arrizabalaga,2,2022-23,Chelsea,0.0
359,Kepa-Arrizabalaga,3,2022-23,Chelsea,0.0
360,Kepa-Arrizabalaga,4,2022-23,Chelsea,0.0
361,Kepa-Arrizabalaga,5,2022-23,Chelsea,0.0
362,Kepa-Arrizabalaga,6,2022-23,Chelsea,0.0
363,Kepa-Arrizabalaga,9,2022-23,Chelsea,2.0
364,Kepa-Arrizabalaga,10,2022-23,Chelsea,6.0
365,Kepa-Arrizabalaga,11,2022-23,Chelsea,10.0
366,Kepa-Arrizabalaga,12,2022-23,Chelsea,8.0
367,Kepa-Arrizabalaga,13,2022-23,Chelsea,3.0
368,Kepa-Arrizabalaga,14,2022-23,Chelsea,0.0
369,Kepa-Arrizabalaga,17,2022-23,Chelsea,9.0
370,Kepa-Arrizabalaga,18,2022-23,Chelsea,3.0
371,Kepa-Arrizabalaga,19,2022-23,Chelsea,
372,Kepa-Arrizabalaga,7,2022-23,Chelsea,
373,Pierre-Emerick-Aubameyang,9,2022-23,Chelsea,9.0
374,Pierre-Emerick-Aubameyang,10,2022-23,Chelsea,0.0
375,Pierre-Emerick-Aubameyang,11,2022-23,Chelsea,1.0
376,Pierre-Emerick-Aubameyang,12,2022-23,Chelsea,1.0
377,Pierre-Emerick-Aubameyang,13,2022-23,Chelsea,2.0
378,Pierre-Emerick-Aubameyang,14,2022-23,Chelsea,1.0
379,Pierre-Emerick-Aubameyang,15,2022-23,Chelsea,1.0
380,Pierre-Emerick-Aubameyang,16,2022-23,Chelsea,0.0
381,Pierre-Emerick-Aubameyang,17,2022-23,Chelsea,1.0
382,Pierre-Emerick-Aubameyang,18,2022-23,Chelsea,1.0
383,Pierre-Emerick-Aubameyang,19,2022-23,Chelsea,
384,Pierre-Emerick-Aubameyang,7,2022-23,Chelsea,
385,Ludwig-Augustinsson,1,2022-23,Aston Villa,0.0
386,Ludwig-Augustinsson,2,2022-23,Aston Villa,0.0
387,Ludwig-Augustinsson,3,2022-23,Aston Villa,0.0
388,Ludwig-Augustinsson,4,2022-23,Aston Villa,0.0
389,Ludwig-Augustinsson,5,2022-23,Aston Villa,0.0
390,Ludwig-Augustinsson,6,2022-23,Aston Villa,0.0
391,Ludwig-Augustinsson,8,2022-23,Aston Villa,0.0
392,Ludwig-Augustinsson,9,2022-23,Aston Villa,0.0
393,Ludwig-Augustinsson,15,2022-23,Aston Villa,0.0
394,Ludwig-Augustinsson,16,2022-23,Aston Villa,1.0
395,Ludwig-Augustinsson,18,2022-23,Aston Villa,0.0
396,Ludwig-Augustinsson,19,2022-23,Aston Villa,
397,Serge-Aurier,9,2022-23,Nott'ham Forest,1.0
398,Serge-Aurier,10,2022-23,Nott'ham Forest,0.0
399,Serge-Aurier,12,2022-23,Nott'ham Forest,6.0
400,Serge-Aurier,13,2022-23,Nott'ham Forest,7.0
401,Serge-Aurier,14,2022-23,Nott'ham Forest,0.0
402,Serge-Aurier,15,2022-23,Nott'ham Forest,1.0
403,Serge-Aurier,16,2022-23,Nott'ham Forest,7.0
404,Serge-Aurier,17,2022-23,Nott'ham Forest,1.0
405,Serge-Aurier,18,2022-23,Nott'ham Forest,10.0
406,Serge-Aurier,19,2022-23,Nott'ham Forest,
407,Taiwo-Awoniyi,4,2022-23,Nott'ham Forest,1.0
408,Taiwo-Awoniyi,5,2022-23,Nott'ham Forest,1.0
409,Taiwo-Awoniyi,6,2022-23,Nott'ham Forest,1.0
410,Taiwo-Awoniyi,8,2022-23,Nott'ham Forest,7.0
411,Taiwo-Awoniyi,9,2022-23,Nott'ham Forest,2.0
412,Taiwo-Awoniyi,10,2022-23,Nott'ham Forest,0.0
413,Taiwo-Awoniyi,11,2022-23,Nott'ham Forest,1.0
414,Taiwo-Awoniyi,12,2022-23,Nott'ham Forest,1.0
415,Taiwo-Awoniyi,13,2022-23,Nott'ham Forest,9.0
416,Taiwo-Awoniyi,14,2022-23,Nott'ham Forest,2.0
417,Taiwo-Awoniyi,15,2022-23,Nott'ham Forest,1.0
418,Taiwo-Awoniyi,16,2022-23,Nott'ham Forest,0.0
419,Taiwo-Awoniyi,17,2022-23,Nott'ham Forest,2.0
420,Taiwo-Awoniyi,18,2022-23,Nott'ham Forest,2.0
421,Taiwo-Awoniyi,19,2022-23,Nott'ham Forest,
422,Jordan-Ayew,3,2022-23,Crystal Palace,2.0
423,Jordan-Ayew,4,2022-23,Crystal Palace,2.0
424,Jordan-Ayew,5,2022-23,Crystal Palace,1.0
425,Jordan-Ayew,6,2022-23,Crystal Palace,3.0
426,Jordan-Ayew,9,2022-23,Crystal Palace,5.0
427,Jordan-Ayew,10,2022-23,Crystal Palace,2.0
428,Jordan-Ayew,11,2022-23,Crystal Palace,3.0
429,Jordan-Ayew,12,2022-23,Crystal Palace,1.0
430,Jordan-Ayew,13,2022-23,Crystal Palace,2.0
431,Jordan-Ayew,14,2022-23,Crystal Palace,1.0
432,Jordan-Ayew,15,2022-23,Crystal Palace,1.0
433,Jordan-Ayew,16,2022-23,Crystal Palace,1.0
434,Jordan-Ayew,17,2022-23,Crystal Palace,2.0
435,Jordan-Ayew,18,2022-23,Crystal Palace,10.0
436,Jordan-Ayew,19,2022-23,Crystal Palace,
437,Luke-Ayling,6,2022-23,Leeds United,3.0
438,Luke-Ayling,9,2022-23,Leeds United,1.0
439,Luke-Ayling,10,2022-23,Leeds United,1.0
440,Luke-Ayling,11,2022-23,Leeds United,0.0
441,Luke-Ayling,12,2022-23,Leeds United,0.0
442,Luke-Ayling,13,2022-23,Leeds United,1.0
443,Luke-Ayling,14,2022-23,Leeds United,1.0
444,Luke-Ayling,15,2022-23,Leeds United,1.0
445,Luke-Ayling,16,2022-23,Leeds United,0.0
446,Luke-Ayling,17,2022-23,Leeds United,1.0
447,Luke-Ayling,18,2022-23,Leeds United,5.0
448,Luke-Ayling,19,2022-23,Leeds United,
449,Luke-Ayling,20,2022-23,Leeds United,
450,Cesar-Azpilicueta,4,2022-23,Chelsea,1.0
451,Cesar-Azpilicueta,5,2022-23,Chelsea,1.0
452,Cesar-Azpilicueta,6,2022-23,Chelsea,0.0
453,Cesar-Azpilicueta,9,2022-23,Chelsea,0.0
454,Cesar-Azpilicueta,10,2022-23,Chelsea,5.0
455,Cesar-Azpilicueta,11,2022-23,Chelsea,1.0
456,Cesar-Azpilicueta,12,2022-23,Chelsea,9.0
457,Cesar-Azpilicueta,13,2022-23,Chelsea,2.0
458,Cesar-Azpilicueta,14,2022-23,Chelsea,0.0
459,Cesar-Azpilicueta,15,2022-23,Chelsea,1.0
460,Cesar-Azpilicueta,16,2022-23,Chelsea,1.0
461,Cesar-Azpilicueta,17,2022-23,Chelsea,1.0
462,Cesar-Azpilicueta,18,2022-23,Chelsea,1.0
463,Cesar-Azpilicueta,19,2022-23,Chelsea,
464,Cesar-Azpilicueta,7,2022-23,Chelsea,
465,Leon-Bailey,4,2022-23,Aston Villa,1.0
466,Leon-Bailey,5,2022-23,Aston Villa,2.0
467,Leon-Bailey,6,2022-23,Aston Villa,8.0
468,Leon-Bailey,8,2022-23,Aston Villa,3.0
469,Leon-Bailey,9,2022-23,Aston Villa,2.0
470,Leon-Bailey,11,2022-23,Aston Villa,2.0
471,Leon-Bailey,12,2022-23,Aston Villa,0.0
472,Leon-Bailey,13,2022-23,Aston Villa,13.0
