,Name,GW,Season,Squad,Total Points
2771,Ben-Johnson,17,2022-23,West Ham,0.0
2772,Ben-Johnson,18,2022-23,West Ham,0.0
2773,Ben-Johnson,19,2022-23,West Ham,
2774,Brennan-Johnson,4,2022-23,Nott'ham Forest,1.0
2775,Brennan-Johnson,5,2022-23,Nott'ham Forest,1.0
2776,Brennan-Johnson,6,2022-23,Nott'ham Forest,7.0
2777,Brennan-Johnson,8,2022-23,Nott'ham Forest,2.0
2778,Brennan-Johnson,9,2022-23,Nott'ham Forest,2.0
2779,Brennan-Johnson,10,2022-23,Nott'ham Forest,2.0
2780,Brennan-Johnson,11,2022-23,Nott'ham Forest,0.0
2781,Brennan-Johnson,12,2022-23,Nott'ham Forest,2.0
2782,Brennan-Johnson,13,2022-23,Nott'ham Forest,1.0
2783,Brennan-Johnson,14,2022-23,Nott'ham Forest,1.0
2784,Brennan-Johnson,15,2022-23,Nott'ham Forest,2.0
2785,Brennan-Johnson,16,2022-23,Nott'ham Forest,5.0
2786,Brennan-Johnson,17,2022-23,Nott'ham Forest,2.0
2787,Brennan-Johnson,18,2022-23,Nott'ham Forest,2.0
2788,Brennan-Johnson,19,2022-23,Nott'ham Forest,
2789,Curtis-Jones,5,2022-23,Liverpool,0.0
2790,Curtis-Jones,11,2022-23,Liverpool,0.0
2791,Curtis-Jones,12,2022-23,Liverpool,1.0
2792,Curtis-Jones,13,2022-23,Liverpool,2.0
2793,Curtis-Jones,14,2022-23,Liverpool,1.0
2794,Curtis-Jones,15,2022-23,Liverpool,1.0
2795,Curtis-Jones,19,2022-23,Liverpool,
2796,Jorginho,4,2022-23,Chelsea,
2797,Jorginho,5,2022-23,Chelsea,
2798,Jorginho,6,2022-23,Chelsea,
2799,Jorginho,9,2022-23,Chelsea,
2800,Jorginho,10,2022-23,Chelsea,
2801,Jorginho,11,2022-23,Chelsea,
2802,Jorginho,12,2022-23,Chelsea,
2803,Jorginho,13,2022-23,Chelsea,
2804,Jorginho,14,2022-23,Chelsea,
2805,Jorginho,15,2022-23,Chelsea,
2806,Jorginho,16,2022-23,Chelsea,
2807,Jorginho,17,2022-23,Chelsea,
2808,Jorginho,18,2022-23,Chelsea,
2809,Jorginho,19,2022-23,Chelsea,
2810,Jorginho,7,2022-23,Chelsea,
2811,Diogo-Jota,6,2022-23,Liverpool,
2812,Diogo-Jota,9,2022-23,Liverpool,
2813,Diogo-Jota,10,2022-23,Liverpool,
2814,Diogo-Jota,11,2022-23,Liverpool,
2815,James-Justin,1,2022-23,Leicester City,1.0
2816,James-Justin,2,2022-23,Leicester City,3.0
2817,James-Justin,3,2022-23,Leicester City,1.0
2818,James-Justin,4,2022-23,Leicester City,1.0
2819,James-Justin,5,2022-23,Leicester City,2.0
2820,James-Justin,6,2022-23,Leicester City,0.0
2821,James-Justin,8,2022-23,Leicester City,2.0
2822,James-Justin,9,2022-23,Leicester City,6.0
2823,James-Justin,10,2022-23,Leicester City,1.0
2824,James-Justin,11,2022-23,Leicester City,6.0
2825,James-Justin,12,2022-23,Leicester City,7.0
2826,James-Justin,13,2022-23,Leicester City,6.0
2827,James-Justin,14,2022-23,Leicester City,2.0
2828,James-Justin,15,2022-23,Leicester City,7.0
2829,Mathias-Jorgensen,4,2022-23,Brentford,2.0
2830,Mathias-Jorgensen,5,2022-23,Brentford,2.0
2831,Mathias-Jorgensen,6,2022-23,Brentford,1.0
2832,Mathias-Jorgensen,8,2022-23,Brentford,0.0
2833,Mathias-Jorgensen,9,2022-23,Brentford,1.0
2834,Mathias-Jorgensen,10,2022-23,Brentford,0.0
2835,Mathias-Jorgensen,11,2022-23,Brentford,0.0
2836,Mathias-Jorgensen,12,2022-23,Brentford,6.0
2837,Mathias-Jorgensen,13,2022-23,Brentford,0.0
2838,Mathias-Jorgensen,14,2022-23,Brentford,0.0
2839,Mathias-Jorgensen,15,2022-23,Brentford,-1.0
2840,Mathias-Jorgensen,16,2022-23,Brentford,2.0
2841,Mathias-Jorgensen,17,2022-23,Brentford,1.0
2842,Mathias-Jorgensen,18,2022-23,Brentford,6.0
2843,Mathias-Jorgensen,19,2022-23,Brentford,
2844,Sasa-Kalajdzic,6,2022-23,Wolves,1.0
2845,Boubacar-Kamara,1,2022-23,Aston Villa,2.0
2846,Boubacar-Kamara,2,2022-23,Aston Villa,2.0
2847,Boubacar-Kamara,3,2022-23,Aston Villa,2.0
2848,Boubacar-Kamara,4,2022-23,Aston Villa,1.0
2849,Boubacar-Kamara,5,2022-23,Aston Villa,2.0
2850,Boubacar-Kamara,6,2022-23,Aston Villa,2.0
2851,Boubacar-Kamara,8,2022-23,Aston Villa,1.0
2852,Boubacar-Kamara,15,2022-23,Aston Villa,1.0
2853,Boubacar-Kamara,16,2022-23,Aston Villa,1.0
2854,Boubacar-Kamara,17,2022-23,Aston Villa,2.0
2855,Boubacar-Kamara,18,2022-23,Aston Villa,3.0
2856,Boubacar-Kamara,19,2022-23,Aston Villa,
2857,Boubacar-Kamara,20,2022-23,Aston Villa,
2858,Harry-Kane,4,2022-23,Tottenham,10.0
2859,Harry-Kane,5,2022-23,Tottenham,5.0
2860,Harry-Kane,6,2022-23,Tottenham,9.0
2861,Harry-Kane,8,2022-23,Tottenham,10.0
2862,Harry-Kane,9,2022-23,Tottenham,6.0
2863,Harry-Kane,10,2022-23,Tottenham,7.0
2864,Harry-Kane,11,2022-23,Tottenham,9.0
2865,Harry-Kane,12,2022-23,Tottenham,2.0
2866,Harry-Kane,13,2022-23,Tottenham,8.0
2867,Harry-Kane,14,2022-23,Tottenham,1.0
2868,Harry-Kane,15,2022-23,Tottenham,8.0
2869,Harry-Kane,16,2022-23,Tottenham,11.0
2870,Harry-Kane,17,2022-23,Tottenham,7.0
2871,Harry-Kane,18,2022-23,Tottenham,2.0
2872,Harry-Kane,19,2022-23,Tottenham,
2873,N'Golo-Kante,1,2022-23,Chelsea,3.0
2874,N'Golo-Kante,2,2022-23,Chelsea,2.0
2875,Michael-Keane,1,2022-23,Everton,0.0
2876,Michael-Keane,2,2022-23,Everton,0.0
2877,Michael-Keane,3,2022-23,Everton,0.0
2878,Michael-Keane,4,2022-23,Everton,1.0
2879,Michael-Keane,5,2022-23,Everton,0.0
2880,Michael-Keane,6,2022-23,Everton,0.0
2881,Michael-Keane,8,2022-23,Everton,0.0
2882,Michael-Keane,9,2022-23,Everton,0.0
2883,Michael-Keane,10,2022-23,Everton,0.0
2884,Michael-Keane,11,2022-23,Everton,0.0
2885,Michael-Keane,12,2022-23,Everton,0.0
2886,Michael-Keane,13,2022-23,Everton,0.0
2887,Michael-Keane,14,2022-23,Everton,0.0
2888,Michael-Keane,15,2022-23,Everton,0.0
2889,Michael-Keane,16,2022-23,Everton,0.0
2890,Neeskens-Kebano,1,2022-23,Fulham,2.0
2891,Neeskens-Kebano,2,2022-23,Fulham,3.0
2892,Neeskens-Kebano,4,2022-23,Fulham,2.0
2893,Neeskens-Kebano,5,2022-23,Fulham,5.0
2894,Neeskens-Kebano,6,2022-23,Fulham,1.0
2895,Neeskens-Kebano,8,2022-23,Fulham,1.0
2896,Neeskens-Kebano,9,2022-23,Fulham,4.0
2897,Neeskens-Kebano,10,2022-23,Fulham,5.0
2898,Neeskens-Kebano,11,2022-23,Fulham,2.0
2899,Neeskens-Kebano,12,2022-23,Fulham,6.0
2900,Neeskens-Kebano,13,2022-23,Fulham,1.0
2901,Neeskens-Kebano,14,2022-23,Fulham,3.0
2902,Thilo-Kehrer,4,2022-23,West Ham,6.0
2903,Thilo-Kehrer,5,2022-23,West Ham,0.0
2904,Thilo-Kehrer,6,2022-23,West Ham,0.0
2905,Thilo-Kehrer,8,2022-23,West Ham,2.0
2906,Thilo-Kehrer,9,2022-23,West Ham,10.0
2907,Thilo-Kehrer,10,2022-23,West Ham,1.0
2908,Thilo-Kehrer,11,2022-23,West Ham,3.0
2909,Thilo-Kehrer,12,2022-23,West Ham,2.0
2910,Thilo-Kehrer,13,2022-23,West Ham,6.0
2911,Thilo-Kehrer,14,2022-23,West Ham,1.0
2912,Thilo-Kehrer,15,2022-23,West Ham,1.0
2913,Thilo-Kehrer,16,2022-23,West Ham,1.0
2914,Thilo-Kehrer,17,2022-23,West Ham,1.0
2915,Thilo-Kehrer,18,2022-23,West Ham,0.0
2916,Thilo-Kehrer,19,2022-23,West Ham,
2917,Naby-Keita,2,2022-23,Liverpool,0.0
2918,Naby-Keita,17,2022-23,Liverpool,1.0
2919,Naby-Keita,18,2022-23,Liverpool,1.0
2920,Naby-Keita,19,2022-23,Liverpool,
2921,Lloyd-Kelly,1,2022-23,Bournemouth,12.0
2922,Lloyd-Kelly,2,2022-23,Bournemouth,0.0
2923,Lloyd-Kelly,3,2022-23,Bournemouth,1.0
2924,Lloyd-Kelly,5,2022-23,Bournemouth,6.0
2925,Lloyd-Kelly,6,2022-23,Bournemouth,4.0
2926,Lloyd-Kelly,17,2022-23,Bournemouth,1.0
2927,Lloyd-Kelly,18,2022-23,Bournemouth,0.0
2928,Lloyd-Kelly,19,2022-23,Bournemouth,
2929,Max-Kilman,4,2022-23,Wolves,2.0
2930,Max-Kilman,5,2022-23,Wolves,9.0
2931,Max-Kilman,6,2022-23,Wolves,6.0
2932,Max-Kilman,8,2022-23,Wolves,1.0
2933,Max-Kilman,9,2022-23,Wolves,1.0
2934,Max-Kilman,10,2022-23,Wolves,1.0
2935,Max-Kilman,11,2022-23,Wolves,6.0
2936,Max-Kilman,12,2022-23,Wolves,1.0
2937,Max-Kilman,13,2022-23,Wolves,0.0
2938,Max-Kilman,14,2022-23,Wolves,2.0
2939,Max-Kilman,15,2022-23,Wolves,1.0
2940,Max-Kilman,16,2022-23,Wolves,1.0
2941,Max-Kilman,17,2022-23,Wolves,1.0
2942,Max-Kilman,18,2022-23,Wolves,2.0
2943,Max-Kilman,19,2022-23,Wolves,
2944,Mateusz-Klich,2,2022-23,Leeds United,1.0
2945,Mateusz-Klich,3,2022-23,Leeds United,1.0
2946,Mateusz-Klich,4,2022-23,Leeds United,1.0
2947,Mateusz-Klich,5,2022-23,Leeds United,1.0
2948,Mateusz-Klich,6,2022-23,Leeds United,0.0
2949,Mateusz-Klich,9,2022-23,Leeds United,1.0
2950,Mateusz-Klich,10,2022-23,Leeds United,1.0
2951,Mateusz-Klich,11,2022-23,Leeds United,1.0
2952,Mateusz-Klich,12,2022-23,Leeds United,1.0
2953,Mateusz-Klich,13,2022-23,Leeds United,1.0
2954,Mateusz-Klich,14,2022-23,Leeds United,0.0
2955,Mateusz-Klich,15,2022-23,Leeds United,0.0
2956,Mateusz-Klich,17,2022-23,Leeds United,0.0
2957,Mateusz-Klich,18,2022-23,Leeds United,1.0
2958,Mateusz-Klich,19,2022-23,Leeds United,
2959,Robin-Koch,4,2022-23,Leeds United,2.0
2960,Robin-Koch,5,2022-23,Leeds United,2.0
2961,Robin-Koch,6,2022-23,Leeds United,0.0
2962,Robin-Koch,9,2022-23,Leeds United,5.0
2963,Robin-Koch,10,2022-23,Leeds United,0.0
2964,Robin-Koch,11,2022-23,Leeds United,2.0
2965,Robin-Koch,12,2022-23,Leeds United,-3.0
2966,Robin-Koch,13,2022-23,Leeds United,1.0
2967,Robin-Koch,14,2022-23,Leeds United,2.0
2968,Robin-Koch,15,2022-23,Leeds United,1.0
2969,Robin-Koch,16,2022-23,Leeds United,0.0
2970,Robin-Koch,17,2022-23,Leeds United,1.0
2971,Robin-Koch,18,2022-23,Leeds United,6.0
2972,Robin-Koch,19,2022-23,Leeds United,
2973,Robin-Koch,20,2022-23,Leeds United,
2974,Ibrahima-Konate,10,2022-23,Liverpool,1.0
2975,Ibrahima-Konate,14,2022-23,Liverpool,0.0
2976,Ibrahima-Konate,15,2022-23,Liverpool,2.0
2977,Ibrahima-Konate,18,2022-23,Liverpool,0.0
2978,Ibrahima-Konate,19,2022-23,Liverpool,
2979,Ezri-Konsa,5,2022-23,Aston Villa,
2980,Ezri-Konsa,6,2022-23,Aston Villa,
2981,Ezri-Konsa,8,2022-23,Aston Villa,
2982,Ezri-Konsa,9,2022-23,Aston Villa,
2983,Ezri-Konsa,10,2022-23,Aston Villa,
2984,Ezri-Konsa,11,2022-23,Aston Villa,
2985,Ezri-Konsa,12,2022-23,Aston Villa,
2986,Ezri-Konsa,13,2022-23,Aston Villa,
2987,Ezri-Konsa,14,2022-23,Aston Villa,
2988,Ezri-Konsa,15,2022-23,Aston Villa,
2989,Ezri-Konsa,16,2022-23,Aston Villa,
2990,Ezri-Konsa,17,2022-23,Aston Villa,
2991,Ezri-Konsa,18,2022-23,Aston Villa,
2992,Ezri-Konsa,19,2022-23,Aston Villa,
2993,Ezri-Konsa,20,2022-23,Aston Villa,
2994,Kalidou-Koulibaly,1,2022-23,Chelsea,6.0
2995,Kalidou-Koulibaly,2,2022-23,Chelsea,7.0
2996,Kalidou-Koulibaly,3,2022-23,Chelsea,-2.0
2997,Kalidou-Koulibaly,5,2022-23,Chelsea,1.0
2998,Kalidou-Koulibaly,6,2022-23,Chelsea,2.0
2999,Kalidou-Koulibaly,9,2022-23,Chelsea,0.0
3000,Kalidou-Koulibaly,10,2022-23,Chelsea,8.0
3001,Kalidou-Koulibaly,11,2022-23,Chelsea,0.0
3002,Kalidou-Koulibaly,12,2022-23,Chelsea,6.0
3003,Kalidou-Koulibaly,15,2022-23,Chelsea,0.0
3004,Kalidou-Koulibaly,16,2022-23,Chelsea,1.0
3005,Kalidou-Koulibaly,17,2022-23,Chelsea,6.0
3006,Kalidou-Koulibaly,18,2022-23,Chelsea,2.0
3007,Kalidou-Koulibaly,19,2022-23,Chelsea,
3008,Kalidou-Koulibaly,7,2022-23,Chelsea,
3009,Cheikhou-Kouyate,3,2022-23,Nott'ham Forest,1.0
3010,Cheikhou-Kouyate,4,2022-23,Nott'ham Forest,0.0
3011,Cheikhou-Kouyate,5,2022-23,Nott'ham Forest,2.0
3012,Cheikhou-Kouyate,6,2022-23,Nott'ham Forest,9.0
3013,Cheikhou-Kouyate,8,2022-23,Nott'ham Forest,0.0
3014,Cheikhou-Kouyate,9,2022-23,Nott'ham Forest,0.0
3015,Cheikhou-Kouyate,10,2022-23,Nott'ham Forest,2.0
3016,Cheikhou-Kouyate,11,2022-23,Nott'ham Forest,2.0
3017,Cheikhou-Kouyate,12,2022-23,Nott'ham Forest,1.0
3018,Cheikhou-Kouyate,13,2022-23,Nott'ham Forest,3.0
3019,Cheikhou-Kouyate,14,2022-23,Nott'ham Forest,2.0
3020,Cheikhou-Kouyate,15,2022-23,Nott'ham Forest,2.0
3021,Cheikhou-Kouyate,16,2022-23,Nott'ham Forest,3.0
3022,Mateo-Kovacic,1,2022-23,Chelsea,0.0
3023,Mateo-Kovacic,4,2022-23,Chelsea,1.0
3024,Mateo-Kovacic,5,2022-23,Chelsea,1.0
3025,Mateo-Kovacic,6,2022-23,Chelsea,2.0
3026,Mateo-Kovacic,9,2022-23,Chelsea,1.0
3027,Mateo-Kovacic,10,2022-23,Chelsea,4.0
3028,Mateo-Kovacic,11,2022-23,Chelsea,3.0
3029,Mateo-Kovacic,12,2022-23,Chelsea,3.0
3030,Mateo-Kovacic,13,2022-23,Chelsea,1.0
3031,Mateo-Kovacic,14,2022-23,Chelsea,1.0
3032,Mateo-Kovacic,15,2022-23,Chelsea,1.0
3033,Mateo-Kovacic,16,2022-23,Chelsea,2.0
3034,Mateo-Kovacic,18,2022-23,Chelsea,1.0
3035,Mateo-Kovacic,19,2022-23,Chelsea,
3036,Mateo-Kovacic,7,2022-23,Chelsea,
3037,Emil-Krafth,3,2022-23,Newcastle Utd,1.0
3038,Dejan-Kulusevski,1,2022-23,Tottenham,13.0
3039,Dejan-Kulusevski,2,2022-23,Tottenham,2.0
3040,Dejan-Kulusevski,3,2022-23,Tottenham,3.0
3041,Dejan-Kulusevski,4,2022-23,Tottenham,6.0
3042,Dejan-Kulusevski,5,2022-23,Tottenham,2.0
3043,Dejan-Kulusevski,6,2022-23,Tottenham,1.0
3044,Dejan-Kulusevski,8,2022-23,Tottenham,5.0
3045,Dejan-Kulusevski,15,2022-23,Tottenham,4.0
3046,Dejan-Kulusevski,16,2022-23,Tottenham,5.0
3047,Dejan-Kulusevski,17,2022-23,Tottenham,2.0
3048,Layvin-Kurzawa,9,2022-23,Fulham,0.0
3049,Layvin-Kurzawa,15,2022-23,Fulham,0.0
3050,Layvin-Kurzawa,19,2022-23,Fulham,
3051,Layvin-Kurzawa,7,2022-23,Fulham,
3052,Adam-Lallana,1,2022-23,Brighton,2.0
3053,Adam-Lallana,2,2022-23,Brighton,3.0
3054,Adam-Lallana,3,2022-23,Brighton,3.0
3055,Adam-Lallana,9,2022-23,Brighton,1.0
3056,Adam-Lallana,10,2022-23,Brighton,1.0
3057,Adam-Lallana,11,2022-23,Brighton,1.0
3058,Adam-Lallana,12,2022-23,Brighton,3.0
3059,Adam-Lallana,13,2022-23,Brighton,1.0
3060,Adam-Lallana,14,2022-23,Brighton,2.0
3061,Adam-Lallana,15,2022-23,Brighton,13.0
3062,Adam-Lallana,16,2022-23,Brighton,1.0
3063,Adam-Lallana,17,2022-23,Brighton,9.0
3064,Adam-Lallana,18,2022-23,Brighton,2.0
3065,Adam-Lallana,19,2022-23,Brighton,
3066,Tariq-Lamptey,3,2022-23,Brighton,0.0
3067,Tariq-Lamptey,4,2022-23,Brighton,1.0
3068,Tariq-Lamptey,5,2022-23,Brighton,1.0
3069,Tariq-Lamptey,6,2022-23,Brighton,1.0
3070,Tariq-Lamptey,9,2022-23,Brighton,1.0
3071,Tariq-Lamptey,10,2022-23,Brighton,1.0
3072,Tariq-Lamptey,11,2022-23,Brighton,0.0
3073,Tariq-Lamptey,12,2022-23,Brighton,0.0
3074,Tariq-Lamptey,13,2022-23,Brighton,1.0
3075,Tariq-Lamptey,14,2022-23,Brighton,1.0
3076,Tariq-Lamptey,15,2022-23,Brighton,0.0
3077,Tariq-Lamptey,16,2022-23,Brighton,1.0
3078,Tariq-Lamptey,17,2022-23,Brighton,1.0
3079,Tariq-Lamptey,18,2022-23,Brighton,0.0
3080,Tariq-Lamptey,19,2022-23,Brighton,
3081,Manuel-Lanzini,4,2022-23,West Ham,0.0
3082,Manuel-Lanzini,5,2022-23,West Ham,0.0
3083,Manuel-Lanzini,6,2022-23,West Ham,0.0
3084,Manuel-Lanzini,8,2022-23,West Ham,0.0
3085,Manuel-Lanzini,9,2022-23,West Ham,0.0
3086,Manuel-Lanzini,10,2022-23,West Ham,0.0
3087,Manuel-Lanzini,11,2022-23,West Ham,1.0
3088,Manuel-Lanzini,12,2022-23,West Ham,0.0
3089,Manuel-Lanzini,13,2022-23,West Ham,0.0
3090,Manuel-Lanzini,14,2022-23,West Ham,0.0
3091,Manuel-Lanzini,15,2022-23,West Ham,1.0
3092,Manuel-Lanzini,16,2022-23,West Ham,0.0
3093,Manuel-Lanzini,17,2022-23,West Ham,0.0
3094,Manuel-Lanzini,18,2022-23,West Ham,0.0
3095,Manuel-Lanzini,19,2022-23,West Ham,
3096,Aymeric-Laporte,9,2022-23,Manchester City,0.0
3097,Aymeric-Laporte,10,2022-23,Manchester City,0.0
3098,Aymeric-Laporte,11,2022-23,Manchester City,0.0
3099,Aymeric-Laporte,13,2022-23,Manchester City,2.0
3100,Aymeric-Laporte,14,2022-23,Manchester City,6.0
3101,Aymeric-Laporte,15,2022-23,Manchester City,0.0
3102,Aymeric-Laporte,16,2022-23,Manchester City,1.0
3103,Aymeric-Laporte,17,2022-23,Manchester City,0.0
3104,Juan-Larios,6,2022-23,Southampton,
3105,Juan-Larios,8,2022-23,Southampton,
3106,Juan-Larios,9,2022-23,Southampton,
3107,Juan-Larios,10,2022-23,Southampton,
3108,Juan-Larios,11,2022-23,Southampton,
3109,Juan-Larios,12,2022-23,Southampton,
3110,Juan-Larios,13,2022-23,Southampton,
3111,Juan-Larios,14,2022-23,Southampton,
3112,Juan-Larios,15,2022-23,Southampton,
3113,Jamaal-Lascelles,4,2022-23,Newcastle Utd,0.0
3114,Jamaal-Lascelles,5,2022-23,Newcastle Utd,0.0
3115,Jamaal-Lascelles,6,2022-23,Newcastle Utd,0.0
3116,Jamaal-Lascelles,8,2022-23,Newcastle Utd,0.0
3117,Jamaal-Lascelles,9,2022-23,Newcastle Utd,1.0
3118,Jamaal-Lascelles,10,2022-23,Newcastle Utd,0.0
3119,Jamaal-Lascelles,11,2022-23,Newcastle Utd,1.0
3120,Jamaal-Lascelles,12,2022-23,Newcastle Utd,0.0
3121,Jamaal-Lascelles,13,2022-23,Newcastle Utd,0.0
3122,Jamaal-Lascelles,14,2022-23,Newcastle Utd,1.0
3123,Jamaal-Lascelles,15,2022-23,Newcastle Utd,0.0
3124,Jamaal-Lascelles,16,2022-23,Newcastle Utd,-1.0
3125,Jamaal-Lascelles,17,2022-23,Newcastle Utd,0.0
3126,Jamaal-Lascelles,18,2022-23,Newcastle Utd,0.0
3127,Jamaal-Lascelles,19,2022-23,Newcastle Utd,
3128,Romeo-Lavia,1,2022-23,Southampton,2.0
3129,Romeo-Lavia,2,2022-23,Southampton,2.0
3130,Romeo-Lavia,3,2022-23,Southampton,1.0
3131,Romeo-Lavia,4,2022-23,Southampton,2.0
3132,Romeo-Lavia,5,2022-23,Southampton,6.0
3133,Romeo-Lavia,15,2022-23,Southampton,0.0
3134,Romeo-Lavia,16,2022-23,Southampton,2.0
3135,Romeo-Lavia,18,2022-23,Southampton,1.0
3136,Romeo-Lavia,19,2022-23,Southampton,
3137,Dexter-Lembikisa,16,2022-23,Wolves,1.0
3138,Dexter-Lembikisa,17,2022-23,Wolves,0.0
3139,Clement-Lenglet,4,2022-23,Tottenham,0.0
3140,Clement-Lenglet,5,2022-23,Tottenham,0.0
3141,Clement-Lenglet,6,2022-23,Tottenham,2.0
3142,Clement-Lenglet,8,2022-23,Tottenham,1.0
3143,Clement-Lenglet,9,2022-23,Tottenham,1.0
3144,Clement-Lenglet,10,2022-23,Tottenham,0.0
3145,Clement-Lenglet,11,2022-23,Tottenham,0.0
3146,Clement-Lenglet,12,2022-23,Tottenham,0.0
3147,Clement-Lenglet,13,2022-23,Tottenham,5.0
3148,Clement-Lenglet,14,2022-23,Tottenham,1.0
3149,Clement-Lenglet,15,2022-23,Tottenham,1.0
3150,Clement-Lenglet,16,2022-23,Tottenham,0.0
3151,Clement-Lenglet,17,2022-23,Tottenham,6.0
3152,Clement-Lenglet,18,2022-23,Tottenham,0.0
3153,Clement-Lenglet,19,2022-23,Tottenham,
3154,Bernd-Leno,5,2022-23,Fulham,2.0
3155,Bernd-Leno,6,2022-23,Fulham,3.0
3156,Bernd-Leno,8,2022-23,Fulham,1.0
3157,Bernd-Leno,9,2022-23,Fulham,2.0
3158,Bernd-Leno,10,2022-23,Fulham,2.0
3159,Bernd-Leno,11,2022-23,Fulham,2.0
3160,Bernd-Leno,12,2022-23,Fulham,11.0
3161,Bernd-Leno,13,2022-23,Fulham,2.0
3162,Bernd-Leno,14,2022-23,Fulham,10.0
3163,Bernd-Leno,15,2022-23,Fulham,2.0
3164,Bernd-Leno,16,2022-23,Fulham,5.0
3165,Bernd-Leno,17,2022-23,Fulham,6.0
3166,Bernd-Leno,18,2022-23,Fulham,2.0
3167,Bernd-Leno,19,2022-23,Fulham,
3168,Bernd-Leno,7,2022-23,Fulham,
3169,Jefferson-Lerma,4,2022-23,Bournemouth,
3170,Jefferson-Lerma,5,2022-23,Bournemouth,
3171,Jefferson-Lerma,6,2022-23,Bournemouth,
3172,Jefferson-Lerma,8,2022-23,Bournemouth,
3173,Jefferson-Lerma,9,2022-23,Bournemouth,
3174,Jefferson-Lerma,10,2022-23,Bournemouth,
3175,Jefferson-Lerma,11,2022-23,Bournemouth,
3176,Jefferson-Lerma,12,2022-23,Bournemouth,
3177,Jefferson-Lerma,13,2022-23,Bournemouth,
3178,Jefferson-Lerma,14,2022-23,Bournemouth,
3179,Jefferson-Lerma,15,2022-23,Bournemouth,
3180,Jefferson-Lerma,16,2022-23,Bournemouth,
3181,Jefferson-Lerma,17,2022-23,Bournemouth,
3182,Jefferson-Lerma,18,2022-23,Bournemouth,
3183,Jefferson-Lerma,19,2022-23,Bournemouth,
3184,Jamal-Lewis,5,2022-23,Newcastle Utd,0.0
3185,Jamal-Lewis,6,2022-23,Newcastle Utd,0.0
3186,Jamal-Lewis,8,2022-23,Newcastle Utd,0.0
3187,Jamal-Lewis,9,2022-23,Newcastle Utd,1.0
3188,Jamal-Lewis,10,2022-23,Newcastle Utd,0.0
3189,Jamal-Lewis,11,2022-23,Newcastle Utd,0.0
3190,Jamal-Lewis,12,2022-23,Newcastle Utd,0.0
3191,Jamal-Lewis,13,2022-23,Newcastle Utd,0.0
3192,Jamal-Lewis,18,2022-23,Newcastle Utd,0.0
3193,Jamal-Lewis,19,2022-23,Newcastle Utd,
3194,Rico-Lewis,2,2022-23,Manchester City,1.0
3195,Rico-Lewis,3,2022-23,Manchester City,0.0
3196,Rico-Lewis,4,2022-23,Manchester City,0.0
3197,Rico-Lewis,5,2022-23,Manchester City,1.0
3198,Rico-Lewis,6,2022-23,Manchester City,0.0
3199,Rico-Lewis,9,2022-23,Manchester City,0.0
3200,Rico-Lewis,10,2022-23,Manchester City,1.0
3201,Rico-Lewis,11,2022-23,Manchester City,0.0
3202,Rico-Lewis,13,2022-23,Manchester City,0.0
3203,Rico-Lewis,14,2022-23,Manchester City,0.0
3204,Rico-Lewis,15,2022-23,Manchester City,0.0
3205,Rico-Lewis,16,2022-23,Manchester City,0.0
3206,Rico-Lewis,17,2022-23,Manchester City,5.0
3207,Rico-Lewis,18,2022-23,Manchester City,2.0
3208,Rico-Lewis,19,2022-23,Manchester City,
3209,Keane-Lewis-Potter,1,2022-23,Brentford,1.0
3210,Keane-Lewis-Potter,2,2022-23,Brentford,0.0
3211,Keane-Lewis-Potter,3,2022-23,Brentford,1.0
3212,Keane-Lewis-Potter,4,2022-23,Brentford,4.0
3213,Keane-Lewis-Potter,5,2022-23,Brentford,2.0
3214,Keane-Lewis-Potter,6,2022-23,Brentford,1.0
3215,Keane-Lewis-Potter,11,2022-23,Brentford,0.0
3216,Keane-Lewis-Potter,12,2022-23,Brentford,0.0
3217,Keane-Lewis-Potter,14,2022-23,Brentford,1.0
3218,Keane-Lewis-Potter,15,2022-23,Brentford,1.0
3219,Keane-Lewis-Potter,16,2022-23,Brentford,0.0
3220,Keane-Lewis-Potter,17,2022-23,Brentford,0.0
3221,Keane-Lewis-Potter,18,2022-23,Brentford,0.0
3222,Keane-Lewis-Potter,19,2022-23,Brentford,
3223,Victor-Lindelof,5,2022-23,Manchester Utd,0.0
3224,Victor-Lindelof,6,2022-23,Manchester Utd,0.0
3225,Victor-Lindelof,9,2022-23,Manchester Utd,0.0
3226,Victor-Lindelof,10,2022-23,Manchester Utd,2.0
3227,Victor-Lindelof,11,2022-23,Manchester Utd,0.0
3228,Victor-Lindelof,12,2022-23,Manchester Utd,0.0
3229,Victor-Lindelof,13,2022-23,Manchester Utd,1.0
3230,Victor-Lindelof,15,2022-23,Manchester Utd,1.0
3231,Victor-Lindelof,16,2022-23,Manchester Utd,2.0
3232,Victor-Lindelof,18,2022-23,Manchester Utd,0.0
3233,Victor-Lindelof,19,2022-23,Manchester Utd,
3234,Jesse-Lingard,2,2022-23,Nott'ham Forest,6.0
3235,Jesse-Lingard,3,2022-23,Nott'ham Forest,3.0
3236,Jesse-Lingard,4,2022-23,Nott'ham Forest,2.0
3237,Jesse-Lingard,5,2022-23,Nott'ham Forest,0.0
3238,Jesse-Lingard,6,2022-23,Nott'ham Forest,2.0
3239,Jesse-Lingard,8,2022-23,Nott'ham Forest,1.0
3240,Jesse-Lingard,9,2022-23,Nott'ham Forest,1.0
