Ast_4,CrdR_4,CrdY_4,DEF,FPL_points,FPL_pos,FWD,GW,Gls_4,MID,Min_4,Name_original,Opp_rating,Opponent,Rating_difference,Season,Sh_4,SoT_4,Team,Team_CS_4,Team_rating,Was_home,xA_4,xG_4
0.0,0.0,0.25,1,0.0,DEF,0,30,0.0,0,43.25,Duje Caleta-Car,2051.76245117,Manchester City,0.8078648441903193,2022-23,0.0,0.0,Southampton,0.25,1657.54675293,1.0,2.7755575615628914e-16,3.0531133177191805e-16
0.0,0.0,0.25,1,0.0,DEF,0,31,0.0,0,22.5,Duje Caleta-Car,1757.18823242,Crystal Palace,0.9418133634441721,2022-23,0.0,0.0,Southampton,0.25,1654.94335938,1.0,2.7755575615628914e-16,3.0531133177191805e-16
0.0,0.0,0.25,1,6.0,DEF,0,32,0.0,0,22.5,Duje Caleta-Car,1946.55639648,Arsenal,0.8418065381168298,2022-23,0.0,0.0,Southampton,0.25,1638.62390137,0.0,2.7755575615628914e-16,3.0531133177191805e-16
0.0,0.0,0.25,1,2.0,DEF,0,33,0.25,0,35.0,Duje Caleta-Car,1660.82678223,Bournemouth,0.991268600112211,2022-23,0.25,0.25,Southampton,0.0,1646.32543945,1.0,2.7755575615628914e-16,0.1250000000000003
0.0,0.0,0.0,1,0.0,DEF,0,34,0.25,0,35.0,Duje Caleta-Car,1879.1015625,Newcastle Utd,0.8713425059748466,2022-23,0.5,0.25,Southampton,0.0,1637.34106445,0.0,2.7755575615628914e-16,0.1250000000000003
0.0,0.0,0.0,1,0.0,DEF,0,35,0.25,0,35.0,Duje Caleta-Car,1638.57336426,Nott'ham Forest,0.9973322293738285,2022-23,0.5,0.25,Southampton,0.0,1634.20202637,0.0,2.7755575615628914e-16,0.1250000000000003
0.0,0.0,0.0,1,0.0,DEF,0,36,0.25,0,35.0,Duje Caleta-Car,1726.52331543,Fulham,0.9431406071944355,2022-23,0.5,0.25,Southampton,0.0,1628.35424805,1.0,2.7755575615628914e-16,0.1250000000000003
0.0,0.0,0.0,1,0.0,DEF,0,37,0.0,0,22.5,Duje Caleta-Car,1825.50732422,Brighton,0.8893837436580646,2022-23,0.25,0.0,Southampton,0.0,1623.57653809,0.0,2.7755575615628914e-16,3.0531133177191805e-16
0.0,0.0,0.0,1,0.0,DEF,0,38,0.0,0,0.0,Duje Caleta-Car,1953.15356445,Liverpool,0.8293138712859593,2022-23,0.0,0.0,Southampton,0.0,1619.77734375,1.0,2.7755575615628914e-16,3.0531133177191805e-16
0.0,0.0,0.0,0,2.0,MID,0,1,0.0,1,78.0,Dwight McNeil,1720.88342285,Brighton,0.9933114982240122,2021-22,0.0,0.0,Burnley,0.0,1709.37329102,1.0,0.10000000000000112,1.2212453270876722e-15
0.0,0.0,0.0,0,2.0,MID,0,2,0.0,1,78.0,Dwight McNeil,1943.6595459,Liverpool,0.8745710697049498,2021-22,0.0,0.0,Burnley,0.0,1699.8684082,0.0,0.10000000000000112,1.2212453270876722e-15
0.0,0.0,0.0,0,3.0,MID,0,3,0.0,1,84.0,Dwight McNeil,1775.38757324,Leeds United,0.9561303563830503,2021-22,1.0,0.5,Burnley,0.0,1697.50195312,1.0,0.10000000000000056,0.05000000000000061
0.0,0.0,0.0,0,2.0,MID,0,4,0.0,1,86.0,Dwight McNeil,1790.83557129,Everton,0.948761820045878,2021-22,1.3333333333333333,0.3333333333333333,Burnley,0.0,1699.07641602,0.0,0.16666666666666705,0.03333333333333374
0.0,0.0,0.0,0,2.0,MID,0,5,0.0,1,87.0,Dwight McNeil,1834.66247559,Arsenal,0.9218383378589107,2021-22,1.75,1.0,Burnley,0.0,1691.26220703,1.0,0.17500000000000027,0.025000000000000307
0.0,0.0,0.0,0,2.0,MID,0,6,0.0,1,90.0,Dwight McNeil,1786.06933594,Leicester City,0.9440503626431684,2021-22,2.25,1.0,Burnley,0.0,1686.1394043,0.0,0.2000000000000003,0.05000000000000031
0.0,0.0,0.0,0,2.0,MID,0,8,0.0,1,89.0,Dwight McNeil,2001.23901367,Manchester City,0.8403381694103389,2021-22,1.75,1.25,Burnley,0.25,1681.7175293,0.0,0.10000000000000028,0.025000000000000307
0.0,0.0,0.0,0,2.0,MID,0,9,0.0,1,89.0,Dwight McNeil,1704.64855957,Southampton,0.9872409866139877,2021-22,1.0,0.5,Burnley,0.25,1682.89892578,0.0,0.12500000000000028,0.025000000000000307
0.0,0.0,0.0,0,4.0,MID,0,10,0.0,1,89.0,Dwight McNeil,1704.31884766,Brentford,0.9883686750532522,2021-22,1.0,0.5,Burnley,0.25,1684.49536133,1.0,0.10000000000000028,0.025000000000000307
0.25,0.0,0.25,0,2.0,MID,0,11,0.0,1,90.0,Dwight McNeil,1955.72094727,Chelsea,0.8664346500431805,2021-22,1.5,0.5,Burnley,0.25,1694.50439453,0.0,0.15000000000000027,0.05000000000000031
0.25,0.0,0.25,0,2.0,MID,0,12,0.0,1,90.0,Dwight McNeil,1742.70336914,Crystal Palace,0.9762575907680614,2021-22,1.0,0.0,Burnley,0.0,1701.32739258,1.0,0.15000000000000027,0.05000000000000031
0.25,0.0,0.25,0,3.0,MID,0,14,0.0,1,90.0,Dwight McNeil,1751.94152832,Wolves,0.9739211623838767,2021-22,1.0,0.0,Burnley,0.0,1706.25292969,0.0,0.1500000000000003,0.05000000000000031
0.25,0.0,0.25,0,2.0,MID,0,15,0.0,1,90.0,Dwight McNeil,1681.93322754,Newcastle Utd,1.0158177326450182,2021-22,1.0,0.25,Burnley,0.25,1708.53759766,0.0,0.12500000000000028,0.05000000000000031
0.0,0.0,0.0,0,3.0,MID,0,16,0.0,1,90.0,Dwight McNeil,1826.72717285,West Ham,0.9241848184017941,2021-22,0.75,0.25,Burnley,0.25,1688.23352051,1.0,0.10000000000000028,0.025000000000000307
0.0,0.0,0.0,0,2.0,MID,0,20,0.0,1,89.25,Dwight McNeil,1875.31396484,Manchester Utd,0.9017428201492005,2021-22,1.0,0.25,Burnley,0.5,1691.05090332,0.0,0.15000000000000027,0.025000000000000307
0.0,0.0,0.0,0,2.0,MID,0,21,0.0,1,87.5,Dwight McNeil,1726.41003418,Leeds United,0.9769665038995864,2021-22,1.25,0.25,Burnley,0.5,1686.64477539,0.0,0.07500000000000029,0.025000000000000307
0.0,0.0,0.0,0,3.0,MID,0,23,0.0,1,87.5,Dwight McNeil,1861.65942383,Arsenal,0.9014577940402314,2021-22,0.75,0.0,Burnley,0.25,1678.20739746,0.0,0.07500000000000029,3.0531133177191805e-16
0.0,0.0,0.0,0,3.0,MID,0,17,0.0,1,87.5,Dwight McNeil,1630.83886719,Watford,1.032494869693234,2021-22,1.5,0.25,Burnley,0.5,1683.83276367,1.0,0.07500000000000029,0.025000000000000307
0.0,0.0,0.0,0,2.0,MID,0,24,0.0,1,88.25,Dwight McNeil,1876.06982422,Manchester Utd,0.8961565159063319,2021-22,1.5,0.25,Burnley,0.5,1681.25219727,1.0,0.025000000000000293,0.025000000000000307
0.0,0.0,0.0,0,1.0,MID,0,25,0.0,1,90.0,Dwight McNeil,1999.92211914,Liverpool,0.8427588916136257,2021-22,1.5,0.5,Burnley,0.5,1685.45214844,1.0,0.050000000000000294,0.025000000000000307
0.0,0.0,0.0,0,3.0,MID,0,26,0.0,1,74.75,Dwight McNeil,1750.95690918,Brighton,0.9631516360444213,2021-22,1.5,0.5,Burnley,0.5,1686.43701172,0.0,0.050000000000000294,0.025000000000000307
0.0,0.0,0.0,0,3.0,MID,0,13,0.0,1,74.75,Dwight McNeil,1799.2088623,Tottenham,0.9486546651832819,2021-22,1.0,0.5,Burnley,0.5,1706.82788086,1.0,0.025000000000000293,3.0531133177191805e-16
0.0,0.0,0.0,0,2.0,MID,0,27,0.0,1,74.75,Dwight McNeil,1725.80554199,Crystal Palace,0.9949108768651463,2021-22,1.25,0.5,Burnley,0.5,1717.02270508,0.0,0.050000000000000294,3.0531133177191805e-16
0.0,0.0,0.0,0,2.0,MID,0,22,0.0,1,74.75,Dwight McNeil,1761.24060059,Leicester City,0.9757411986041616,2021-22,1.0,0.25,Burnley,0.5,1718.51501465,1.0,0.025000000000000293,3.0531133177191805e-16
0.0,0.0,0.0,0,2.0,MID,0,28,0.0,1,90.0,Dwight McNeil,1943.13720703,Chelsea,0.8785973647735531,2021-22,1.0,0.25,Burnley,0.5,1707.23522949,1.0,0.07500000000000029,3.0531133177191805e-16
0.0,0.0,0.0,0,2.0,MID,0,29,0.0,1,90.0,Dwight McNeil,1660.25317383,Brentford,1.0242146892315573,2021-22,1.0,0.0,Burnley,0.25,1700.45568848,0.0,0.1250000000000003,0.0750000000000003
0.0,0.0,0.0,0,1.0,MID,0,31,0.0,1,90.0,Dwight McNeil,2025.38085938,Manchester City,0.834666331559731,2021-22,1.0,0.0,Burnley,0.0,1690.51721191,1.0,0.10000000000000031,0.1500000000000003
0.0,0.0,0.0,0,1.0,MID,0,19,0.0,1,78.75,Dwight McNeil,1691.81665039,Everton,0.9980985416243194,2021-22,1.0,0.0,Burnley,0.0,1688.59973145,1.0,0.10000000000000031,0.1500000000000003
0.0,0.0,0.0,0,2.0,MID,0,33,0.0,1,42.0,Dwight McNeil,1830.88562012,West Ham,0.9213951421495312,2021-22,1.0,0.0,Burnley,0.0,1686.96911621,0.0,0.17500000000000027,0.0750000000000003
0.0,0.0,0.0,0,3.0,MID,0,30,0.0,1,39.0,Dwight McNeil,1725.67858887,Southampton,0.9803924647798078,2021-22,0.5,0.0,Burnley,0.0,1691.84228516,1.0,0.17500000000000027,3.0531133177191805e-16
0.0,0.0,0.0,0,3.0,MID,0,34,0.0,1,49.25,Dwight McNeil,1774.85266113,Wolves,0.9595734213484978,2021-22,1.5,0.25,Burnley,0.25,1703.10144043,1.0,0.20000000000000026,0.025000000000000307
0.0,0.0,0.0,0,2.0,MID,0,35,0.0,1,68.75,Dwight McNeil,1616.6484375,Watford,1.058000462713465,2021-22,1.75,0.5,Burnley,0.5,1710.41479492,0.0,0.2500000000000003,0.05000000000000031
0.0,0.0,0.0,0,2.0,MID,0,36,0.0,1,84.5,Dwight McNeil,1740.24926758,Aston Villa,0.9810623113343819,2021-22,2.0,0.5,Burnley,0.5,1707.29296875,1.0,0.12500000000000028,0.07500000000000032
0.0,0.0,0.0,0,2.0,MID,0,38,0.0,1,87.0,Dwight McNeil,1752.37280273,Newcastle Utd,0.9671316890502583,2021-22,1.75,0.5,Burnley,0.0,1694.77526855,1.0,0.15000000000000027,0.10000000000000031
0.0,0.0,0.0,0,2.0,MID,0,1,0.0,1,87.0,Dwight McNeil,1899.17883301,Chelsea,0.8946582266331806,2022-23,2.0,0.75,Everton,0.0,1699.1159668,1.0,0.12500000000000028,0.10000000000000031
0.0,0.0,0.0,0,2.0,MID,0,2,0.0,1,79.5,Dwight McNeil,1727.10827637,Aston Villa,0.9813047643093553,2022-23,1.25,0.25,Everton,0.0,1694.81958008,0.0,0.07500000000000027,0.05000000000000031
0.0,0.0,0.0,0,1.0,MID,0,3,0.0,1,72.75,Dwight McNeil,1618.5994873,Nott'ham Forest,1.0436033846382402,2022-23,1.5,0.25,Everton,0.0,1689.17590332,1.0,0.05000000000000028,0.07500000000000032
0.0,0.0,0.0,0,2.0,MID,0,4,0.0,1,61.75,Dwight McNeil,1727.37646484,Brentford,0.9761595707026063,2022-23,1.5,0.25,Everton,0.0,1686.19506836,0.0,0.05000000000000028,0.07500000000000032
0.0,0.0,0.0,0,2.0,MID,0,5,0.0,1,60.5,Dwight McNeil,1725.97851562,Leeds United,0.9785304220564478,2022-23,1.0,0.0,Everton,0.0,1688.92248535,0.0,0.05000000000000028,0.07500000000000032
0.0,0.0,0.0,0,1.0,MID,0,6,0.0,1,68.0,Dwight McNeil,2013.37353516,Liverpool,0.8401145271513573,2022-23,1.25,0.0,Everton,0.0,1691.46435547,1.0,0.05000000000000028,0.10000000000000031
0.0,0.0,0.0,0,0.0,MID,0,8,0.0,1,54.5,Dwight McNeil,1758.59155273,West Ham,0.9602761470612355,2022-23,1.0,0.0,Everton,0.25,1688.73352051,1.0,0.02500000000000028,0.10000000000000031
0.0,0.0,0.25,0,10.0,MID,0,9,0.0,1,50.25,Dwight McNeil,1664.45080566,Southampton,1.0196628853004894,2022-23,0.75,0.0,Everton,0.5,1697.17871094,0.0,0.02500000000000028,0.07500000000000032
0.0,0.0,0.25,0,1.0,MID,0,10,0.25,1,47.25,Dwight McNeil,1810.66357422,Manchester Utd,0.9456963264739244,2022-23,1.0,0.25,Everton,0.5,1712.33789062,1.0,0.17500000000000027,0.07500000000000032
0.0,0.0,0.25,0,1.0,MID,0,11,0.25,1,30.75,Dwight McNeil,1885.94165039,Tottenham,0.9075282301210453,2022-23,0.75,0.25,Everton,0.5,1711.54528809,0.0,0.20000000000000026,0.05000000000000031
0.0,0.0,0.5,0,1.0,MID,0,12,0.25,1,51.0,Dwight McNeil,1790.85949707,Newcastle Utd,0.9533838180121972,2022-23,0.5,0.25,Everton,0.25,1707.37646484,0.0,0.22500000000000026,0.025000000000000307
0.0,0.0,0.25,0,6.0,MID,0,13,0.25,1,49.75,Dwight McNeil,1767.77709961,Crystal Palace,0.9636386926076931,2022-23,0.5,0.25,Everton,0.0,1703.49841309,1.0,0.22500000000000026,0.025000000000000307
0.0,0.0,0.25,0,1.0,MID,0,14,0.25,1,36.0,Dwight McNeil,1677.92749023,Fulham,1.0226258880857813,2022-23,0.25,0.25,Everton,0.25,1715.89208984,0.0,0.05000000000000028,3.0531133177191805e-16
0.0,0.0,0.25,0,2.0,MID,0,15,0.25,1,33.75,Dwight McNeil,1760.56848145,Leicester City,0.97974467391883,2022-23,0.25,0.25,Everton,0.5,1724.90759277,1.0,0.02500000000000028,3.0531133177191805e-16
0.0,0.0,0.0,0,2.0,MID,0,16,0.25,1,28.75,Dwight McNeil,1645.69909668,Bournemouth,1.040739922890677,2022-23,0.25,0.25,Everton,0.5,1712.74475098,0.0,0.02500000000000028,3.0531133177191805e-16
0.0,0.0,0.0,0,4.0,MID,0,17,0.25,1,44.25,Dwight McNeil,1681.61364746,Wolves,1.009718216300566,2022-23,0.75,0.25,Everton,0.5,1697.95593262,1.0,0.02500000000000028,0.025000000000000307
0.25,0.0,0.0,0,0.0,MID,0,18,0.0,1,53.5,Dwight McNeil,2032.99926758,Manchester City,0.8304214579622649,2022-23,0.5,0.0,Everton,0.25,1688.24621582,0.0,0.05000000000000028,0.025000000000000307
0.25,0.0,0.0,0,1.0,MID,0,19,0.0,1,49.75,Dwight McNeil,1791.68823242,Brighton,0.9467323135894619,2022-23,0.5,0.0,Everton,0.0,1696.24914551,1.0,0.05000000000000028,0.025000000000000307
0.25,0.0,0.0,0,0.0,MID,0,20,0.0,1,46.5,Dwight McNeil,1648.56323242,Southampton,1.0220961375115272,2022-23,0.75,0.0,Everton,0.0,1684.9901123,1.0,0.02500000000000028,0.05000000000000031
0.25,0.0,0.0,0,1.0,MID,0,21,0.0,1,28.0,Dwight McNeil,1740.45349121,West Ham,0.9625733151566643,2022-23,0.25,0.0,Everton,0.0,1675.31408691,0.0,0.02500000000000028,0.025000000000000307
0.0,0.0,0.0,0,7.0,MID,0,22,0.0,1,25.5,Dwight McNeil,1946.91210938,Arsenal,0.8564651029886544,2022-23,0.25,0.0,Everton,0.0,1667.46228027,1.0,2.7755575615628914e-16,0.025000000000000307
0.25,0.0,0.0,0,2.0,MID,0,23,0.0,1,48.0,Dwight McNeil,1939.40527344,Liverpool,0.8669525330658111,2022-23,0.5,0.0,Everton,0.25,1681.37231445,0.0,0.15000000000000027,0.025000000000000307
0.25,0.0,0.0,0,2.0,MID,0,24,0.0,1,53.0,Dwight McNeil,1696.11083984,Leeds United,0.988407100922806,2022-23,0.5,0.0,Everton,0.25,1676.44799805,1.0,0.15000000000000027,3.0531133177191805e-16
0.25,0.0,0.25,0,2.0,MID,0,25,0.0,1,75.5,Dwight McNeil,1740.07653809,Aston Villa,0.9668056312894138,2022-23,1.0,0.0,Everton,0.5,1682.3157959,1.0,0.27500000000000024,0.025000000000000307
0.25,0.0,0.25,0,2.0,MID,0,7,0.0,1,86.75,Dwight McNeil,1926.9465332,Arsenal,0.8673380699019803,2022-23,1.5,0.0,Everton,0.5,1671.31408691,0.0,0.40000000000000024,0.05000000000000031
0.0,0.0,0.25,0,4.0,MID,0,26,0.0,1,86.75,Dwight McNeil,1649.91357422,Nott'ham Forest,1.0104428114291655,2022-23,1.5,0.25,Everton,0.25,1667.14331055,0.0,0.35000000000000026,0.07500000000000032
0.0,0.0,0.5,0,11.0,MID,0,27,0.0,1,90.0,Dwight McNeil,1795.34729004,Brentford,0.9319476443427958,2022-23,1.75,0.5,Everton,0.25,1673.16967773,1.0,0.3500000000000003,0.10000000000000031
0.0,0.0,0.25,0,1.0,MID,0,28,0.25,1,90.0,Dwight McNeil,1868.47766113,Chelsea,0.9023981794999305,2022-23,1.75,0.75,Everton,0.25,1686.11083984,0.0,0.2500000000000003,0.10000000000000031
0.0,0.0,0.5,0,2.0,MID,0,29,0.25,1,90.0,Dwight McNeil,1851.1940918,Tottenham,0.9140355722153023,2022-23,2.0,0.75,Everton,0.25,1692.05725098,1.0,0.12500000000000028,0.10000000000000031
0.0,0.0,0.5,0,2.0,MID,0,30,0.25,1,90.0,Dwight McNeil,1880.80212402,Manchester Utd,0.9011957204605837,2022-23,1.75,0.5,Everton,0.25,1694.9708252,0.0,0.05000000000000028,0.07500000000000032
0.0,0.0,0.25,0,10.0,MID,0,31,0.25,1,90.0,Dwight McNeil,1713.8548584,Fulham,0.9866177812213273,2022-23,1.5,0.25,Everton,0.25,1690.91967773,1.0,0.10000000000000028,0.05000000000000031
0.0,0.0,0.25,0,3.0,MID,0,32,0.25,1,90.0,Dwight McNeil,1759.89941406,Crystal Palace,0.949839759684703,2022-23,1.5,0.25,Everton,0.0,1671.62243652,0.0,0.1500000000000003,0.05000000000000031
0.0,0.0,0.0,0,8.0,MID,0,33,0.25,1,90.0,Dwight McNeil,1871.32946777,Newcastle Utd,0.8952505396157785,2022-23,1.75,0.75,Everton,0.25,1675.30871582,1.0,0.1500000000000003,0.05000000000000031
0.0,0.0,0.0,0,2.0,MID,0,34,0.5,1,90.0,Dwight McNeil,1723.64331055,Leicester City,0.967448781823603,2022-23,2.75,1.5,Everton,0.25,1667.53662109,0.0,0.12500000000000028,0.07500000000000032
0.0,0.0,0.0,0,21.0,MID,0,35,0.5,1,90.0,Dwight McNeil,1834.81774902,Brighton,0.910411848932791,2022-23,3.5,2.0,Everton,0.25,1670.43981934,0.0,0.12500000000000028,0.20000000000000032
0.25,0.0,0.0,0,2.0,MID,0,36,0.75,1,90.0,Dwight McNeil,2074.1105957,Manchester City,0.8185650452342462,2022-23,4.0,2.25,Everton,0.25,1697.79443359,1.0,0.2000000000000003,0.5000000000000003
0.25,0.0,0.0,0,2.0,MID,0,37,0.75,1,90.0,Dwight McNeil,1726.97729492,Wolves,0.9840471724897366,2022-23,3.25,1.75,Everton,0.0,1699.42712402,0.0,0.3250000000000003,0.5000000000000003
0.25,0.0,0.0,0,3.0,MID,0,38,0.5,1,90.0,Dwight McNeil,1665.80700684,Bournemouth,1.021468324249542,2022-23,2.25,1.0,Everton,0.0,1701.5690918,1.0,0.42500000000000027,0.47500000000000037
0.0,0.0,0.0,0,0.0,MID,0,12,0.0,1,0.0,Eberechi Eze,1701.32739258,Burnley,1.0243198203593578,2021-22,0.0,0.0,Crystal Palace,0.0,1742.70336914,0.0,9.992007221626409e-16,1.3322676295501878e-15
0.0,0.0,0.0,0,1.0,MID,0,13,0.0,1,0.0,Eberechi Eze,1739.09838867,Aston Villa,1.0045063788116055,2021-22,0.0,0.0,Crystal Palace,0.0,1746.9354248,1.0,9.992007221626409e-16,1.3322676295501878e-15
0.0,0.0,0.0,0,0.0,MID,0,14,0.0,1,15.5,Eberechi Eze,1754.13378906,Leeds United,0.9906683180883417,2021-22,0.0,0.0,Crystal Palace,0.0,1737.76477051,0.0,4.996003610813204e-16,6.661338147750939e-16
0.0,0.0,0.0,0,1.0,MID,0,15,0.0,1,10.333333333333334,Eberechi Eze,1892.92932129,Manchester Utd,0.9145045130635354,2021-22,0.0,0.0,Crystal Palace,0.0,1731.09240723,0.0,3.3306690738754696e-16,4.440892098500626e-16
0.0,0.0,0.0,0,0.0,MID,0,16,0.0,1,9.5,Eberechi Eze,1737.45129395,Everton,0.9872174221358984,2021-22,0.0,0.0,Crystal Palace,0.0,1715.2421875,1.0,2.498001805406602e-16,3.3306690738754696e-16
0.0,0.0,0.0,0,0.0,MID,0,17,0.0,1,9.5,Eberechi Eze,1691.20056152,Southampton,1.0206381188867568,2021-22,0.0,0.0,Crystal Palace,0.0,1726.10375977,1.0,2.498001805406602e-16,3.3306690738754696e-16
0.0,0.0,0.0,0,0.0,MID,0,21,0.0,1,1.75,Eberechi Eze,1812.18469238,West Ham,0.9504966414917776,2021-22,0.0,0.0,Crystal Palace,0.0,1722.47546387,1.0,2.498001805406602e-16,3.3306690738754696e-16
0.0,0.0,0.0,0,2.0,MID,0,22,0.0,1,1.75,Eberechi Eze,1740.74572754,Brighton,0.9856360950054807,2021-22,0.0,0.0,Crystal Palace,0.0,1715.74182129,0.0,2.498001805406602e-16,3.3306690738754696e-16
0.0,0.0,0.25,0,1.0,MID,0,23,0.0,1,16.0,Eberechi Eze,1992.75415039,Liverpool,0.8618839543321816,2021-22,0.5,0.0,Crystal Palace,0.0,1717.52282715,1.0,2.498001805406602e-16,3.3306690738754696e-16
0.0,0.0,0.25,0,0.0,MID,0,25,0.0,1,24.5,Eberechi Eze,1655.94787598,Brentford,1.0339549704103603,2021-22,0.5,0.0,Crystal Palace,0.0,1712.17553711,0.0,2.498001805406602e-16,3.3306690738754696e-16
0.0,0.0,0.25,0,1.0,MID,0,26,0.0,1,24.5,Eberechi Eze,1933.94104004,Chelsea,0.8869035201686003,2021-22,0.5,0.0,Crystal Palace,0.25,1715.21911621,1.0,2.498001805406602e-16,3.3306690738754696e-16
0.0,0.0,0.0,0,0.0,MID,0,18,0.0,1,10.0,Eberechi Eze,1637.64953613,Watford,1.0455617237411639,2021-22,0.0,0.0,Crystal Palace,0.25,1712.26367188,0.0,2.498001805406602e-16,3.3306690738754696e-16
0.0,0.0,0.0,0,0.0,MID,0,27,0.0,1,4.25,Eberechi Eze,1717.02270508,Burnley,1.0051151547874206,2021-22,0.0,0.0,Crystal Palace,0.25,1725.80554199,1.0,2.498001805406602e-16,3.3306690738754696e-16
0.0,0.0,0.0,0,0.0,MID,0,28,0.0,1,1.5,Eberechi Eze,1780.12390137,Wolves,0.9686479425184686,2021-22,0.0,0.0,Crystal Palace,0.25,1724.31335449,0.0,2.498001805406602e-16,3.3306690738754696e-16
0.0,0.0,0.0,0,0.0,MID,0,29,0.0,1,1.5,Eberechi Eze,2029.84729004,Manchester City,0.8572226770299115,2021-22,0.0,0.0,Crystal Palace,0.25,1740.03112793,1.0,2.498001805406602e-16,3.3306690738754696e-16
0.0,0.0,0.0,0,0.0,MID,0,31,0.0,1,0.0,Eberechi Eze,1886.86914062,Arsenal,0.9263170792838783,2021-22,0.0,0.0,Crystal Palace,0.5,1747.83911133,1.0,2.498001805406602e-16,3.3306690738754696e-16
0.0,0.0,0.0,0,1.0,MID,0,32,0.0,1,0.0,Eberechi Eze,1782.48327637,Leicester City,0.9887791505058428,2021-22,0.0,0.0,Crystal Palace,0.75,1762.4822998,0.0,2.498001805406602e-16,3.3306690738754696e-16
0.0,0.0,0.0,0,0.0,MID,0,30,0.0,1,8.25,Eberechi Eze,1738.33300781,Newcastle Utd,1.0156232005478714,2021-22,0.0,0.0,Crystal Palace,0.75,1765.49133301,0.0,2.498001805406602e-16,3.3306690738754696e-16
0.0,0.0,0.0,0,3.0,MID,0,34,0.0,1,8.25,Eberechi Eze,1720.87182617,Leeds United,1.0214602257346457,2021-22,0.0,0.0,Crystal Palace,0.5,1757.80212402,1.0,2.498001805406602e-16,3.3306690738754696e-16
0.0,0.0,0.0,0,9.0,MID,0,35,0.0,1,27.75,Eberechi Eze,1714.2454834,Southampton,1.0230732546960257,2021-22,0.25,0.0,Crystal Palace,0.5,1753.79870605,0.0,0.02500000000000025,0.025000000000000334
0.0,0.0,0.0,0,3.0,MID,0,36,0.25,1,48.5,Eberechi Eze,1599.87841797,Watford,1.0950386549766253,2021-22,0.75,0.25,Crystal Palace,0.25,1751.92871094,1.0,0.02500000000000025,0.07500000000000034
0.25,0.0,0.0,0,1.0,MID,0,38,0.25,1,85.0,Eberechi Eze,1822.78930664,Manchester Utd,0.9591135719973153,2021-22,1.75,0.25,Crystal Palace,0.25,1748.26196289,1.0,0.20000000000000026,0.10000000000000034
0.25,0.0,0.0,0,2.0,MID,0,1,0.0,1,67.25,Eberechi Eze,1851.63745117,Arsenal,0.9473032934993052,2022-23,1.25,0.0,Crystal Palace,0.5,1754.06225586,1.0,0.20000000000000026,0.050000000000000336
0.25,0.0,0.0,0,6.0,MID,0,2,0.0,1,66.0,Eberechi Eze,2027.5526123,Liverpool,0.8604021466752841,2022-23,0.75,0.25,Crystal Palace,0.25,1744.51062012,0.0,0.17500000000000027,0.15000000000000033
0.5,0.0,0.0,0,3.0,MID,0,3,0.0,1,66.25,Eberechi Eze,1733.30163574,Aston Villa,1.010937793924083,2022-23,0.25,0.25,Crystal Palace,0.25,1752.26013184,1.0,0.17500000000000024,0.12500000000000033
0.25,0.0,0.0,0,5.0,MID,0,4,0.0,1,66.0,Eberechi Eze,2027.47253418,Manchester City,0.8687818181085255,2022-23,1.0,0.25,Crystal Palace,0.25,1761.43127441,0.0,0.12500000000000028,0.17500000000000032
0.5,0.0,0.0,0,3.0,MID,0,5,0.0,1,85.5,Eberechi Eze,1724.64892578,Brentford,1.0198293159197795,2022-23,1.0,0.25,Crystal Palace,0.0,1758.84753418,1.0,0.15000000000000027,0.17500000000000032
0.5,0.0,0.0,0,3.0,MID,0,6,0.0,1,83.0,Eberechi Eze,1767.9765625,Newcastle Utd,0.993442362163667,2022-23,1.0,0.0,Crystal Palace,0.0,1756.3828125,0.0,0.17500000000000027,0.050000000000000336
0.25,0.0,0.0,0,2.0,MID,0,9,0.0,1,78.75,Eberechi Eze,1853.11901855,Chelsea,0.9438919062730484,2022-23,1.25,0.25,Crystal Palace,0.25,1749.14404297,1.0,0.1500000000000003,0.07500000000000034
0.25,0.0,0.0,0,10.0,MID,0,10,0.0,1,74.75,Eberechi Eze,1708.58557129,Leeds United,1.0235983639903725,2022-23,1.5,0.5,Crystal Palace,0.25,1748.90539551,1.0,0.05000000000000028,0.050000000000000336
0.0,0.0,0.0,0,3.0,MID,0,11,0.25,1,74.75,Eberechi Eze,1731.70300293,Leicester City,1.016683712681168,2022-23,2.25,0.75,Crystal Palace,0.25,1760.59423828,0.0,0.10000000000000028,0.10000000000000034
0.0,0.0,0.0,0,10.0,MID,0,12,0.25,1,78.5,Eberechi Eze,1707.20397949,Wolves,1.03177038364578,2022-23,2.5,0.75,Crystal Palace,0.5,1761.44250488,1.0,0.10000000000000028,0.12500000000000033
0.0,0.0,0.0,0,2.0,MID,0,13,0.5,1,85.5,Eberechi Eze,1703.49841309,Everton,1.037733341003473,2022-23,2.75,0.75,Crystal Palace,0.25,1767.77709961,0.0,0.15000000000000027,0.15000000000000036
0.0,0.0,0.0,0,3.0,MID,0,14,0.5,1,89.75,Eberechi Eze,1681.18395996,Southampton,1.0417651163836172,2022-23,2.25,0.5,Crystal Palace,0.25,1751.39880371,1.0,0.22500000000000028,0.15000000000000033
0.0,0.0,0.0,0,6.0,MID,0,15,0.25,1,82.75,Eberechi Eze,1791.46398926,West Ham,0.9850384374172815,2022-23,2.25,0.5,Crystal Palace,0.5,1764.66088867,0.0,0.2000000000000003,0.12500000000000033
