FPL_points,FPL_points_2,FPL_points_4,FPL_pos,GW,Min_2,Min_4,Name_original,Opp_rating,Opp_score_2,Opp_score_4,Opponent,Player_CS_2,Player_CS_4,Saves_2,Saves_4,Season,Start_2,Start_4,Team,Team_rating,Team_result_2,Team_result_4,Was_home
10.0,10.0,10.0,GK,1,90.0,90.0,Hugo Lloris,2012.76818848,0.0,0.0,Manchester City,1.0,1.0,4.0,4.0,2021-22,1.0,1.0,Tottenham,1831.75012207,3.0,3.0,1.0
11.0,10.0,10.0,GK,2,90.0,90.0,Hugo Lloris,1731.72753906,0.0,0.0,Wolves,1.0,1.0,4.0,4.0,2021-22,1.0,1.0,Tottenham,1839.6776123,3.0,3.0,0.0
6.0,10.5,10.5,GK,3,90.0,90.0,Hugo Lloris,1673.90869141,0.0,0.0,Watford,1.0,1.0,5.0,5.0,2021-22,1.0,1.0,Tottenham,1850.73901367,3.0,3.0,1.0
1.0,8.5,9.0,GK,4,90.0,90.0,Hugo Lloris,1692.8026123,0.0,0.0,Crystal Palace,1.0,1.0,4.0,4.0,2021-22,1.0,1.0,Tottenham,1854.26806641,3.0,3.0,0.0
3.0,3.5,7.0,GK,5,90.0,90.0,Hugo Lloris,1945.28845215,1.5,0.75,Chelsea,0.5,0.75,1.5,3.25,2021-22,1.0,1.0,Tottenham,1829.84887695,1.5,2.25,1.0
2.0,2.0,5.25,GK,6,90.0,90.0,Hugo Lloris,1839.78527832,3.0,1.5,Arsenal,0.0,0.5,3.5,3.75,2021-22,1.0,1.0,Tottenham,1820.11254883,0.0,1.5,0.0
2.0,2.5,3.0,GK,7,90.0,90.0,Hugo Lloris,1762.62805176,3.0,2.25,Aston Villa,0.0,0.25,5.0,3.25,2021-22,1.0,1.0,Tottenham,1806.23730469,0.0,0.75,1.0
1.0,2.0,2.0,GK,8,90.0,90.0,Hugo Lloris,1689.6484375,2.0,2.5,Newcastle Utd,0.0,0.0,3.0,3.25,2021-22,1.0,1.0,Tottenham,1812.23693848,1.5,0.75,0.0
3.0,1.5,2.0,GK,9,90.0,90.0,Hugo Lloris,1832.11779785,1.5,2.25,West Ham,0.0,0.0,1.0,3.0,2021-22,1.0,1.0,Tottenham,1808.0345459,3.0,1.5,0.0
1.0,2.0,2.0,GK,10,90.0,90.0,Hugo Lloris,1889.26208496,1.5,1.75,Manchester Utd,0.0,0.0,1.5,2.25,2021-22,1.0,1.0,Tottenham,1801.62072754,1.5,1.5,1.0
6.0,2.0,1.75,GK,11,90.0,90.0,Hugo Lloris,1752.7434082,2.0,1.75,Everton,0.0,0.0,2.0,1.5,2021-22,1.0,1.0,Tottenham,1791.29174805,0.0,1.5,0.0
4.0,3.5,2.75,GK,12,90.0,90.0,Hugo Lloris,1755.25183105,1.5,1.5,Leeds United,0.5,0.25,1.5,1.5,2021-22,1.0,1.0,Tottenham,1790.97558594,0.5,1.0,1.0
7.0,5.0,3.5,GK,14,90.0,90.0,Hugo Lloris,1695.86193848,0.5,1.25,Brentford,0.5,0.25,4.0,3.0,2021-22,1.0,1.0,Tottenham,1784.49279785,2.0,1.0,1.0
2.0,5.5,4.5,GK,18,90.0,90.0,Hugo Lloris,2008.32019043,0.5,1.0,Liverpool,0.5,0.5,4.0,2.75,2021-22,1.0,1.0,Tottenham,1785.72900391,3.0,1.75,1.0
6.0,4.5,4.75,GK,19,90.0,90.0,Hugo Lloris,1723.99584961,1.0,0.75,Crystal Palace,0.5,0.5,3.0,3.5,2021-22,1.0,1.0,Tottenham,1790.5423584,2.0,2.0,1.0
2.0,4.0,4.75,GK,20,90.0,90.0,Hugo Lloris,1705.20825195,1.0,0.75,Southampton,0.5,0.5,2.0,3.0,2021-22,1.0,1.0,Tottenham,1799.75292969,2.0,2.5,0.0
8.0,4.0,4.25,GK,21,90.0,90.0,Hugo Lloris,1652.32421875,0.5,0.75,Watford,0.5,0.5,0.5,1.75,2021-22,1.0,1.0,Tottenham,1798.23730469,2.0,2.0,0.0
1.0,5.0,4.5,GK,17,90.0,90.0,Hugo Lloris,1772.84924316,0.5,0.75,Leicester City,0.5,0.5,2.5,2.25,2021-22,1.0,1.0,Tottenham,1803.57861328,2.0,2.0,0.0
2.0,4.5,4.25,GK,23,90.0,90.0,Hugo Lloris,1924.26062012,1.0,0.75,Chelsea,0.5,0.5,3.0,1.75,2021-22,1.0,1.0,Tottenham,1811.75390625,3.0,2.5,0.0
3.0,1.5,3.25,GK,24,90.0,90.0,Hugo Lloris,1716.06384277,2.0,1.25,Southampton,0.0,0.25,3.5,3.0,2021-22,1.0,1.0,Tottenham,1805.50378418,1.5,1.75,1.0
2.0,2.5,3.5,GK,25,90.0,90.0,Hugo Lloris,1765.79370117,2.5,1.75,Wolves,0.0,0.25,5.5,4.25,2021-22,1.0,1.0,Tottenham,1794.18078613,0.0,1.5,1.0
0.0,2.5,2.0,GK,26,90.0,90.0,Hugo Lloris,2032.33996582,2.5,2.25,Manchester City,0.0,0.0,5.5,4.5,2021-22,1.0,1.0,Tottenham,1783.40441895,0.0,0.75,0.0
3.0,1.0,1.75,GK,13,90.0,90.0,Hugo Lloris,1706.82788086,2.0,2.25,Burnley,0.0,0.0,3.5,4.5,2021-22,1.0,1.0,Tottenham,1799.2088623,1.5,0.75,0.0
6.0,1.5,2.0,GK,27,90.0,90.0,Hugo Lloris,1716.51428223,1.5,2.0,Leeds United,0.0,0.0,2.5,4.0,2021-22,1.0,1.0,Tottenham,1790.68395996,1.5,0.75,0.0
6.0,4.5,2.75,GK,28,90.0,90.0,Hugo Lloris,1701.6875,0.5,1.25,Everton,0.5,0.25,2.5,3.0,2021-22,1.0,1.0,Tottenham,1804.94934082,1.5,1.5,1.0
2.0,6.0,3.75,GK,29,90.0,90.0,Hugo Lloris,1874.42700195,0.0,0.75,Manchester Utd,1.0,0.5,1.0,1.75,2021-22,1.0,1.0,Tottenham,1815.64990234,3.0,2.25,0.0
6.0,4.0,4.25,GK,16,90.0,90.0,Hugo Lloris,1705.74780273,1.5,1.0,Brighton,0.5,0.5,1.5,2.0,2021-22,1.0,1.0,Tottenham,1806.12011719,1.5,1.5,0.0
2.0,4.0,5.0,GK,30,90.0,90.0,Hugo Lloris,1833.32568359,1.5,0.75,West Ham,0.5,0.75,1.5,1.25,2021-22,1.0,1.0,Tottenham,1821.27697754,1.5,2.25,1.0
2.0,4.0,4.0,GK,31,90.0,90.0,Hugo Lloris,1723.9519043,0.5,1.0,Newcastle Utd,0.5,0.5,0.0,0.75,2021-22,1.0,1.0,Tottenham,1831.35925293,3.0,2.25,1.0
10.0,2.0,3.0,GK,32,90.0,90.0,Hugo Lloris,1747.78149414,1.0,1.25,Aston Villa,0.0,0.25,0.0,0.75,2021-22,1.0,1.0,Tottenham,1836.52734375,3.0,2.25,0.0
3.0,6.0,5.0,GK,33,90.0,90.0,Hugo Lloris,1717.26879883,0.5,0.5,Brighton,0.5,0.5,4.0,2.0,2021-22,1.0,1.0,Tottenham,1859.63574219,3.0,3.0,1.0
6.0,6.5,4.25,GK,34,90.0,90.0,Hugo Lloris,1723.38696289,0.5,0.75,Brentford,0.5,0.25,5.5,2.75,2021-22,1.0,1.0,Tottenham,1846.91357422,1.5,2.25,0.0
2.0,4.5,5.25,GK,35,90.0,90.0,Hugo Lloris,1792.05603027,0.5,0.5,Leicester City,0.5,0.5,2.0,3.0,2021-22,1.0,1.0,Tottenham,1842.87011719,0.5,1.75,1.0
2.0,4.0,5.25,GK,36,90.0,90.0,Hugo Lloris,2047.72570801,0.5,0.5,Liverpool,0.5,0.5,1.0,3.25,2021-22,1.0,1.0,Tottenham,1840.89331055,2.0,1.75,0.0
8.0,2.0,3.25,GK,22,90.0,90.0,Hugo Lloris,1874.54968262,1.0,0.75,Arsenal,0.0,0.25,1.5,1.75,2021-22,1.0,1.0,Tottenham,1847.00109863,2.0,1.25,1.0
2.0,5.0,4.5,GK,1,90.0,90.0,Hugo Lloris,1671.81921387,0.5,0.5,Southampton,0.5,0.5,3.0,2.0,2022-23,1.0,1.0,Tottenham,1866.82617188,2.0,2.0,1.0
1.0,5.0,3.5,GK,2,90.0,90.0,Hugo Lloris,1903.4753418,0.5,0.75,Chelsea,0.5,0.25,2.5,2.0,2022-23,1.0,1.0,Tottenham,1871.59545898,3.0,2.5,0.0
9.0,1.5,3.25,GK,3,90.0,90.0,Hugo Lloris,1714.78613281,1.5,1.0,Wolves,0.0,0.25,1.0,2.0,2022-23,1.0,1.0,Tottenham,1874.2322998,2.0,2.0,1.0
6.0,5.0,5.0,GK,4,90.0,90.0,Hugo Lloris,1622.52587891,1.0,0.75,Nott'ham Forest,0.5,0.5,2.0,2.25,2022-23,1.0,1.0,Tottenham,1878.00610352,2.0,2.5,0.0
5.0,7.5,4.5,GK,5,90.0,90.0,Hugo Lloris,1765.24475098,0.0,0.75,West Ham,1.0,0.5,2.0,1.5,2022-23,1.0,1.0,Tottenham,1882.92175293,3.0,2.5,0.0
2.0,5.5,5.25,GK,6,90.0,90.0,Hugo Lloris,1664.86242676,0.5,0.75,Fulham,0.5,0.5,2.0,2.0,2022-23,1.0,1.0,Tottenham,1881.15258789,2.0,2.0,1.0
2.0,3.5,5.5,GK,8,90.0,90.0,Hugo Lloris,1727.45654297,1.0,0.5,Leicester City,0.0,0.5,2.5,2.25,2022-23,1.0,1.0,Tottenham,1866.3515625,2.0,2.5,1.0
3.0,2.0,3.75,GK,9,90.0,90.0,Hugo Lloris,1872.18054199,1.5,1.0,Arsenal,0.0,0.25,3.5,2.75,2022-23,1.0,1.0,Tottenham,1873.33654785,3.0,2.5,0.0
10.0,2.5,3.0,GK,10,90.0,90.0,Hugo Lloris,1792.22387695,2.5,1.75,Brighton,0.0,0.0,5.5,4.0,2022-23,1.0,1.0,Tottenham,1869.07849121,1.5,1.75,0.0
6.0,6.5,4.25,GK,11,90.0,90.0,Hugo Lloris,1711.54528809,1.5,1.5,Everton,0.5,0.25,5.0,4.25,2022-23,1.0,1.0,Tottenham,1885.94165039,1.5,2.25,1.0
3.0,8.0,5.25,GK,12,90.0,90.0,Hugo Lloris,1821.93554688,0.0,1.25,Manchester Utd,1.0,0.5,2.0,3.75,2022-23,1.0,1.0,Tottenham,1890.11047363,3.0,2.25,0.0
2.0,4.5,5.5,GK,13,90.0,90.0,Hugo Lloris,1796.47900391,1.0,1.25,Newcastle Utd,0.5,0.5,4.0,4.5,2022-23,1.0,1.0,Tottenham,1879.19775391,1.5,1.5,1.0
1.0,2.5,5.25,GK,14,90.0,90.0,Hugo Lloris,1646.76904297,2.0,1.0,Bournemouth,0.0,0.5,5.5,3.75,2022-23,1.0,1.0,Tottenham,1860.70007324,0.0,1.5,0.0
2.0,1.5,3.0,GK,15,90.0,90.0,Hugo Lloris,1991.51367188,2.0,1.5,Liverpool,0.0,0.25,2.5,3.25,2022-23,1.0,1.0,Tottenham,1879.25170898,1.5,1.5,1.0
1.0,1.5,2.0,GK,16,90.0,90.0,Hugo Lloris,1714.50939941,2.0,2.0,Leeds United,0.0,0.0,3.0,4.25,2022-23,1.0,1.0,Tottenham,1872.84020996,1.5,0.75,1.0
0.0,1.5,1.5,GK,17,90.0,90.0,Hugo Lloris,1739.36474609,2.5,2.25,Brentford,0.0,0.0,3.0,2.75,2022-23,1.0,1.0,Tottenham,1876.109375,1.5,1.5,0.0
1.0,0.5,1.0,GK,18,45.0,67.5,Hugo Lloris,1739.82385254,2.5,2.25,Aston Villa,0.0,0.0,1.0,2.0,2022-23,0.5,0.75,Tottenham,1873.47521973,2.0,1.75,1.0
7.0,0.5,1.0,GK,19,45.0,67.5,Hugo Lloris,1753.95336914,2.0,2.25,Crystal Palace,0.0,0.0,1.0,2.0,2022-23,0.5,0.75,Tottenham,1856.23120117,0.5,1.0,0.0
0.0,4.0,2.25,GK,20,90.0,67.5,Hugo Lloris,1931.19665527,1.0,1.75,Arsenal,0.5,0.25,3.0,2.0,2022-23,1.0,0.75,Tottenham,1868.57775879,1.5,1.75,1.0
0.0,3.5,2.0,GK,7,90.0,67.5,Hugo Lloris,2018.81933594,1.0,1.5,Manchester City,0.5,0.25,4.0,2.5,2022-23,1.0,0.75,Tottenham,1858.29650879,1.5,1.0,0.0
9.0,0.0,2.0,GK,21,90.0,90.0,Hugo Lloris,1722.54211426,3.0,2.0,Fulham,0.0,0.25,3.0,3.0,2022-23,1.0,1.0,Tottenham,1853.42712402,0.0,0.75,0.0
10.0,4.5,4.0,GK,22,90.0,90.0,Hugo Lloris,2026.31079102,2.0,1.5,Manchester City,0.5,0.5,3.5,3.75,2022-23,1.0,1.0,Tottenham,1858.89648438,1.5,1.5,1.0
3.0,9.5,4.75,GK,29,90.0,90.0,Hugo Lloris,1692.05725098,0.0,1.5,Everton,1.0,0.5,5.0,4.0,2022-23,1.0,1.0,Tottenham,1851.1940918,3.0,1.5,0.0
3.0,6.5,5.5,GK,30,90.0,90.0,Hugo Lloris,1835.87231445,0.5,1.25,Brighton,0.5,0.5,5.0,4.25,2022-23,1.0,1.0,Tottenham,1848.28051758,2.0,1.75,1.0
2.0,3.0,6.25,GK,31,90.0,90.0,Hugo Lloris,1668.25854492,1.0,0.5,Bournemouth,0.0,0.5,4.0,4.5,2022-23,1.0,1.0,Tottenham,1854.79846191,2.0,2.5,1.0
-1.0,2.5,4.5,GK,32,90.0,90.0,Hugo Lloris,1857.31567383,2.0,1.25,Newcastle Utd,0.0,0.25,3.0,4.0,2022-23,1.0,1.0,Tottenham,1834.48376465,1.5,1.75,0.0
1.0,1.0,1.0,GK,1,90.0,90.0,Illan Meslier,1925.87194824,5.0,5.0,Manchester Utd,0.0,0.0,3.0,3.0,2021-22,1.0,1.0,Leeds United,1783.74121094,0.0,0.0,0.0
3.0,1.0,1.0,GK,2,90.0,90.0,Illan Meslier,1778.28051758,5.0,5.0,Everton,0.0,0.0,3.0,3.0,2021-22,1.0,1.0,Leeds United,1774.57873535,0.0,0.0,1.0
2.0,2.0,2.0,GK,3,90.0,90.0,Illan Meslier,1697.50195312,3.5,3.5,Burnley,0.0,0.0,4.5,4.5,2021-22,1.0,1.0,Leeds United,1775.38757324,0.5,0.5,0.0
2.0,2.5,2.0,GK,4,90.0,90.0,Illan Meslier,1947.64794922,1.5,2.6666666666666665,Liverpool,0.0,0.0,4.0,3.6666666666666665,2021-22,1.0,1.0,Leeds United,1773.81311035,1.0,0.6666666666666666,1.0
4.0,2.0,2.0,GK,5,90.0,90.0,Illan Meslier,1700.5020752,2.0,2.75,Newcastle Utd,0.0,0.0,3.5,4.0,2021-22,1.0,1.0,Leeds United,1765.6282959,0.5,0.5,0.0
1.0,3.0,2.75,GK,6,90.0,90.0,Illan Meslier,1826.15649414,2.0,1.75,West Ham,0.0,0.0,5.5,4.75,2021-22,1.0,1.0,Leeds United,1764.51379395,0.5,0.75,1.0
6.0,2.5,2.25,GK,7,90.0,90.0,Illan Meslier,1666.33178711,1.5,1.75,Watford,0.0,0.0,5.5,4.5,2021-22,1.0,1.0,Leeds United,1752.5213623,0.5,0.5,1.0
3.0,3.5,3.25,GK,8,90.0,90.0,Illan Meslier,1692.43884277,1.0,1.5,Southampton,0.5,0.25,3.0,4.25,2021-22,1.0,1.0,Leeds United,1757.73901367,1.5,1.0,0.0
3.0,4.5,3.5,GK,9,90.0,90.0,Illan Meslier,1742.43664551,0.5,1.0,Wolves,0.5,0.25,2.0,3.75,2021-22,1.0,1.0,Leeds United,1752.36743164,1.5,1.0,1.0
2.0,3.0,3.25,GK,11,90.0,90.0,Illan Meslier,1774.10620117,1.0,1.0,Leicester City,0.0,0.25,3.0,3.0,2021-22,1.0,1.0,Leeds United,1755.5098877,0.5,1.0,1.0
1.0,2.5,3.5,GK,12,90.0,90.0,Illan Meslier,1790.97558594,1.0,0.75,Tottenham,0.0,0.25,2.5,2.25,2021-22,1.0,1.0,Leeds United,1755.25183105,1.0,1.25,0.0
8.0,1.5,2.25,GK,13,90.0,90.0,Illan Meslier,1733.92016602,1.5,1.25,Brighton,0.0,0.0,2.0,2.5,2021-22,1.0,1.0,Leeds United,1753.69311523,0.5,0.5,0.0
8.0,4.5,3.5,GK,14,90.0,90.0,Illan Meslier,1737.76477051,1.0,1.0,Crystal Palace,0.5,0.25,3.0,2.75,2021-22,1.0,1.0,Leeds United,1754.13378906,0.5,0.75,1.0
1.0,8.0,4.75,GK,15,90.0,90.0,Illan Meslier,1688.76330566,0.0,0.75,Brentford,1.0,0.5,2.5,2.25,2021-22,1.0,1.0,Leeds United,1760.80603027,2.0,1.25,1.0
1.0,4.5,4.5,GK,16,90.0,90.0,Illan Meslier,1940.046875,1.0,1.0,Chelsea,0.5,0.5,1.0,2.0,2021-22,1.0,1.0,Leeds United,1745.40576172,2.0,1.25,0.0
1.0,1.0,4.5,GK,17,90.0,90.0,Illan Meslier,2002.81835938,2.5,1.25,Manchester City,0.0,0.5,2.0,2.25,2021-22,1.0,1.0,Leeds United,1742.40869141,0.5,1.25,0.0
3.0,1.0,2.75,GK,18,90.0,90.0,Illan Meslier,1848.63562012,5.0,3.0,Arsenal,0.0,0.25,5.5,3.25,2021-22,1.0,1.0,Leeds United,1736.9708252,0.0,1.0,1.0
2.0,2.0,1.5,GK,21,90.0,90.0,Illan Meslier,1686.64477539,5.5,4.0,Burnley,0.0,0.0,8.0,5.0,2021-22,1.0,1.0,Leeds United,1726.41003418,0.0,0.25,1.0
2.0,2.5,1.75,GK,22,90.0,90.0,Illan Meslier,1822.56738281,2.5,3.75,West Ham,0.0,0.0,4.5,5.0,2021-22,1.0,1.0,Leeds United,1734.84741211,1.5,0.75,0.0
2.0,2.0,2.0,GK,23,90.0,90.0,Illan Meslier,1664.61401367,1.5,3.5,Newcastle Utd,0.0,0.0,2.0,5.0,2021-22,1.0,1.0,Leeds United,1745.98522949,3.0,1.5,1.0
1.0,2.0,2.25,GK,24,90.0,90.0,Illan Meslier,1743.56542969,1.5,2.0,Aston Villa,0.0,0.0,2.5,3.5,2021-22,1.0,1.0,Leeds United,1735.04272461,1.5,1.5,0.0
3.0,1.5,1.75,GK,25,90.0,90.0,Illan Meslier,1693.57397461,2.0,1.75,Everton,0.0,0.0,2.0,2.0,2021-22,1.0,1.0,Leeds United,1736.51342773,0.5,1.75,0.0
1.0,2.0,2.0,GK,26,90.0,90.0,Illan Meslier,1876.5456543,3.0,2.25,Manchester Utd,0.0,0.0,4.5,3.5,2021-22,1.0,1.0,Leeds United,1726.0715332,0.5,1.0,1.0
1.0,2.0,1.75,GK,19,90.0,90.0,Illan Meslier,2014.71020508,3.5,2.75,Liverpool,0.0,0.0,6.0,4.0,2021-22,1.0,1.0,Leeds United,1719.71459961,0.0,0.25,0.0
2.0,1.0,1.5,GK,27,90.0,90.0,Illan Meslier,1790.68395996,5.0,4.0,Tottenham,0.0,0.0,6.5,5.5,2021-22,1.0,1.0,Leeds United,1716.51428223,0.0,0.25,1.0
3.0,1.5,1.75,GK,28,90.0,90.0,Illan Meslier,1772.52038574,5.0,4.25,Leicester City,0.0,0.0,7.0,6.5,2021-22,1.0,1.0,Leeds United,1702.24902344,0.0,0.0,0.0
3.0,2.5,1.75,GK,20,90.0,90.0,Illan Meslier,1754.71459961,2.5,3.75,Aston Villa,0.0,0.0,4.5,5.5,2021-22,1.0,1.0,Leeds United,1696.86608887,0.0,0.0,1.0
0.0,3.0,2.25,GK,30,90.0,90.0,Illan Meslier,1782.6340332,2.0,3.5,Wolves,0.0,0.0,4.5,5.75,2021-22,1.0,1.0,Leeds United,1691.58496094,0.0,0.0,0.0
3.0,1.5,2.0,GK,31,72.0,81.0,Illan Meslier,1718.78881836,2.5,2.5,Southampton,0.0,0.0,4.0,4.25,2021-22,1.0,1.0,Leeds United,1703.19213867,1.5,0.75,1.0
6.0,1.5,2.25,GK,32,72.0,81.0,Illan Meslier,1630.16711426,1.5,1.75,Watford,0.0,0.0,3.0,3.75,2021-22,1.0,1.0,Leeds United,1698.66955566,2.0,1.0,0.0
11.0,4.5,3.0,GK,34,90.0,81.0,Illan Meslier,1757.80212402,0.5,1.5,Crystal Palace,0.5,0.25,2.5,3.25,2021-22,1.0,1.0,Leeds United,1720.87182617,2.0,1.75,0.0
0.0,8.5,5.0,GK,35,90.0,81.0,Illan Meslier,2043.25878906,0.0,0.75,Manchester City,1.0,0.5,4.0,3.5,2021-22,1.0,1.0,Leeds United,1721.39758301,2.0,2.0,1.0
3.0,5.5,5.0,GK,36,90.0,90.0,Illan Meslier,1871.27770996,2.0,1.25,Arsenal,0.5,0.5,4.5,3.5,2021-22,1.0,1.0,Leeds United,1707.0604248,0.5,1.25,0.0
1.0,1.5,5.0,GK,33,90.0,90.0,Illan Meslier,1897.98254395,3.0,1.5,Chelsea,0.0,0.5,4.5,4.25,2021-22,1.0,1.0,Leeds United,1703.78845215,0.0,1.0,1.0
4.0,2.0,3.75,GK,38,90.0,90.0,Illan Meslier,1727.33081055,2.5,2.25,Brentford,0.0,0.25,3.5,4.0,2021-22,1.0,1.0,Leeds United,1696.68981934,0.0,0.25,0.0
3.0,2.5,2.0,GK,1,90.0,90.0,Illan Meslier,1725.27648926,2.0,2.5,Wolves,0.0,0.0,2.0,3.25,2022-23,1.0,1.0,Leeds United,1703.43566895,1.5,0.75,1.0
1.0,3.5,2.75,GK,2,90.0,90.0,Illan Meslier,1667.04992676,1.0,1.75,Southampton,0.0,0.0,4.5,4.0,2022-23,1.0,1.0,Leeds United,1710.82556152,3.0,1.5,0.0
7.0,2.0,2.25,GK,3,90.0,90.0,Illan Meslier,1901.38830566,1.5,1.75,Chelsea,0.0,0.0,3.5,2.75,2022-23,1.0,1.0,Leeds United,1711.22229004,2.0,1.75,1.0
3.0,4.0,3.75,GK,4,90.0,90.0,Illan Meslier,1783.54016113,1.0,1.0,Brighton,0.5,0.25,2.5,3.5,2022-23,1.0,1.0,Leeds United,1731.33239746,2.0,2.5,0.0
2.0,5.0,3.5,GK,5,90.0,90.0,Illan Meslier,1688.92248535,0.5,1.0,Everton,0.5,0.25,3.0,3.25,2022-23,1.0,1.0,Leeds United,1725.97851562,1.5,1.75,1.0
1.0,2.5,3.25,GK,6,90.0,90.0,Illan Meslier,1727.11364746,1.0,1.0,Brentford,0.0,0.25,2.0,2.25,2022-23,1.0,1.0,Leeds United,1723.43676758,0.5,1.25,0.0
11.0,1.5,3.25,GK,9,90.0,90.0,Illan Meslier,1716.0168457,3.0,1.75,Aston Villa,0.0,0.25,2.0,2.5,2022-23,1.0,1.0,Leeds United,1703.11083984,0.5,1.0,1.0
2.0,6.0,4.25,GK,10,90.0,90.0,Illan Meslier,1748.90539551,2.5,1.75,Crystal Palace,0.5,0.25,4.5,3.25,2022-23,1.0,1.0,Leeds United,1708.58557129,0.5,0.5,0.0
3.0,6.5,4.0,GK,11,90.0,90.0,Illan Meslier,1908.04101562,1.0,2.0,Arsenal,0.5,0.25,4.5,3.25,2022-23,1.0,1.0,Leeds United,1709.1307373,0.5,0.5,1.0
1.0,2.5,4.25,GK,12,90.0,90.0,Illan Meslier,1730.85473633,1.5,2.0,Leicester City,0.0,0.25,3.0,3.75,2022-23,1.0,1.0,Leeds United,1704.6550293,0.0,0.25,0.0
1.0,2.0,4.25,GK,13,90.0,90.0,Illan Meslier,1669.83154297,1.5,1.25,Fulham,0.0,0.25,1.5,3.0,2022-23,1.0,1.0,Leeds United,1697.41040039,0.0,0.25,1.0
7.0,1.0,1.75,GK,14,90.0,90.0,Illan Meslier,1992.20422363,2.5,2.0,Liverpool,0.0,0.0,0.5,1.75,2022-23,1.0,1.0,Leeds United,1685.32995605,0.0,0.0,0.0
1.0,4.0,3.0,GK,15,90.0,90.0,Illan Meslier,1650.85839844,2.0,1.75,Bournemouth,0.0,0.0,5.0,3.25,2022-23,1.0,1.0,Leeds United,1709.35009766,1.5,0.75,1.0
1.0,4.0,2.5,GK,16,90.0,90.0,Illan Meslier,1872.84020996,2.0,2.25,Tottenham,0.0,0.0,5.5,3.0,2022-23,1.0,1.0,Leeds United,1714.50939941,3.0,1.5,0.0
3.0,1.0,2.5,GK,17,90.0,90.0,Illan Meslier,2029.86376953,3.5,2.75,Manchester City,0.0,0.0,2.5,3.75,2022-23,1.0,1.0,Leeds United,1711.24023438,1.5,1.5,1.0
8.0,2.0,3.0,GK,18,90.0,90.0,Illan Meslier,1855.15356445,3.5,2.75,Newcastle Utd,0.0,0.0,4.5,5.0,2022-23,1.0,1.0,Leeds United,1708.10473633,0.0,1.5,0.0
1.0,5.5,3.25,GK,19,90.0,90.0,Illan Meslier,1749.58898926,1.5,2.5,West Ham,0.5,0.25,5.5,4.0,2022-23,1.0,1.0,Leeds United,1712.96166992,0.5,1.0,1.0
1.0,4.5,3.25,GK,20,90.0,90.0,Illan Meslier,1754.20678711,1.0,2.25,Aston Villa,0.5,0.25,2.5,3.5,2022-23,1.0,1.0,Leeds United,1713.10791016,1.0,0.5,0.0
6.0,1.0,3.25,GK,21,90.0,90.0,Illan Meslier,1780.16015625,2.0,1.75,Brentford,0.0,0.25,1.5,3.5,2022-23,1.0,1.0,Leeds United,1707.01049805,0.5,0.5,1.0
2.0,3.5,4.0,GK,22,90.0,90.0,Illan Meslier,1655.64318848,1.0,1.0,Nott'ham Forest,0.5,0.5,1.5,2.0,2022-23,1.0,1.0,Leeds United,1708.11572266,0.5,0.75,0.0
2.0,4.0,2.5,GK,8,90.0,90.0,Illan Meslier,1871.24475098,0.5,1.25,Manchester Utd,0.5,0.25,0.5,1.0,2022-23,1.0,1.0,Leeds United,1699.77429199,0.5,0.5,0.0
2.0,2.0,2.75,GK,23,90.0,90.0,Illan Meslier,1865.7734375,1.5,1.25,Manchester Utd,0.0,0.25,3.0,2.25,2022-23,1.0,1.0,Leeds United,1705.2454834,0.5,0.5,1.0
3.0,2.0,3.0,GK,24,90.0,90.0,Illan Meslier,1676.44799805,2.0,1.25,Everton,0.0,0.25,4.0,2.25,2022-23,1.0,1.0,Leeds United,1696.11083984,0.5,0.5,0.0
6.0,2.5,2.25,GK,25,90.0,90.0,Illan Meslier,1648.39147949,1.5,1.5,Southampton,0.0,0.0,3.0,3.0,2022-23,1.0,1.0,Leeds United,1687.28820801,0.0,0.25,1.0
2.0,4.5,3.25,GK,26,90.0,90.0,Illan Meslier,1832.56347656,0.5,1.25,Chelsea,0.5,0.25,2.5,3.25,2022-23,1.0,1.0,Leeds United,1693.10852051,1.5,1.0,0.0
1.0,4.0,3.25,GK,27,90.0,90.0,Illan Meslier,1825.12719727,0.5,1.0,Brighton,0.5,0.25,2.0,2.5,2022-23,1.0,1.0,Leeds United,1694.40600586,1.5,0.75,1.0
2.0,1.5,3.0,GK,28,90.0,90.0,Illan Meslier,1724.91479492,1.5,1.0,Wolves,0.0,0.25,2.0,2.25,2022-23,1.0,1.0,Leeds United,1699.7097168,0.5,1.0,0.0
0.0,1.5,2.75,GK,29,90.0,90.0,Illan Meslier,1953.11169434,2.0,1.25,Arsenal,0.0,0.25,4.0,3.0,2022-23,1.0,1.0,Leeds United,1714.12573242,2.0,1.75,0.0
2.0,1.0,1.25,GK,7,90.0,90.0,Illan Meslier,1648.52697754,3.0,2.25,Nott'ham Forest,0.0,0.0,3.5,2.75,2022-23,1.0,1.0,Leeds United,1710.44299316,1.5,1.0,1.0
0.0,1.0,1.25,GK,30,90.0,90.0,Illan Meslier,1739.43823242,2.5,2.25,Crystal Palace,0.0,0.0,0.5,2.25,2022-23,1.0,1.0,Leeds United,1715.62268066,1.5,1.75,1.0
-1.0,1.0,1.0,GK,31,90.0,90.0,Illan Meslier,1928.52099609,3.0,3.0,Liverpool,0.0,0.0,1.0,2.25,2022-23,1.0,1.0,Leeds United,1698.08056641,1.5,1.5,1.0
