FPL_points,FPL_points_2,FPL_points_4,FPL_pos,GW,Min_2,Min_4,Name_original,Opp_rating,Opp_score_2,Opp_score_4,Opponent,Player_CS_2,Player_CS_4,Saves_2,Saves_4,Season,Start_2,Start_4,Team,Team_rating,Team_result_2,Team_result_4,Was_home
0.0,0.0,0.0,GK,29,0.0,0.0,Daniel Bentley,1648.26123047,3.0,2.0,Nott'ham Forest,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Wolves,1710.4987793,0.0,0.75,0.0
0.0,0.0,0.0,GK,30,0.0,0.0,Daniel Bentley,1846.56335449,2.5,1.75,Chelsea,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Wolves,1710.23303223,0.5,1.0,1.0
0.0,0.0,0.0,GK,31,0.0,0.0,Daniel Bentley,1785.23474121,0.5,1.75,Brentford,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Wolves,1720.87133789,2.0,1.0,1.0
0.0,0.0,0.0,GK,32,0.0,0.0,Daniel Bentley,1716.52514648,0.0,1.25,Leicester City,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Wolves,1726.1529541,3.0,1.75,0.0
0.0,0.0,0.0,GK,33,0.0,0.0,Daniel Bentley,1756.21313477,1.0,0.75,Crystal Palace,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Wolves,1719.00744629,1.5,1.75,1.0
0.0,0.0,0.0,GK,34,0.0,0.0,Daniel Bentley,1814.97998047,1.0,0.5,Brighton,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Wolves,1730.45483398,1.5,2.25,0.0
0.0,0.0,0.0,GK,35,0.0,0.0,Daniel Bentley,1811.74035645,3.0,2.0,Aston Villa,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Wolves,1718.18200684,1.5,1.5,1.0
3.0,0.0,0.0,GK,36,0.0,0.0,Daniel Bentley,1844.49694824,3.0,2.0,Manchester Utd,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Wolves,1728.30102539,1.5,1.5,0.0
3.0,1.5,0.75,GK,37,45.0,22.5,Daniel Bentley,1699.42712402,1.0,2.0,Everton,0.0,0.0,4.0,2.0,2022-23,0.5,0.25,Wolves,1726.97729492,1.5,1.5,1.0
0.0,3.0,1.5,GK,38,90.0,45.0,Daniel Bentley,1918.30969238,1.5,2.25,Arsenal,0.0,0.0,5.5,2.75,2022-23,1.0,0.5,Wolves,1724.83532715,0.5,1.0,0.0
0.0,0.0,0.0,GK,1,0.0,0.0,Daniel Iversen,1714.46875,2.0,2.0,Brentford,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1779.56384277,1.0,1.0,1.0
0.0,0.0,0.0,GK,2,0.0,0.0,Daniel Iversen,1861.18920898,2.0,2.0,Arsenal,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1776.40124512,1.0,1.0,0.0
0.0,0.0,0.0,GK,3,0.0,0.0,Daniel Iversen,1667.20275879,3.0,3.0,Southampton,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1769.99645996,0.5,0.5,1.0
0.0,0.0,0.0,GK,4,0.0,0.0,Daniel Iversen,1882.22375488,3.0,2.6666666666666665,Chelsea,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1758.65563965,0.0,0.3333333333333333,0.0
0.0,0.0,0.0,GK,5,0.0,0.0,Daniel Iversen,1801.92480469,2.0,2.5,Manchester Utd,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1754.89282227,0.0,0.25,1.0
0.0,0.0,0.0,GK,6,0.0,0.0,Daniel Iversen,1778.57275391,1.5,2.25,Brighton,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1746.61853027,0.0,0.0,0.0
0.0,0.0,0.0,GK,8,0.0,0.0,Daniel Iversen,1866.3515625,3.0,2.5,Tottenham,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1727.45654297,0.0,0.0,0.0
0.0,0.0,0.0,GK,9,0.0,0.0,Daniel Iversen,1589.24719238,5.5,3.5,Nott'ham Forest,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1720.47143555,0.0,0.0,1.0
0.0,0.0,0.0,GK,10,0.0,0.0,Daniel Iversen,1645.82434082,3.0,3.0,Bournemouth,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1734.54223633,1.5,0.75,0.0
0.0,0.0,0.0,GK,11,0.0,0.0,Daniel Iversen,1760.59423828,1.0,3.25,Crystal Palace,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1731.70300293,1.5,0.75,1.0
0.0,0.0,0.0,GK,12,0.0,0.0,Daniel Iversen,1704.6550293,1.0,2.0,Leeds United,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1730.85473633,0.5,1.0,1.0
0.0,0.0,0.0,GK,13,0.0,0.0,Daniel Iversen,1702.61071777,0.0,0.5,Wolves,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1739.84069824,2.0,1.75,0.0
0.0,0.0,0.0,GK,14,0.0,0.0,Daniel Iversen,2031.08435059,0.0,0.5,Manchester City,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1755.24206543,3.0,1.75,1.0
0.0,0.0,0.0,GK,15,0.0,0.0,Daniel Iversen,1724.90759277,0.5,0.25,Everton,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1760.56848145,1.5,1.75,0.0
0.0,0.0,0.0,GK,16,0.0,0.0,Daniel Iversen,1781.34265137,0.5,0.25,West Ham,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1772.73132324,1.5,2.25,0.0
0.0,0.0,0.0,GK,17,0.0,0.0,Daniel Iversen,1841.8626709,0.0,0.25,Newcastle Utd,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1786.00317383,3.0,2.25,1.0
0.0,0.0,0.0,GK,18,0.0,0.0,Daniel Iversen,2004.43188477,1.5,1.0,Liverpool,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1772.71228027,1.5,1.5,0.0
0.0,0.0,0.0,GK,19,0.0,0.0,Daniel Iversen,1705.02758789,2.5,1.25,Fulham,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1770.33996582,0.0,1.5,1.0
0.0,0.0,0.0,GK,20,0.0,0.0,Daniel Iversen,1640.52062988,1.5,1.5,Nott'ham Forest,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1759.90673828,0.0,0.75,0.0
0.0,0.0,0.0,GK,21,0.0,0.0,Daniel Iversen,1823.63244629,1.5,2.0,Brighton,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1745.29675293,0.0,0.0,1.0
0.0,0.0,0.0,GK,22,0.0,0.0,Daniel Iversen,1766.58300781,2.0,1.75,Aston Villa,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1746.49902344,0.5,0.25,0.0
0.0,0.0,0.0,GK,23,0.0,0.0,Daniel Iversen,1869.96936035,2.0,1.75,Tottenham,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1759.81677246,2.0,1.0,1.0
0.0,0.0,0.0,GK,24,0.0,0.0,Daniel Iversen,1872.92590332,1.5,1.75,Manchester Utd,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1774.34008789,3.0,1.75,0.0
0.0,0.0,0.0,GK,25,0.0,0.0,Daniel Iversen,1921.86022949,2.0,2.0,Arsenal,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1765.05517578,1.5,1.75,1.0
0.0,0.0,0.0,GK,26,0.0,0.0,Daniel Iversen,1642.57116699,2.0,1.75,Southampton,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1759.96899414,0.0,1.5,0.0
0.0,0.0,0.0,GK,27,0.0,0.0,Daniel Iversen,1855.60681152,1.0,1.5,Chelsea,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1755.34936523,0.0,0.75,1.0
2.0,0.0,0.0,GK,28,0.0,0.0,Daniel Iversen,1797.62390137,2.0,2.0,Brentford,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1748.7578125,0.0,0.0,0.0
1.0,1.0,0.5,GK,29,45.0,22.5,Daniel Iversen,1732.24157715,2.0,1.5,Crystal Palace,0.0,0.0,0.5,0.25,2022-23,0.5,0.25,Leicester City,1751.67614746,0.5,0.25,0.0
2.0,1.5,0.75,GK,7,90.0,45.0,Daniel Iversen,1791.22412109,1.5,1.75,Aston Villa,0.0,0.0,4.5,2.25,2022-23,1.0,0.5,Leicester City,1744.47949219,0.5,0.25,1.0
4.0,1.5,1.25,GK,30,90.0,67.5,Daniel Iversen,1656.90014648,2.0,2.0,Bournemouth,0.0,0.0,5.5,3.0,2022-23,1.0,0.75,Leicester City,1736.19116211,0.0,0.25,1.0
1.0,3.0,2.25,GK,31,90.0,90.0,Daniel Iversen,2063.47363281,1.5,1.5,Manchester City,0.0,0.0,4.5,4.5,2022-23,1.0,1.0,Leicester City,1725.04052734,0.0,0.25,0.0
2.0,2.5,2.0,GK,32,90.0,90.0,Daniel Iversen,1726.1529541,2.0,2.0,Wolves,0.0,0.0,3.5,4.5,2022-23,1.0,1.0,Leicester City,1716.52514648,0.0,0.0,1.0
2.0,1.5,2.25,GK,33,90.0,90.0,Daniel Iversen,1677.20019531,2.0,1.75,Leeds United,0.0,0.0,1.5,3.0,2022-23,1.0,1.0,Leicester City,1723.6706543,1.5,0.75,0.0
3.0,2.0,2.25,GK,34,90.0,90.0,Daniel Iversen,1667.53662109,1.0,1.5,Everton,0.0,0.0,2.0,2.75,2022-23,1.0,1.0,Leicester City,1723.64331055,2.0,1.0,1.0
0.0,2.5,2.0,GK,35,90.0,90.0,Daniel Iversen,1716.17712402,1.5,1.75,Fulham,0.0,0.0,4.0,2.75,2022-23,1.0,1.0,Leicester City,1720.73999023,1.0,1.25,0.0
1.0,1.5,1.75,GK,36,90.0,90.0,Daniel Iversen,1947.32763672,3.5,2.25,Liverpool,0.0,0.0,4.0,3.0,2022-23,1.0,1.0,Leicester City,1712.01367188,0.5,1.25,1.0
9.0,0.5,1.5,GK,37,90.0,90.0,Daniel Iversen,1882.39221191,4.0,2.75,Newcastle Utd,0.0,0.0,2.0,3.0,2022-23,1.0,1.0,Leicester City,1710.45727539,0.0,0.5,0.0
2.0,5.0,3.25,GK,38,90.0,90.0,Daniel Iversen,1779.31237793,1.5,2.5,West Ham,0.5,0.25,2.5,3.25,2022-23,1.0,1.0,Leicester City,1716.05786133,0.5,0.5,1.0
0.0,0.0,0.0,GK,1,0.0,0.0,Danny Ward,1738.54443359,0.0,0.0,Wolves,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1801.89501953,3.0,3.0,1.0
0.0,0.0,0.0,GK,2,0.0,0.0,Danny Ward,1819.10168457,0.0,0.0,West Ham,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1806.80395508,3.0,3.0,0.0
0.0,0.0,0.0,GK,4,0.0,0.0,Danny Ward,2012.6940918,2.0,2.0,Manchester City,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1800.70166016,1.5,1.5,1.0
0.0,0.0,0.0,GK,5,0.0,0.0,Danny Ward,1735.55639648,2.5,1.6666666666666667,Brighton,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1795.13720703,0.0,1.0,0.0
0.0,0.0,0.0,GK,6,0.0,0.0,Danny Ward,1686.1394043,1.5,1.75,Burnley,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1786.06933594,0.0,0.75,1.0
0.0,0.0,0.0,GK,7,0.0,0.0,Danny Ward,1703.34741211,2.0,2.25,Crystal Palace,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1764.53259277,0.5,0.25,0.0
0.0,0.0,0.0,GK,8,0.0,0.0,Danny Ward,1912.49621582,2.0,1.75,Manchester Utd,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1763.70373535,1.0,0.5,1.0
0.0,0.0,0.0,GK,9,0.0,0.0,Danny Ward,1711.32019043,2.0,2.0,Brentford,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1786.30224609,2.0,1.25,0.0
0.0,0.0,0.0,GK,10,0.0,0.0,Danny Ward,1848.13952637,1.5,1.75,Arsenal,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1793.30358887,3.0,2.0,1.0
0.0,0.0,0.0,GK,11,0.0,0.0,Danny Ward,1755.5098877,1.5,1.75,Leeds United,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1774.10620117,1.5,1.75,0.0
0.0,0.0,0.0,GK,12,0.0,0.0,Danny Ward,1948.89807129,1.5,1.5,Chelsea,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1774.36425781,0.5,1.75,1.0
0.0,0.0,0.0,GK,13,0.0,0.0,Danny Ward,1694.0670166,2.0,1.75,Watford,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1772.67492676,0.5,1.0,1.0
0.0,0.0,0.0,GK,14,0.0,0.0,Danny Ward,1709.67480469,2.5,2.0,Southampton,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1780.07580566,1.5,1.0,0.0
0.0,0.0,0.0,GK,15,0.0,0.0,Danny Ward,1745.43835449,2.0,2.0,Aston Villa,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1779.06359863,2.0,1.25,0.0
0.0,0.0,0.0,GK,16,0.0,0.0,Danny Ward,1677.47094727,2.0,2.25,Newcastle Utd,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1753.57202148,0.5,1.0,1.0
0.0,0.0,0.0,GK,20,0.0,0.0,Danny Ward,2003.50695801,1.0,1.5,Liverpool,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1760.08044434,1.5,1.75,1.0
0.0,0.0,0.0,GK,17,0.0,0.0,Danny Ward,1803.57861328,0.0,1.0,Tottenham,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1772.84924316,3.0,1.75,1.0
0.0,0.0,0.0,GK,23,0.0,0.0,Danny Ward,1743.04650879,1.5,1.25,Brighton,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1764.6739502,1.5,1.5,1.0
0.0,0.0,0.0,GK,24,0.0,0.0,Danny Ward,1996.73901367,2.0,1.0,Liverpool,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1762.98266602,0.5,1.75,0.0
0.0,0.0,0.0,GK,25,0.0,0.0,Danny Ward,1809.26672363,1.5,1.5,West Ham,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1759.79956055,0.5,1.0,1.0
0.0,0.0,0.0,GK,26,0.0,0.0,Danny Ward,1783.43078613,2.0,2.0,Wolves,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1764.78234863,0.5,0.5,0.0
0.0,0.0,0.0,GK,22,0.0,0.0,Danny Ward,1718.51501465,2.0,1.75,Burnley,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1761.24060059,0.5,0.5,0.0
0.0,0.0,0.0,GK,28,0.0,0.0,Danny Ward,1702.24902344,1.0,1.5,Leeds United,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1772.52038574,1.5,1.0,1.0
0.0,0.0,0.0,GK,18,0.0,0.0,Danny Ward,1700.67346191,0.0,1.0,Everton,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1800.54223633,3.0,1.75,0.0
0.0,0.0,0.0,GK,34,0.0,0.0,Danny Ward,1743.62792969,0.5,0.75,Aston Villa,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1798.86828613,2.0,1.75,1.0
0.0,0.0,0.0,GK,35,0.0,0.0,Danny Ward,1842.87011719,0.5,0.25,Tottenham,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1792.05603027,1.0,2.0,0.0
0.0,0.0,0.0,GK,36,0.0,0.0,Danny Ward,1701.73852539,1.5,1.0,Everton,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1764.92126465,0.5,1.25,1.0
0.0,0.0,0.0,GK,38,0.0,0.0,Danny Ward,1682.93493652,2.5,1.5,Southampton,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,Leicester City,1774.56433105,0.0,0.5,1.0
1.0,0.0,0.0,GK,1,0.0,0.0,Danny Ward,1714.46875,1.5,1.5,Brentford,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1779.56384277,1.5,1.0,1.0
1.0,0.5,0.25,GK,2,45.0,22.5,Danny Ward,1861.18920898,1.5,2.0,Arsenal,0.0,0.0,0.5,0.25,2022-23,0.5,0.25,Leicester City,1776.40124512,2.0,1.0,0.0
1.0,1.0,0.5,GK,3,90.0,45.0,Danny Ward,1667.20275879,3.0,2.25,Southampton,0.0,0.0,2.5,1.25,2022-23,1.0,0.5,Leicester City,1769.99645996,0.5,1.0,1.0
1.0,1.0,0.75,GK,4,90.0,67.5,Danny Ward,1882.22375488,3.0,2.25,Chelsea,0.0,0.0,2.5,1.5,2022-23,1.0,0.75,Leicester City,1758.65563965,0.0,1.0,0.0
2.0,1.0,1.0,GK,5,90.0,90.0,Danny Ward,1801.92480469,2.0,2.5,Manchester Utd,0.0,0.0,1.0,1.75,2022-23,1.0,1.0,Leicester City,1754.89282227,0.0,0.25,1.0
2.0,1.5,1.25,GK,6,90.0,90.0,Danny Ward,1778.57275391,1.5,2.25,Brighton,0.0,0.0,1.0,1.75,2022-23,1.0,1.0,Leicester City,1746.61853027,0.0,0.0,0.0
0.0,2.0,1.5,GK,8,90.0,90.0,Danny Ward,1866.3515625,3.0,2.5,Tottenham,0.0,0.0,4.0,2.5,2022-23,1.0,1.0,Leicester City,1727.45654297,0.0,0.0,0.0
8.0,1.0,1.25,GK,9,90.0,90.0,Danny Ward,1589.24719238,5.5,3.5,Nott'ham Forest,0.0,0.0,6.0,3.5,2022-23,1.0,1.0,Leicester City,1720.47143555,0.0,0.0,1.0
1.0,4.0,3.0,GK,10,90.0,90.0,Danny Ward,1645.82434082,3.0,3.0,Bournemouth,0.5,0.25,4.0,4.0,2022-23,1.0,1.0,Leicester City,1734.54223633,1.5,0.75,0.0
6.0,4.5,2.75,GK,11,90.0,90.0,Danny Ward,1760.59423828,1.0,3.25,Crystal Palace,0.5,0.25,2.5,4.25,2022-23,1.0,1.0,Leicester City,1731.70300293,1.5,0.75,1.0
9.0,3.5,3.75,GK,12,90.0,90.0,Danny Ward,1704.6550293,1.0,2.0,Leeds United,0.5,0.5,1.5,2.75,2022-23,1.0,1.0,Leicester City,1730.85473633,0.5,1.0,1.0
8.0,7.5,6.0,GK,13,90.0,90.0,Danny Ward,1702.61071777,0.0,0.5,Wolves,1.0,0.75,1.5,2.0,2022-23,1.0,1.0,Leicester City,1739.84069824,2.0,1.75,0.0
3.0,8.5,6.0,GK,14,90.0,90.0,Danny Ward,2031.08435059,0.0,0.5,Manchester City,1.0,0.75,3.5,2.5,2022-23,1.0,1.0,Leicester City,1755.24206543,3.0,1.75,1.0
6.0,5.5,6.5,GK,15,90.0,90.0,Danny Ward,1724.90759277,0.5,0.25,Everton,0.5,0.75,4.5,3.0,2022-23,1.0,1.0,Leicester City,1760.56848145,1.5,1.75,0.0
11.0,4.5,6.5,GK,16,90.0,90.0,Danny Ward,1781.34265137,0.5,0.25,West Ham,0.5,0.75,3.0,3.25,2022-23,1.0,1.0,Leicester City,1772.73132324,1.5,2.25,0.0
1.0,8.5,7.0,GK,17,90.0,90.0,Danny Ward,1841.8626709,0.0,0.25,Newcastle Utd,1.0,0.75,4.0,4.25,2022-23,1.0,1.0,Leicester City,1786.00317383,3.0,2.25,1.0
3.0,6.0,5.25,GK,18,90.0,90.0,Danny Ward,2004.43188477,1.5,1.0,Liverpool,0.5,0.5,4.0,3.5,2022-23,1.0,1.0,Leicester City,1772.71228027,1.5,1.5,0.0
2.0,2.0,5.25,GK,19,90.0,90.0,Danny Ward,1705.02758789,2.5,1.25,Fulham,0.0,0.5,3.5,3.75,2022-23,1.0,1.0,Leicester City,1770.33996582,0.0,1.5,1.0
2.0,2.5,4.25,GK,20,90.0,90.0,Danny Ward,1640.52062988,1.5,1.5,Nott'ham Forest,0.0,0.25,3.0,3.5,2022-23,1.0,1.0,Leicester City,1759.90673828,0.0,0.75,0.0
1.0,2.0,2.0,GK,21,90.0,90.0,Danny Ward,1823.63244629,1.5,2.0,Brighton,0.0,0.0,2.0,2.75,2022-23,1.0,1.0,Leicester City,1745.29675293,0.0,0.0,1.0
2.0,1.5,2.0,GK,22,90.0,90.0,Danny Ward,1766.58300781,2.0,1.75,Aston Villa,0.0,0.0,2.5,2.75,2022-23,1.0,1.0,Leicester City,1746.49902344,0.5,0.25,0.0
3.0,1.5,1.75,GK,23,90.0,90.0,Danny Ward,1869.96936035,2.0,1.75,Tottenham,0.0,0.0,2.5,2.25,2022-23,1.0,1.0,Leicester City,1759.81677246,2.0,1.0,1.0
2.0,2.5,2.0,GK,24,90.0,90.0,Danny Ward,1872.92590332,1.5,1.75,Manchester Utd,0.0,0.0,3.0,2.75,2022-23,1.0,1.0,Leicester City,1774.34008789,3.0,1.75,0.0
2.0,2.5,2.0,GK,25,90.0,90.0,Danny Ward,1921.86022949,2.0,2.0,Arsenal,0.0,0.0,4.0,3.25,2022-23,1.0,1.0,Leicester City,1765.05517578,1.5,1.75,1.0
11.0,2.0,2.25,GK,26,90.0,90.0,Danny Ward,1642.57116699,2.0,1.75,Southampton,0.0,0.0,3.0,3.0,2022-23,1.0,1.0,Leicester City,1759.96899414,0.0,1.5,0.0
2.0,6.5,4.5,GK,27,90.0,90.0,Danny Ward,1855.60681152,1.0,1.5,Chelsea,0.0,0.0,2.5,3.25,2022-23,1.0,1.0,Leicester City,1755.34936523,0.0,0.75,1.0
0.0,6.5,4.25,GK,28,90.0,90.0,Danny Ward,1797.62390137,2.0,2.0,Brentford,0.0,0.0,3.5,3.25,2022-23,1.0,1.0,Leicester City,1748.7578125,0.0,0.0,0.0
0.0,1.0,3.75,GK,29,45.0,67.5,Danny Ward,1732.24157715,2.0,1.5,Crystal Palace,0.0,0.0,1.5,2.0,2022-23,0.5,0.75,Leicester City,1751.67614746,0.5,0.25,0.0
0.0,0.0,3.25,GK,7,0.0,45.0,Danny Ward,1791.22412109,1.5,1.75,Aston Villa,0.0,0.0,0.0,1.75,2022-23,0.0,0.5,Leicester City,1744.47949219,0.5,0.25,1.0
0.0,0.0,0.5,GK,30,0.0,22.5,Danny Ward,1656.90014648,2.0,2.0,Bournemouth,0.0,0.0,0.0,0.75,2022-23,0.0,0.25,Leicester City,1736.19116211,0.0,0.25,1.0
0.0,0.0,0.0,GK,31,0.0,0.0,Danny Ward,2063.47363281,1.5,1.5,Manchester City,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1725.04052734,0.0,0.25,0.0
0.0,0.0,0.0,GK,32,0.0,0.0,Danny Ward,1726.1529541,2.0,2.0,Wolves,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1716.52514648,0.0,0.0,1.0
0.0,0.0,0.0,GK,33,0.0,0.0,Danny Ward,1677.20019531,2.0,1.75,Leeds United,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1723.6706543,1.5,0.75,0.0
0.0,0.0,0.0,GK,34,0.0,0.0,Danny Ward,1667.53662109,1.0,1.5,Everton,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1723.64331055,2.0,1.0,1.0
0.0,0.0,0.0,GK,35,0.0,0.0,Danny Ward,1716.17712402,1.5,1.75,Fulham,0.0,0.0,0.0,0.0,2022-23,0.0,0.0,Leicester City,1720.73999023,1.0,1.25,0.0
8.0,8.0,8.0,GK,1,90.0,90.0,David Raya Martin,1866.67456055,0.0,0.0,Arsenal,1.0,1.0,4.0,4.0,2021-22,1.0,1.0,Brentford,1671.97888184,3.0,3.0,1.0
6.0,8.0,8.0,GK,2,90.0,90.0,David Raya Martin,1687.6550293,0.0,0.0,Crystal Palace,1.0,1.0,4.0,4.0,2021-22,1.0,1.0,Brentford,1688.47216797,3.0,3.0,0.0
3.0,7.0,7.0,GK,3,90.0,90.0,David Raya Martin,1747.71228027,0.0,0.0,Aston Villa,1.0,1.0,3.0,3.0,2021-22,1.0,1.0,Brentford,1690.28173828,2.0,2.0,0.0
2.0,4.5,5.666666666666667,GK,4,90.0,90.0,David Raya Martin,1728.15344238,0.5,0.3333333333333333,Brighton,0.5,0.6666666666666666,3.0,3.3333333333333335,2021-22,1.0,1.0,Brentford,1692.49743652,1.0,1.6666666666666667,1.0
6.0,2.5,4.75,GK,5,90.0,90.0,David Raya Martin,1733.51025391,1.0,0.5,Wolves,0.0,0.5,2.5,2.75,2021-22,1.0,1.0,Brentford,1684.24316406,0.5,1.25,0.0
2.0,4.0,4.25,GK,6,90.0,90.0,David Raya Martin,1962.6159668,0.5,0.5,Liverpool,0.5,0.5,0.5,1.75,2021-22,1.0,1.0,Brentford,1698.6920166,1.5,1.25,1.0
3.0,4.0,3.25,GK,7,90.0,90.0,David Raya Martin,1830.07434082,1.5,1.25,West Ham,0.5,0.25,1.5,2.0,2021-22,1.0,1.0,Brentford,1699.63293457,2.0,1.25,0.0
2.0,2.5,3.25,GK,8,90.0,90.0,David Raya Martin,1936.93713379,2.0,1.25,Chelsea,0.0,0.25,3.5,2.0,2021-22,1.0,1.0,Brentford,1711.55407715,2.0,1.75,1.0
2.0,2.5,3.25,GK,9,90.0,90.0,David Raya Martin,1786.30224609,1.0,1.25,Leicester City,0.0,0.25,2.0,1.75,2021-22,1.0,1.0,Brentford,1711.32019043,1.5,1.75,1.0
2.0,2.0,2.25,GK,24,90.0,90.0,David Raya Martin,2021.25134277,1.5,1.75,Manchester City,0.0,0.0,2.0,2.75,2021-22,1.0,1.0,Brentford,1657.52038574,0.0,1.0,0.0
10.0,2.0,2.25,GK,25,90.0,90.0,David Raya Martin,1712.17553711,2.0,1.5,Crystal Palace,0.0,0.0,4.5,3.25,2021-22,1.0,1.0,Brentford,1655.94787598,0.0,0.75,1.0
2.0,6.0,4.0,GK,26,90.0,90.0,David Raya Martin,1866.67480469,1.0,1.25,Arsenal,0.5,0.25,4.0,3.0,2021-22,1.0,1.0,Brentford,1659.76513672,0.5,0.25,0.0
4.0,6.0,4.0,GK,27,90.0,90.0,David Raya Martin,1704.47119141,1.0,1.5,Newcastle Utd,0.5,0.25,4.0,4.25,2021-22,1.0,1.0,Brentford,1658.95556641,0.5,0.25,1.0
6.0,3.0,4.5,GK,29,90.0,90.0,David Raya Martin,1700.45568848,2.0,1.5,Burnley,0.0,0.25,7.0,5.5,2021-22,1.0,1.0,Brentford,1660.25317383,0.0,0.25,1.0
1.0,5.0,5.5,GK,30,90.0,90.0,David Raya Martin,1780.97741699,1.0,1.0,Leicester City,0.5,0.5,5.0,4.5,2021-22,1.0,1.0,Brentford,1673.53344727,1.5,1.0,0.0
4.0,3.5,3.25,GK,31,90.0,90.0,David Raya Martin,1960.8104248,1.0,1.5,Chelsea,0.5,0.25,1.5,4.25,2021-22,1.0,1.0,Brentford,1669.21740723,1.5,0.75,0.0
7.0,2.5,3.75,GK,32,90.0,90.0,David Raya Martin,1820.9074707,1.5,1.25,West Ham,0.0,0.25,4.5,4.75,2021-22,1.0,1.0,Brentford,1692.43615723,1.5,1.5,1.0
