,Unnamed: 0.1,Unnamed: 0,season,name,position_fpl,team,assists_fpl,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,opp_team_name,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,a_team,goals,shots,xG,time,position_und,h_goals,a_goals,date,id,xA,assists_und,key_passes,npg,npxG,xGChain,xGBuildup,player_name,h_team,goals_scored_avg5,xG_avg5,assists_fpl_avg5,bonus_avg5,bps_avg5,clean_sheets_avg5,goals_conceded_avg5,shots_avg5,xGBuildup_avg5,xGChain_avg5,yellow_cards_avg5,red_cards_avg5,minutes_avg5,was_played,next_gw,opp_team,team_rating,opp_team_rating,rating_diff
1,49620,49620,2020,Harrison Reed,MID,Fulham,0,0,14,0,4.5,373,2,3,0,1.7,12.6,2020-09-12T11:30:00Z,90,1,Arsenal,0,0,0,0,1,0,64140,3.0,0.0,0.0,2,0,0,0,45,1,0,1,Arsenal,0,0,0,90,DMC,0,3,2020-09-12,14086,0,0,0,0,0,0.06595692038536072,0.06595692038536072,Harrison Reed,Fulham,0.0,0.0,0.0,0.0,8.5,0.0,1.5,0.0,0.03297846019268036,0.03297846019268036,0.0,0.0,51.5,1,0,Brighton,1873.33776855,1779.39660645,0.05279383008795213
49,49615,49615,2020,Granit Xhaka,MID,Arsenal,0,0,11,1,17.2,9,2,0,0,4.5,6.8,2020-09-12T11:30:00Z,77,8,Fulham,0,0,0,0,1,0,42909,3.0,0.0,21.0,3,0,0,0,55,0,0,1,Arsenal,0,4,0.20837053656578064,80,MC,0,3,2020-09-12,14086,0.08170896768569946,0,1,0,0.20837053656578064,1.0529390573501587,0.9957149624824524,Granit Xhaka,Fulham,0.0,0.04167410731315613,0.0,0.0,12.8,0.6,0.4,0.8,0.4426244668662548,0.45406928583979606,0.2,0.0,78.4,1,0,Leeds,1703.79125977,1703.11816406,0.0003952137462942105
0,49487,49487,2020,Aleksandar Mitrović,FWD,Fulham,0,0,3,0,0.3,184,2,0,0,1.0,3.0,2020-09-12T11:30:00Z,27,1,Arsenal,0,0,0,0,1,0,1435176,3.0,0.0,7.0,1,0,0,0,60,1,0,1,Arsenal,0,1,0.03421450033783913,26,Sub,0,3,2020-09-12,14086,0,0,0,0,0.03421450033783913,0.03421450033783913,0,Aleksandar Mitrovic,Fulham,0.0,0.03421450033783913,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.03421450033783913,0.0,0.0,27.0,1,0,Burnley,1873.33776855,1664.11499023,0.1257261544715025
0,49607,49607,2020,Gabriel Magalhães,DEF,Arsenal,0,3,37,1,0.3,494,2,0,1,8.5,51.8,2020-09-12T11:30:00Z,90,8,Fulham,0,0,0,0,1,0,85593,3.0,0.0,33.0,15,0,0,0,50,0,0,1,Arsenal,1,1,0.5060973167419434,90,DC,0,3,2020-09-12,14086,0,0,0,1,0.5060973167419434,0.3469330966472626,0.3469330966472626,Gabriel,Fulham,0.4,0.24019238948822022,0.0,0.6,19.0,0.2,1.2,1.2,0.48259952664375305,0.5062857568264008,0.2,0.0,90.0,1,0,Burnley,1873.33776855,1664.11499023,0.1257261544715025
31,49558,49558,2020,Danny Ings,FWD,Southampton,0,0,1,0,11.2,366,1,1,0,8.0,8.6,2020-09-12T14:00:00Z,90,6,Crystal Palace,0,0,0,0,1,0,1467030,0.0,1.0,60.0,2,0,0,0,85,0,0,1,Southampton,0,0,0,12,FW,0,2,2021-03-06,14701,0,0,0,0,0,0,0,Danny Ings,Aston Villa,0.2,0.20285726636648177,0.0,0.2,5.4,0.0,1.0,2.0,0.2629753440618515,0.385148973017931,0.0,0.0,90.0,1,0,Arsenal,1806.0402832,1872.17749023,-0.03532635520677853
11,49539,49539,2020,Che Adams,FWD,Southampton,0,0,3,0,13.1,377,1,1,0,3.9,4.4,2020-09-12T14:00:00Z,84,6,Crystal Palace,0,0,0,0,1,0,279992,0.0,1.0,21.0,2,0,0,0,60,0,0,1,Southampton,0,1,0.5063690543174744,87,FW,1,0,2020-09-12,14087,0.07210655510425568,0,1,0,0.5063690543174744,0.1395006775856018,0.1395006775856018,Che Adams,Crystal Palace,0.2,0.33718801438808443,0.2,0.4,10.6,0.0,0.6,2.0,0.0544522151350975,0.35137749165296556,0.0,0.0,40.0,1,0,Arsenal,1806.0402832,1872.17749023,-0.03532635520677853
28,49558,49558,2020,Danny Ings,FWD,Southampton,0,0,1,0,11.2,366,1,1,0,8.0,8.6,2020-09-12T14:00:00Z,90,6,Crystal Palace,0,0,0,0,1,0,1467030,0.0,1.0,60.0,2,0,0,0,85,0,0,1,Southampton,0,1,0.13734400272369385,85,FW,3,0,2021-05-23,14813,0,0,0,0,0.13734400272369385,0.5531293153762817,0.4157853126525879,Danny Ings,Aston Villa,0.6,0.32850417122244835,0.0,1.0,16.2,0.0,1.4,3.2,0.2471580684185028,0.5218507021665573,0.0,0.0,90.0,1,0,Watford,2030.75170898,1559.64660645,0.30205887704414597
45,49538,49538,2020,Cheikhou Kouyaté,MID,Crystal Palace,0,0,3,1,0.3,133,1,0,0,3.0,12.6,2020-09-12T14:00:00Z,90,16,Southampton,0,0,0,0,1,0,14565,0.0,1.0,17.0,3,0,0,0,50,1,0,1,Southampton,0,1,0.36499735713005066,90,DC,1,0,2020-09-12,14087,0,0,0,0,0.36499735713005066,0,0,Cheikhou Kouyaté,Crystal Palace,0.0,0.08820724338293076,0.0,0.0,7.4,0.4,1.0,0.4,0.0,0.026359017938375473,0.2,0.0,75.2,1,0,Arsenal,1703.79125977,1872.17749023,-0.08994138180740208
36,49558,49558,2020,Danny Ings,FWD,Southampton,0,0,1,0,11.2,366,1,1,0,8.0,8.6,2020-09-12T14:00:00Z,90,6,Crystal Palace,0,0,0,0,1,0,1467030,0.0,1.0,60.0,2,0,0,0,85,0,0,1,Southampton,0,1,0.029169837012887,90,FW,1,1,2020-12-16,14555,0,0,0,0,0.029169837012887,0.20574472844600677,0.17657490074634552,Danny Ings,Aston Villa,0.0,0.20281966626644135,0.0,0.0,1.0,0.0,1.0,1.4,0.13013242967426777,0.3258896041661501,0.0,0.0,90.0,1,0,Leicester,1752.18847656,1720.47583008,0.01843248590044157
35,49558,49558,2020,Danny Ings,FWD,Southampton,0,0,1,0,11.2,366,1,1,0,8.0,8.6,2020-09-12T14:00:00Z,90,6,Crystal Palace,0,0,0,0,1,0,1467030,0.0,1.0,60.0,2,0,0,0,85,0,0,1,Southampton,0,0,0,72,FW,9,0,2021-02-02,14651,0,0,0,0,0,0.016576746478676796,0.016576746478676796,Danny Ings,Aston Villa,0.0,0.19698569886386394,0.0,0.0,1.0,0.0,1.0,1.2,0.09481744952499867,0.28474065847694874,0.0,0.0,90.0,1,0,Brighton,1752.18847656,1779.39660645,-0.015290649533316698
30,49558,49558,2020,Danny Ings,FWD,Southampton,0,0,1,0,11.2,366,1,1,0,8.0,8.6,2020-09-12T14:00:00Z,90,6,Crystal Palace,0,0,0,0,1,0,1467030,0.0,1.0,60.0,2,0,0,0,85,0,0,1,Southampton,0,2,0.19681337475776672,90,FW,3,0,2021-04-12,14743,0,0,0,0,0.19681337475776672,0.22489361464977264,0.22489361464977264,Danny Ings,Aston Villa,0.2,0.24495295137166978,0.0,0.2,5.6,0.0,1.2,2.6,0.2629753440618515,0.42724465802311895,0.0,0.0,90.0,1,0,Brentford,1806.0402832,1718.95336914,0.050662755385604205
50,49883,49883,2020,Wilfried Zaha,MID,Crystal Palace,0,0,18,1,1.4,141,1,0,1,5.4,31.6,2020-09-12T14:00:00Z,90,16,Southampton,0,0,0,0,1,0,461359,0.0,1.0,21.0,8,0,0,0,70,1,0,1,Southampton,1,2,0.9196345806121826,90,FW,1,0,2020-09-12,14087,0,0,0,1,0.9196345806121826,0.9196345806121826,0,Wilfried Zaha,Crystal Palace,0.4,0.29540017768740656,0.0,0.0,12.0,0.4,1.2,1.8,0.0903807446360588,0.4171919196844101,0.2,0.0,90.0,1,0,Brighton,1703.79125977,1779.39660645,-0.04248931711229753
15,49717,49717,2020,Kyle Walker-Peters,DEF,Southampton,0,0,12,0,18.6,375,1,1,0,4.7,24.0,2020-09-12T14:00:00Z,90,6,Crystal Palace,0,0,0,0,1,0,748080,0.0,1.0,4.0,1,0,0,0,45,0,1,1,Southampton,0,0,0,90,DR,1,0,2020-09-12,14087,0.3524278998374939,0,1,0,0,0.4245344400405884,0.07210655510425568,Kyle Walker-Peters,Crystal Palace,0.0,0.0,0.0,0.0,11.0,0.2,0.4,0.0,0.18275044858455658,0.2532360255718231,0.2,0.0,54.2,1,0,Brighton,1703.79125977,1779.39660645,-0.04248931711229753
29,49558,49558,2020,Danny Ings,FWD,Southampton,0,0,1,0,11.2,366,1,1,0,8.0,8.6,2020-09-12T14:00:00Z,90,6,Crystal Palace,0,0,0,0,1,0,1467030,0.0,1.0,60.0,2,0,0,0,85,0,0,1,Southampton,1,2,0.07116814702749252,58,FW,2,1,2021-04-21,14722,0.021475089713931084,0,1,1,0.07116814702749252,0.051042843610048294,0,Danny Ings,Aston Villa,0.4,0.21408898308873175,0.0,0.4,10.6,0.0,1.4,2.4,0.2471580684185028,0.4199260897934437,0.0,0.0,90.0,1,0,Burnley,1752.18847656,1664.11499023,0.05292512046768303
34,49558,49558,2020,Danny Ings,FWD,Southampton,0,0,1,0,11.2,366,1,1,0,8.0,8.6,2020-09-12T14:00:00Z,90,6,Crystal Palace,0,0,0,0,1,0,1467030,0.0,1.0,60.0,2,0,0,0,85,0,0,1,Southampton,0,4,0.8850786089897156,90,FW,3,2,2021-02-06,14661,0.03028263710439205,0,1,0,0.8850786089897156,0.8350996971130371,0,Danny Ings,Aston Villa,0.0,0.2363483738154173,0.0,0.0,1.0,0.0,1.0,1.6,0.13648082315921783,0.3264040321111679,0.0,0.0,90.0,1,0,Everton,1982.51989746,1697.17712402,0.16812786915494474
24,49558,49558,2020,Danny Ings,FWD,Southampton,0,0,1,0,11.2,366,1,1,0,8.0,8.6,2020-09-12T14:00:00Z,90,6,Crystal Palace,0,0,0,0,1,0,1467030,0.0,1.0,60.0,2,0,0,0,85,0,0,1,Aston Villa,0,3,0.4427848756313324,90,FW,1,0,2020-09-12,14087,0.06739412248134613,0,1,0,0.4427848756313324,0.5822855830192566,0.07210655510425568,Danny Ings,Crystal Palace,1.0,0.5964262872934342,0.2,1.8,32.0,0.4,0.6,3.2,0.26280312836170194,0.8265205383300781,0.2,0.0,89.4,1,0,Aston Villa,1703.79125977,1716.01574707,-0.007123761725889062
39,49558,49558,2020,Danny Ings,FWD,Southampton,0,0,1,0,11.2,366,1,1,0,8.0,8.6,2020-09-12T14:00:00Z,90,6,Crystal Palace,0,0,0,0,1,0,1467030,0.0,1.0,60.0,2,0,0,0,85,0,0,1,Southampton,1,4,0.573554277420044,90,FW,3,3,2020-10-17,14475,0,0,0,1,0.573554277420044,0.6114574670791626,0.037903156131505966,Danny Ings,Aston Villa,0.0,0.30559239275753497,0.0,0.0,1.0,0.0,1.0,1.8,0.06778560914099216,0.2786189872771502,0.0,0.0,90.0,1,0,Liverpool,1752.18847656,1982.51989746,-0.11618113956641751
38,49558,49558,2020,Danny Ings,FWD,Southampton,0,0,1,0,11.2,366,1,1,0,8.0,8.6,2020-09-12T14:00:00Z,90,6,Crystal Palace,0,0,0,0,1,0,1467030,0.0,1.0,60.0,2,0,0,0,85,0,0,1,Southampton,1,2,0.14083285629749298,86,FW,3,4,2020-11-01,14495,0.04241856932640076,0,1,1,0.14083285629749298,0.15506748855113983,0.06830539554357529,Danny Ings,Aston Villa,0.0,0.3678972590714693,0.0,0.0,1.0,0.0,1.0,1.8,0.06020497791469097,0.32334743328392507,0.0,0.0,90.0,1,0,Liverpool,1752.18847656,1982.51989746,-0.11618113956641751
32,49558,49558,2020,Danny Ings,FWD,Southampton,0,0,1,0,11.2,366,1,1,0,8.0,8.6,2020-09-12T14:00:00Z,90,6,Crystal Palace,0,0,0,0,1,0,1467030,0.0,1.0,60.0,2,0,0,0,85,0,0,1,Southampton,0,1,0.07053029537200928,90,FW,1,0,2021-03-01,14686,0,0,0,0,0.07053029537200928,0.07053029537200928,0,Danny Ings,Aston Villa,0.0,0.09517116397619248,0.0,0.0,1.0,0.0,1.0,1.2,0.1281357854604721,0.1799192138016224,0.0,0.0,90.0,1,0,Brighton,1806.0402832,1779.39660645,0.014973433496175779
33,49558,49558,2020,Danny Ings,FWD,Southampton,0,0,1,0,11.2,366,1,1,0,8.0,8.6,2020-09-12T14:00:00Z,90,6,Crystal Palace,0,0,0,0,1,0,1467030,0.0,1.0,60.0,2,0,0,0,85,0,0,1,Southampton,0,1,0.02931958995759487,29,Sub,3,0,2021-02-23,14608,0.014666455797851086,0,1,0,0.02931958995759487,0.5014965534210205,0.45751050114631653,Danny Ings,Aston Villa,0.0,0.07356628142297268,0.0,0.0,1.0,0.0,1.0,1.2,0.13648082315921783,0.16959266141057014,0.0,0.0,90.0,1,0,Crystal Palace,1806.0402832,1749.14697266,0.03252631793055097
40,49558,49558,2020,Danny Ings,FWD,Southampton,0,0,1,0,11.2,366,1,1,0,8.0,8.6,2020-09-12T14:00:00Z,90,6,Crystal Palace,0,0,0,0,1,0,1467030,0.0,1.0,60.0,2,0,0,0,85,0,0,1,Southampton,1,1,0.420690655708313,90,FW,0,1,2020-09-26,14109,0,0,0,1,0.420690655708313,0.48782095313072205,0.06713031232357025,Danny Ings,Aston Villa,0.0,0.3897305238991976,0.0,0.0,1.0,0.0,1.0,2.0,0.07789632230997086,0.3728678286075592,0.0,0.0,90.0,1,0,Everton,1752.18847656,1697.17712402,0.03241344215723219
41,49558,49558,2020,Danny Ings,FWD,Southampton,0,0,1,0,11.2,366,1,1,0,8.0,8.6,2020-09-12T14:00:00Z,90,6,Crystal Palace,0,0,0,0,1,0,1467030,0.0,1.0,60.0,2,0,0,0,85,0,0,1,Southampton,0,3,0.4427848756313324,90,FW,1,0,2020-09-12,14087,0.06739412248134613,0,1,0,0.4427848756313324,0.5822855830192566,0.07210655510425568,Danny Ings,Aston Villa,0.0,0.47245353162288667,0.0,0.0,1.0,0.0,1.0,2.4,0.057002653181552884,0.44817599952220916,0.0,0.0,90.0,1,0,Norwich,1752.18847656,1577.26550293,0.11090268144776848
45,49653,49653,2020,James Ward-Prowse,MID,Southampton,0,0,15,0,17.4,370,1,1,0,2.8,6.6,2020-09-12T14:00:00Z,90,6,Crystal Palace,0,0,0,0,1,0,280881,0.0,1.0,4.0,2,0,0,0,60,0,0,1,Southampton,0,2,0.08455266803503036,90,MC,1,0,2020-09-12,14087,0.08946642279624939,0,1,0,0.08455266803503036,0.07210655510425568,0.07210655510425568,James Ward-Prowse,Crystal Palace,0.2,0.4137675240635872,0.0,0.4,15.6,0.4,0.6,3.2,0.23113973885774614,0.46827779412269593,0.2,0.0,90.0,1,0,Arsenal,1703.79125977,1872.17749023,-0.08994138180740208
37,49558,49558,2020,Danny Ings,FWD,Southampton,0,0,1,0,11.2,366,1,1,0,8.0,8.6,2020-09-12T14:00:00Z,90,6,Crystal Palace,0,0,0,0,1,0,1467030,0.0,1.0,60.0,2,0,0,0,85,0,0,1,Southampton,1,2,0.784404993057251,43,Sub,1,2,2020-12-07,14536,0.3646806478500366,0,1,0,0.023236140608787537,0.40424850583076477,0.039567846804857254,Danny Ings,Aston Villa,0.0,0.34559460580348966,0.0,0.0,1.0,0.0,1.0,1.6,0.13804599903523923,0.3926332462579012,0.0,0.0,90.0,1,0,Crystal Palace,1752.18847656,1749.14697266,0.0017388498208212955
52,49818,49818,2020,Roberto Firmino,FWD,Liverpool,0,0,10,0,7.2,249,3,3,0,5.1,5.8,2020-09-12T16:30:00Z,90,10,Leeds,0,0,0,0,1,0,248434,3.0,4.0,38.0,1,0,0,0,95,1,1,1,Leeds,0,2,0.13016216456890106,90,FW,4,3,2020-09-12,14090,0,0,0,0,0.13016216456890106,0.41386696696281433,0.2837047874927521,Roberto Firmino,Liverpool,0.2,0.1830616496503353,0.0,0.4,13.4,0.2,1.4,1.6,0.1604825586080551,0.41530097275972366,0.2,0.0,73.6,1,0,Chelsea,1703.79125977,1853.12353516,-0.08058409089122422
0,49635,49635,2020,Jack Harrison,MID,Leeds,0,0,23,0,6.5,203,3,4,1,6.9,43.6,2020-09-12T16:30:00Z,90,11,Liverpool,0,0,0,0,1,0,30491,3.0,4.0,19.0,7,0,0,0,55,0,0,1,Leeds,1,1,0.05824599787592888,90,ML,4,3,2020-09-12,14090,0,0,0,1,0.05824599787592888,0.05824599787592888,0,Jack Harrison,Liverpool,0.4,0.1604813016951084,0.0,0.4,11.6,0.0,1.6,1.0,0.019922782480716706,0.2025322113186121,0.2,0.0,63.6,1,0,Burnley,1873.33776855,1664.11499023,0.1257261544715025
47,49877,49877,2020,Virgil van Dijk,DEF,Liverpool,0,0,19,0,0.8,250,3,3,1,7.5,37.6,2020-09-12T16:30:00Z,90,10,Leeds,0,0,0,0,1,0,1528505,3.0,4.0,37.0,7,0,0,0,65,1,0,1,Leeds,1,2,0.43222299218177795,90,DC,4,3,2020-09-12,14090,0,0,0,1,0.43222299218177795,0.2086174339056015,0.2086174339056015,Virgil van Dijk,Liverpool,0.2,0.29798707365989685,0.2,0.2,19.8,0.4,1.4,1.0,0.5992303997278213,0.5992303997278213,0.0,0.0,90.0,1,0,Crystal Palace,1703.79125977,1749.14697266,-0.025930189743304344
0,49823,49823,2020,Rodrigo Moreno,FWD,Leeds,0,0,0,0,0.3,492,3,1,0,0.0,0.0,2020-09-12T16:30:00Z,28,11,Liverpool,0,0,0,0,1,0,462199,3.0,4.0,0.0,1,0,0,0,60,0,0,1,Leeds,0,0,0,26,Sub,4,3,2020-09-12,14090,0,0,0,0,0,0.0732194110751152,0.0732194110751152,Rodrigo,Liverpool,0.2,0.017045383155345917,0.0,0.6,11.6,0.0,1.2,0.2,0.043475724011659625,0.1684231601655483,0.0,0.0,62.4,1,0,Burnley,1873.33776855,1664.11499023,0.1257261544715025
40,49773,49773,2020,Mohamed Salah,MID,Liverpool,0,3,69,0,50.1,254,3,3,3,32.8,117.2,2020-09-12T16:30:00Z,90,10,Leeds,0,0,0,0,1,0,1883241,3.0,4.0,161.0,20,0,0,0,120,1,0,1,Leeds,3,9,1.9398267269134521,90,FWR,4,3,2020-09-12,14090,0.23254287242889404,0,4,1,0.41748908162117004,0.7550051212310791,0.22544020414352417,Mohamed Salah,Liverpool,0.8,0.7862118393182754,0.6,0.6,27.4,0.4,1.4,4.8,0.3229649096727371,0.9220973491668701,0.0,0.0,87.6,1,0,Everton,1752.18847656,1697.17712402,0.03241344215723219
35,49873,49873,2020,Trent Alexander-Arnold,DEF,Liverpool,0,0,10,0,30.4,259,3,3,0,3.8,7.8,2020-09-12T16:30:00Z,88,10,Leeds,0,0,0,0,1,0,3227802,3.0,4.0,0.0,1,0,0,0,75,1,0,1,Leeds,0,0,0,90,DR,4,3,2020-09-12,14090,0.07094989717006683,0,2,0,0,0.1538739651441574,0.1538739651441574,Trent Alexander-Arnold,Liverpool,0.4,0.022012123093008994,0.2,1.0,24.0,0.4,1.4,0.6,0.44346189983189105,0.4645944178104401,0.0,0.0,72.4,1,0,Brighton,1752.18847656,1779.39660645,-0.015290649533316698
17,49771,49771,2020,Miguel Almirón,MID,Newcastle,1,0,13,0,11.4,339,6,0,0,4.9,17.4,2020-09-12T19:00:00Z,5,19,West Ham,0,0,0,0,1,0,62869,2.0,0.0,20.0,4,0,0,0,60,0,0,1,Newcastle,0,1,0.1353103071451187,4,Sub,0,2,2020-09-12,14091,0.10354991257190704,1,1,0,0.1353103071451187,0.23886021971702576,0.10354991257190704,Miguel Almirón,West Ham,0.2,0.2601510465145111,0.2,0.0,11.4,0.4,0.6,1.2,0.16785856932401658,0.5341582920402288,0.0,0.0,65.4,1,0,Arsenal,1703.79125977,1872.17749023,-0.08994138180740208
41,49532,49532,2020,Callum Wilson,FWD,Newcastle,0,2,32,1,23.3,506,6,0,1,10.5,32.0,2020-09-12T19:00:00Z,84,19,West Ham,0,0,0,0,1,0,538610,2.0,0.0,50.0,8,0,0,0,65,0,0,1,Newcastle,1,4,0.9157854914665222,86,FW,0,2,2020-09-12,14091,0.1685543805360794,0,2,1,0.9157854914665222,1.2322783470153809,0.16930840909481049,Callum Wilson,West Ham,0.4,0.5553457885980606,0.2,0.4,11.8,0.2,1.4,2.6,0.10886455774307251,0.686213954538107,0.4,0.0,88.8,1,0,Norwich,1752.18847656,1577.26550293,0.11090268144776848
9,49497,49497,2020,Allan Saint-Maximin,MID,Newcastle,0,0,7,1,2.8,338,6,0,0,1.2,3.8,2020-09-12T19:00:00Z,74,19,West Ham,0,0,0,0,1,0,1361562,2.0,0.0,5.0,3,0,0,0,55,0,0,1,Newcastle,0,1,0.02349383942782879,76,MR,0,2,2020-09-12,14091,0,0,0,0,0.02349383942782879,0.3001856803894043,0.27669182419776917,Allan Saint-Maximin,West Ham,0.2,0.09488561488687992,0.6,1.0,19.2,0.8,0.4,1.0,0.19918626733124256,0.48021175116300585,0.0,0.0,77.6,1,0,Norwich,1806.0402832,1577.26550293,0.14504519362467364
44,49573,49573,2020,Demarai Gray,MID,Leicester,0,0,0,0,0.0,230,5,0,0,0.0,0.0,2020-09-13T13:00:00Z,0,18,West Brom,0,0,0,0,1,0,12401,3.0,0.0,0.0,0,0,0,0,55,0,0,1,Leicester,0,1,0.05797205865383148,17,Sub,1,1,2020-12-28,14594,0,0,0,0,0.05797205865383148,0.02703343704342842,0.02703343704342842,Demarai Gray,Everton,0.0,0.0637871079146862,0.0,0.0,3.8,0.2,0.2,1.2,0.17068357542157173,0.196174781024456,0.0,0.0,35.2,1,0,Aston Villa,2030.75170898,1716.01574707,0.18341088212470888
40,49810,49810,2020,Pierre-Emile Højbjerg,MID,Spurs,0,0,8,0,5.0,396,4,1,0,2.0,15.4,2020-09-13T15:30:00Z,90,7,Everton,0,0,0,0,1,0,66864,1.0,0.0,0.0,1,0,0,0,50,1,1,1,Everton,0,0,0,90,DMC,0,1,2020-09-13,14093,0,0,0,0,0,0.13141721487045288,0.13141721487045288,Pierre-Emile Højbjerg,Spurs,0.0,0.2072908967733383,0.0,0.0,12.4,0.2,1.2,1.6,0.29191864728927613,0.4084331840276718,0.2,0.0,90.0,1,0,Everton,1752.18847656,1697.17712402,0.03241344215723219
50,49621,49621,2020,Harry Kane,FWD,Spurs,0,0,7,0,22.5,388,4,1,0,5.2,8.0,2020-09-13T15:30:00Z,90,7,Everton,0,0,0,0,1,0,894557,1.0,0.0,21.0,2,0,0,0,105,1,0,1,Everton,0,2,0.15844300389289856,90,FW,0,1,2020-09-13,14093,0.33387234807014465,0,2,0,0.15844300389289856,0.4309336841106415,0.057308800518512726,Harry Kane,Spurs,0.6,0.6433754175901413,0.0,0.6,19.0,0.6,0.4,3.8,0.0784151092171669,0.9051241308450699,0.2,0.0,90.0,1,0,Brighton,1703.79125977,1779.39660645,-0.04248931711229753
46,49587,49587,2020,Eric Dier,DEF,Spurs,0,0,13,0,0.7,391,4,1,0,1.8,17.4,2020-09-13T15:30:00Z,90,7,Everton,0,0,0,0,1,0,95090,1.0,0.0,0.0,2,0,0,0,50,1,0,1,Everton,0,0,0,90,DC,0,1,2020-09-13,14093,0,0,0,0,0,0.4814220368862152,0.4814220368862152,Eric Dier,Spurs,0.0,0.022426812350749968,0.0,0.0,8.0,0.4,0.4,0.6,0.1942437097430229,0.1942437097430229,0.0,0.0,63.6,1,0,Leicester,1703.79125977,1720.47583008,-0.009697648765704668
53,49626,49626,2020,Heung-Min Son,MID,Spurs,0,0,10,0,46.8,390,4,1,0,9.6,14.0,2020-09-13T15:30:00Z,90,7,Everton,0,0,0,0,1,0,1724987,1.0,0.0,35.0,2,0,0,0,90,1,0,1,Everton,0,2,0.05254761129617691,90,AML,0,1,2020-09-13,14093,0.3083309829235077,0,3,0,0.05254761129617691,0.2765440344810486,0.09166467189788818,Son Heung-Min,Spurs,0.2,0.2682709559798241,0.6,0.6,18.0,0.6,0.4,2.2,0.10846789069473743,0.559099942445755,0.0,0.0,86.0,1,0,Liverpool,1703.79125977,1982.51989746,-0.14059310983315054
9,49812,49812,2020,Reece James,DEF,Chelsea,1,3,44,0,30.3,123,7,1,1,11.8,76.8,2020-09-14T19:15:00Z,90,3,Brighton,0,0,0,0,1,0,304155,3.0,1.0,11.0,14,0,0,0,50,0,0,1,Chelsea,1,1,0.019769776612520218,90,DR,1,3,2020-09-14,14095,0.1321534961462021,1,2,1,0.019769776612520218,0.10962367802858353,0.08985390514135361,Reece James,Brighton,0.2,0.022523580119013786,0.2,0.6,20.2,0.0,2.0,0.8,0.4031555995345116,0.4795782282948494,0.0,0.0,72.2,1,0,Norwich,1806.0402832,1577.26550293,0.14504519362467364
24,49689,49689,2020,Jorge Luiz Frello Filho,MID,Chelsea,1,2,43,0,23.2,105,7,1,1,10.1,60.8,2020-09-14T19:15:00Z,84,3,Brighton,0,0,0,0,1,0,104796,3.0,1.0,17.0,12,0,0,0,50,0,0,1,Chelsea,1,1,0.7611688375473022,89,DMC,1,3,2020-09-14,14095,0.029938191175460815,1,2,0,0,0.26644277572631836,0.26644277572631836,Jorginho,Brighton,0.2,0.15223376750946044,0.2,0.4,17.0,0.0,2.0,0.2,0.3343412421643734,0.3387294076383114,0.4,0.0,64.0,1,0,Aston Villa,1703.79125977,1716.01574707,-0.007123761725889062
12,49719,49719,2020,Leandro Trossard,MID,Brighton,0,1,28,0,27.6,69,7,3,1,7.9,40.8,2020-09-14T19:15:00Z,90,5,Chelsea,0,0,0,0,1,0,24123,3.0,1.0,11.0,8,0,0,0,60,1,0,1,Chelsea,1,1,0.01650846190750599,90,FW,1,3,2020-09-14,14095,0.506307065486908,0,2,1,0.01650846190750599,0.035494398325681686,0.035494398325681686,Leandro Trossard,Brighton,0.4,0.24252706989645959,0.0,0.2,16.2,0.0,1.8,1.8,0.12169015370309352,0.45169985853135586,0.0,0.0,89.2,1,0,Aston Villa,1703.79125977,1716.01574707,-0.007123761725889062
13,49785,49785,2020,Neal Maupay,FWD,Brighton,0,0,1,0,1.0,68,7,3,0,0.7,0.0,2020-09-14T19:15:00Z,90,5,Chelsea,0,0,0,0,1,0,102974,3.0,1.0,8.0,2,0,0,0,65,1,0,1,Chelsea,0,1,0.32646602392196655,90,FW,1,3,2020-09-14,14095,0,0,0,0,0.32646602392196655,0.3429744839668274,0.01650846190750599,Neal Maupay,Brighton,0.2,0.377969229221344,0.0,0.6,8.0,0.0,1.6,2.4,0.13566213883459569,0.597165334224701,0.0,0.0,78.6,1,0,Leeds,1703.79125977,1703.11816406,0.0003952137462942105
33,49801,49801,2020,Pascal Groß,MID,Brighton,0,0,4,0,0.3,57,7,0,0,0.3,2.6,2020-09-14T19:15:00Z,11,5,Chelsea,0,0,0,0,1,0,10256,3.0,1.0,0.0,1,0,0,0,60,1,0,1,Chelsea,0,0,0,7,Sub,1,3,2020-09-14,14095,0,0,0,0,0,0,0,Pascal Groß,Brighton,0.0,0.0,0.0,0.0,7.6,0.0,0.8,0.0,0.06544542647898197,0.07176794782280922,0.0,0.0,44.0,1,0,Crystal Palace,1806.0402832,1749.14697266,0.03252631793055097
