,Unnamed: 0.1,Unnamed: 0,season,name,position_fpl,team,assists_fpl,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,opp_team_name,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,a_team,goals,shots,xG,time,position_und,h_goals,a_goals,date,id,xA,assists_und,key_passes,npg,npxG,xGChain,xGBuildup,player_name,h_team,goals_scored_avg5,xG_avg5,assists_fpl_avg5,bonus_avg5,bps_avg5,clean_sheets_avg5,goals_conceded_avg5,shots_avg5,xGBuildup_avg5,xGChain_avg5,yellow_cards_avg5,red_cards_avg5,minutes_avg5,was_played,next_gw,opp_team,team_rating,opp_team_rating,rating_diff
131,60386,60386,2020,Jack Grealish,MID,Aston Villa,0,0,15,0,34.3,37,380,2,0,5.3,14.2,2021-01-20T18:00:00Z,90,12,Man City,0,0,0,0,19,0,2778647,0.0,2.0,4.0,2,-43343,132773,176116,77,0,0,19,Aston Villa,0,1,0.028327804058790207,90,AMC,1,1,2020-12-28,14586,0.09486816823482513,0,2,0,0.028327804058790207,0.382198691368103,0.3538708984851837,Jack Grealish,Man City,0.0,0.1328337512910366,0.0,0.0,15.0,0.0,2.0,0.8,0.2912906214594841,0.6435881406068802,0.0,0.0,90.0,1,0,Crystal Palace,1661.43652344,1749.14697266,-0.05014469943975902
130,60386,60386,2020,Jack Grealish,MID,Aston Villa,0,0,15,0,34.3,37,380,2,0,5.3,14.2,2021-01-20T18:00:00Z,90,12,Man City,0,0,0,0,19,0,2778647,0.0,2.0,4.0,2,-43343,132773,176116,77,0,0,19,Aston Villa,0,0,0,90,AMC,2,1,2021-01-01,14596,0.9652091264724731,1,4,0,0,0.6198487281799316,0.1822335124015808,Jack Grealish,Man City,0.0,0.14246296584606172,0.0,0.0,15.0,0.0,2.0,0.8,0.22411858141422272,0.5860453188419342,0.0,0.0,90.0,1,0,Crystal Palace,1661.43652344,1749.14697266,-0.05014469943975902
129,60386,60386,2020,Jack Grealish,MID,Aston Villa,0,0,15,0,34.3,37,380,2,0,5.3,14.2,2021-01-20T18:00:00Z,90,12,Man City,0,0,0,0,19,0,2778647,0.0,2.0,4.0,2,-43343,132773,176116,77,0,0,19,Aston Villa,0,0,0,90,AML,2,0,2021-01-20,14089,0.1983369141817093,0,3,0,0,0.1983369141817093,0.06414399296045303,Jack Grealish,Man City,0.0,0.14246296584606172,0.0,0.0,15.0,0.0,2.0,0.8,0.1991126298904419,0.47351632416248324,0.0,0.0,90.0,1,0,Crystal Palace,1661.43652344,1749.14697266,-0.05014469943975902
54,59556,59556,2020,Raheem Sterling,MID,Man City,0,0,3,1,24.2,276,380,0,0,7.1,2.4,2021-01-20T18:00:00Z,71,2,Aston Villa,0,0,0,0,19,0,336494,0.0,2.0,44.0,3,-8383,33191,41574,114,1,0,19,Aston Villa,0,2,0.18310099840164185,74,FWR,2,0,2021-01-20,14089,0.11892011761665344,0,2,0,0.18310099840164185,0.5147362351417542,0.23310653865337372,Raheem Sterling,Man City,0.4,0.46247678399086,0.2,0.4,11.2,0.6,0.2,2.2,0.21265915781259537,0.518398667126894,0.2,0.0,69.8,1,0,Chelsea,2030.75170898,1853.12353516,0.09585339047818174
13,60151,60151,2020,João Pedro Cavaco Cancelo,DEF,Man City,0,1,29,1,26.8,277,380,0,0,6.8,16.4,2021-01-20T18:00:00Z,90,2,Aston Villa,0,0,0,0,19,0,1044525,0.0,2.0,25.0,7,163826,206680,42854,58,1,0,19,Aston Villa,0,3,0.14256718754768372,90,DL,2,0,2021-01-20,14089,0.13684847950935364,0,2,0,0.14256718754768372,0.42462676763534546,0.1866520643234253,João Cancelo,Man City,0.0,0.07932152897119522,0.0,0.4,20.2,0.6,0.2,1.2,0.32650271654129026,0.43156973123550413,0.0,0.0,75.8,1,0,Leeds,1703.79125977,1703.11816406,0.0003952137462942105
128,60386,60386,2020,Jack Grealish,MID,Aston Villa,0,0,15,0,34.3,37,380,2,0,5.3,14.2,2021-01-20T18:00:00Z,90,12,Man City,0,0,0,0,19,0,2778647,0.0,2.0,4.0,2,-43343,132773,176116,77,0,0,19,Aston Villa,1,3,0.6358409523963928,90,AML,3,2,2021-01-27,14626,0.3425661027431488,0,5,1,0.6358409523963928,1.5100737810134888,0.6834535002708435,Jack Grealish,Man City,0.0,0.1569546326994896,0.0,0.0,15.0,0.0,2.0,1.4,0.2629614397883415,0.558967387676239,0.0,0.0,90.0,1,0,Crystal Palace,1661.43652344,1749.14697266,-0.05014469943975902
127,60386,60386,2020,Jack Grealish,MID,Aston Villa,0,0,15,0,34.3,37,380,2,0,5.3,14.2,2021-01-20T18:00:00Z,90,12,Man City,0,0,0,0,19,0,2778647,0.0,2.0,4.0,2,-43343,132773,176116,77,0,0,19,Aston Villa,0,0,0,90,AML,0,1,2021-01-30,14641,0.33473142981529236,1,1,0,0,0.5074825882911682,0.17275120317935944,Jack Grealish,Man City,0.0,0.12305373400449753,0.2,0.4,18.6,0.0,2.0,1.4,0.20236342400312424,0.46863454580307007,0.0,0.0,90.0,1,0,Man City,1716.01574707,2030.75170898,-0.15498495484122216
126,60386,60386,2020,Jack Grealish,MID,Aston Villa,0,0,15,0,34.3,37,380,2,0,5.3,14.2,2021-01-20T18:00:00Z,90,12,Man City,0,0,0,0,19,0,2778647,0.0,2.0,4.0,2,-43343,132773,176116,77,0,0,19,Aston Villa,0,1,0.07647387683391571,90,AML,0,0,2021-02-13,14666,0,0,0,0,0.07647387683391571,0.09448458254337311,0.0180106982588768,Jack Grealish,Man City,0.0,0.12305373400449753,0.4,0.8,22.2,0.0,2.0,1.4,0.17895125597715378,0.4356770575046539,0.0,0.0,90.0,1,0,Man City,1716.01574707,2030.75170898,-0.15498495484122216
125,60386,60386,2020,Jack Grealish,MID,Aston Villa,0,0,15,0,34.3,37,380,2,0,5.3,14.2,2021-01-20T18:00:00Z,90,12,Man City,0,0,0,0,19,0,2778647,0.0,2.0,4.0,2,-43343,132773,176116,77,0,0,19,Aston Villa,0,0,0,24,Sub,3,2,2021-05-16,14794,0,0,0,0,0,0.0572037547826767,0.0572037547826767,Jack Grealish,Man City,0.0,0.19363005310297013,0.6,1.2,25.8,0.0,2.0,2.2,0.2136094778776169,0.6076908499002457,0.0,0.0,90.0,1,0,Man City,1716.01574707,2030.75170898,-0.15498495484122216
134,60386,60386,2020,Jack Grealish,MID,Aston Villa,0,0,15,0,34.3,37,380,2,0,5.3,14.2,2021-01-20T18:00:00Z,90,12,Man City,0,0,0,0,19,0,2778647,0.0,2.0,4.0,2,-43343,132773,176116,77,0,0,19,Aston Villa,1,3,0.08394157886505127,90,FWL,2,1,2020-11-30,14526,0.19508597254753113,0,5,1,0.08394157886505127,0.8745133280754089,0.6795340180397034,Jack Grealish,Man City,0.0,0.07231825515627861,0.0,0.0,15.0,0.0,2.0,1.8,0.43250405192375185,0.751499456167221,0.0,0.0,90.0,1,0,Man City,1716.01574707,2030.75170898,-0.15498495484122216
124,60386,60386,2020,Jack Grealish,MID,Aston Villa,0,0,15,0,34.3,37,380,2,0,5.3,14.2,2021-01-20T18:00:00Z,90,12,Man City,0,0,0,0,19,0,2778647,0.0,2.0,4.0,2,-43343,132773,176116,77,0,0,19,Aston Villa,0,3,0.07245833426713943,77,AMC,1,2,2021-05-19,14803,0.2865307629108429,0,4,0,0.07245833426713943,0.6255922317504883,0.38338804244995117,Jack Grealish,Man City,0.0,0.21041836887598037,0.8,1.6,29.4,0.0,2.0,2.8,0.33807553052902223,0.7711527645587921,0.0,0.0,90.0,1,0,Man City,1716.01574707,2030.75170898,-0.15498495484122216
133,60386,60386,2020,Jack Grealish,MID,Aston Villa,0,0,15,0,34.3,37,380,2,0,5.3,14.2,2021-01-20T18:00:00Z,90,12,Man City,0,0,0,0,19,0,2778647,0.0,2.0,4.0,2,-43343,132773,176116,77,0,0,19,Aston Villa,0,4,0.19981980323791504,90,FWL,0,1,2020-12-12,14552,0.08507365733385086,0,3,0,0.19981980323791504,0.27800777554512024,0.0766332745552063,Jack Grealish,Man City,0.0,0.055529939383268355,0.0,0.0,15.0,0.0,2.0,1.2,0.30942604690790176,0.6162641733884812,0.0,0.0,90.0,1,0,Man City,1716.01574707,2030.75170898,-0.15498495484122216
28,59675,59675,2020,Phil Foden,MID,Man City,0,0,16,1,74.1,284,380,0,0,20.1,22.0,2021-01-20T18:00:00Z,90,2,Aston Villa,0,0,0,0,19,0,867685,0.0,2.0,105.0,3,418897,451057,32160,63,1,0,19,Aston Villa,0,5,0.40146777033805847,90,FWL,2,0,2021-01-20,14089,0.3326031267642975,0,6,0,0.40146777033805847,0.7971332669258118,0.33539867401123047,Phil Foden,Man City,0.2,0.2772736191749573,0.4,0.6,16.2,0.6,0.0,2.4,0.2985559035092592,0.6795892119407654,0.0,0.0,62.4,1,0,Watford,2030.75170898,1559.64660645,0.30205887704414597
137,60386,60386,2020,Jack Grealish,MID,Aston Villa,0,0,15,0,34.3,37,380,2,0,5.3,14.2,2021-01-20T18:00:00Z,90,12,Man City,0,0,0,0,19,0,2778647,0.0,2.0,4.0,2,-43343,132773,176116,77,0,0,19,Aston Villa,1,3,0.4663364589214325,90,FWL,0,3,2020-09-28,14114,0.21160970628261566,0,2,1,0.4663364589214325,1.058409571647644,0.3804634213447571,Jack Grealish,Man City,0.0,0.2358906626701355,0.0,0.0,15.0,0.0,2.0,3.0,0.27672457695007324,0.7016358733177185,0.0,0.0,90.0,1,0,Man City,1716.01574707,2030.75170898,-0.15498495484122216
46,60263,60263,2020,Ilkay Gündogan,MID,Man City,0,2,31,1,30.3,271,380,0,1,15.7,42.2,2021-01-20T18:00:00Z,90,2,Aston Villa,0,0,0,0,19,0,243089,0.0,2.0,84.0,10,64588,92375,27787,55,1,0,19,Aston Villa,1,6,1.205697774887085,90,MC,2,0,2021-01-20,14089,0.07744763791561127,0,2,0,0.44452887773513794,0.8078050017356873,0.47373464703559875,Ilkay Gündogan,Man City,0.4,0.326687097735703,0.0,0.4,22.2,1.0,0.0,2.8,0.4945693135261536,0.6143580645322799,0.0,0.0,86.0,1,0,Leicester,1703.79125977,1720.47583008,-0.009697648765704668
135,60386,60386,2020,Jack Grealish,MID,Aston Villa,0,0,15,0,34.3,37,380,2,0,5.3,14.2,2021-01-20T18:00:00Z,90,12,Man City,0,0,0,0,19,0,2778647,0.0,2.0,4.0,2,-43343,132773,176116,77,0,0,19,Aston Villa,0,5,0.4293554723262787,90,AML,0,3,2020-11-08,14505,0.36809152364730835,1,2,0,0.4293554723262787,0.9545535445213318,0.19130180776119232,Jack Grealish,Man City,0.0,0.15818934962153436,0.0,0.0,15.0,0.0,2.0,2.8,0.4343177109956741,0.818440419435501,0.0,0.0,90.0,1,0,Man City,1716.01574707,2030.75170898,-0.15498495484122216
136,60386,60386,2020,Jack Grealish,MID,Aston Villa,0,0,15,0,34.3,37,380,2,0,5.3,14.2,2021-01-20T18:00:00Z,90,12,Man City,0,0,0,0,19,0,2778647,0.0,2.0,4.0,2,-43343,132773,176116,77,0,0,19,Aston Villa,0,0,0,90,AML,0,1,2020-10-18,14479,0.6549324989318848,0,4,0,0,0.3426951467990875,0.05569036304950714,Jack Grealish,Man City,0.0,0.1525237888097763,0.0,0.0,15.0,0.0,2.0,2.6,0.37468160390853883,0.810539710521698,0.0,0.0,90.0,1,0,Man City,1716.01574707,2030.75170898,-0.15498495484122216
44,59664,59664,2020,Gabriel Fernando de Jesus,FWD,Man City,1,0,10,0,10.9,282,380,0,0,2.9,0.0,2021-01-20T18:00:00Z,31,2,Aston Villa,0,0,0,0,19,0,109790,0.0,2.0,19.0,4,13192,24289,11097,91,1,0,19,Aston Villa,0,2,0.10094604641199112,29,Sub,2,0,2021-01-20,14089,0.11510482430458069,0,1,0,0.10094604641199112,0.3595672845840454,0.143516406416893,Gabriel Jesus,Man City,0.0,0.0721558578312397,0.4,0.0,9.2,0.6,0.0,1.0,0.19298296496272088,0.33800558373332024,0.0,0.0,64.8,1,0,Aston Villa,2030.75170898,1716.01574707,0.18341088212470888
105,60069,60069,2020,Joachim Andersen,DEF,Fulham,0,0,17,0,0.5,571,171,2,0,2.8,27.4,2021-01-20T20:15:00Z,90,13,Man Utd,0,0,0,0,19,0,3011,2.0,1.0,0.0,1,134,350,216,45,1,0,19,Crystal Palace,0,0,0,90,DC,0,2,2021-05-10,14777,0,0,0,0,0,0.07965047657489777,0.07965047657489777,Joachim Andersen,Fulham,0.0,0.003812304139137268,0.0,0.0,17.0,0.0,1.2,0.2,0.1394950093701482,0.1394950093701482,0.0,0.0,90.0,1,0,Crystal Palace,1661.43652344,1749.14697266,-0.05014469943975902
13,59650,59650,2020,Bruno Miguel Borges Fernandes,MID,Man Utd,1,0,20,0,37.2,302,171,1,0,7.4,13.8,2021-01-20T20:15:00Z,90,8,Fulham,0,0,0,0,19,0,4139736,2.0,1.0,23.0,5,-12831,91675,104506,113,0,0,19,Man Utd,0,4,0.16202296316623688,90,AMC,1,2,2021-01-20,14607,0.4207189381122589,0,2,0,0.16202296316623688,1.3020297288894653,0.8243424296379089,Bruno Fernandes,Fulham,0.2,0.3594502925872803,0.6,1.0,21.2,0.4,0.6,3.0,0.44897506237030027,1.1017393350601197,0.4,0.0,80.2,1,0,Leeds,1703.79125977,1703.11816406,0.0003952137462942105
119,60069,60069,2020,Joachim Andersen,DEF,Fulham,0,0,17,0,0.5,571,171,2,0,2.8,27.4,2021-01-20T20:15:00Z,90,13,Man Utd,0,0,0,0,19,0,3011,2.0,1.0,0.0,1,134,350,216,45,1,0,19,Crystal Palace,0,1,0.01906152069568634,90,DC,2,0,2020-11-02,14497,0,0,0,0,0.01906152069568634,0.02599971741437912,0.02599971741437912,Joachim Andersen,Fulham,0.0,0.003812304139137268,0.0,0.0,17.0,0.0,2.0,0.2,0.1472121210768819,0.1472121210768819,0.0,0.0,90.0,1,0,Fulham,1872.17749023,1661.43652344,0.12684262312571623
118,60069,60069,2020,Joachim Andersen,DEF,Fulham,0,0,17,0,0.5,571,171,2,0,2.8,27.4,2021-01-20T20:15:00Z,90,13,Man Utd,0,0,0,0,19,0,3011,2.0,1.0,0.0,1,134,350,216,45,1,0,19,Crystal Palace,0,0,0,90,DC,2,3,2020-11-22,14517,0,0,0,0,0,0.5283710360527039,0.5283710360527039,Joachim Andersen,Fulham,0.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,0.14201217759400606,0.14201217759400606,0.0,0.0,90.0,1,0,Liverpool,1872.17749023,1982.51989746,-0.05565765436774197
117,60069,60069,2020,Joachim Andersen,DEF,Fulham,0,0,17,0,0.5,571,171,2,0,2.8,27.4,2021-01-20T20:15:00Z,90,13,Man Utd,0,0,0,0,19,0,3011,2.0,1.0,0.0,1,134,350,216,45,1,0,19,Crystal Palace,0,0,0,90,DC,1,1,2020-12-13,14547,0,0,0,0,0,0.04911304637789726,0.04911304637789726,Joachim Andersen,Fulham,0.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,0.11971866358071566,0.11971866358071566,0.0,0.0,90.0,1,0,Man City,1716.01574707,2030.75170898,-0.15498495484122216
116,60069,60069,2020,Joachim Andersen,DEF,Fulham,0,0,17,0,0.5,571,171,2,0,2.8,27.4,2021-01-20T20:15:00Z,90,13,Man Utd,0,0,0,0,19,0,3011,2.0,1.0,0.0,1,134,350,216,45,1,0,19,Crystal Palace,0,0,0,90,DC,0,0,2020-12-16,14557,0,0,0,0,0,0.014340770430862904,0.014340770430862904,Joachim Andersen,Fulham,0.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,0.14438633862882852,0.14438633862882852,0.0,0.0,90.0,1,0,Man City,1716.01574707,2030.75170898,-0.15498495484122216
114,60069,60069,2020,Joachim Andersen,DEF,Fulham,0,0,17,0,0.5,571,171,2,0,2.8,27.4,2021-01-20T20:15:00Z,90,13,Man Utd,0,0,0,0,19,0,3011,2.0,1.0,0.0,1,134,350,216,45,1,0,19,Crystal Palace,0,0,0,90,DC,0,1,2021-01-16,14617,0,0,0,0,0,0,0,Joachim Andersen,Fulham,0.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,0.1578016012907028,0.16907152831554412,0.0,0.0,90.0,1,0,Man City,1716.01574707,2030.75170898,-0.15498495484122216
113,60069,60069,2020,Joachim Andersen,DEF,Fulham,0,0,17,0,0.5,571,171,2,0,2.8,27.4,2021-01-20T20:15:00Z,90,13,Man Utd,0,0,0,0,19,0,3011,2.0,1.0,0.0,1,134,350,216,45,1,0,19,Crystal Palace,0,0,0,90,DC,1,2,2021-01-20,14607,0,0,0,0,0,0.41690346598625183,0.41690346598625183,Joachim Andersen,Fulham,0.0,0.01863306760787964,0.0,0.0,17.0,0.0,2.0,0.2,0.2490795999765396,0.27060961425304414,0.0,0.0,90.0,1,0,Man City,1716.01574707,2030.75170898,-0.15498495484122216
115,60069,60069,2020,Joachim Andersen,DEF,Fulham,0,0,17,0,0.5,571,171,2,0,2.8,27.4,2021-01-20T20:15:00Z,90,13,Man Utd,0,0,0,0,19,0,3011,2.0,1.0,0.0,1,134,350,216,45,1,0,19,Crystal Palace,0,0,0,90,DC,0,0,2020-12-26,14577,0,0,0,0,0,0.11823603510856628,0.11823603510856628,Joachim Andersen,Fulham,0.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,0.17138380110263823,0.18265372812747954,0.0,0.0,90.0,1,0,Man City,1716.01574707,2030.75170898,-0.15498495484122216
108,60069,60069,2020,Joachim Andersen,DEF,Fulham,0,0,17,0,0.5,571,171,2,0,2.8,27.4,2021-01-20T20:15:00Z,90,13,Man Utd,0,0,0,0,19,0,3011,2.0,1.0,0.0,1,134,350,216,45,1,0,19,Crystal Palace,0,0,0,90,DC,0,3,2021-03-13,14708,0,0,0,0,0,0,0,Joachim Andersen,Fulham,0.0,0.0716800719499588,0.0,0.0,17.0,0.0,1.8,0.4,0.10156581550836563,0.10156581550836563,0.0,0.0,90.0,1,0,Crystal Palace,1661.43652344,1749.14697266,-0.05014469943975902
106,60069,60069,2020,Joachim Andersen,DEF,Fulham,0,0,17,0,0.5,571,171,2,0,2.8,27.4,2021-01-20T20:15:00Z,90,13,Man Utd,0,0,0,0,19,0,3011,2.0,1.0,0.0,1,134,350,216,45,1,0,19,Crystal Palace,0,0,0,90,DC,0,1,2021-04-09,14738,0,0,0,0,0,0.23930081725120544,0.23930081725120544,Joachim Andersen,Fulham,0.0,0.003812304139137268,0.0,0.0,17.0,0.0,1.4,0.2,0.1844870187342167,0.1844870187342167,0.0,0.0,90.0,1,0,Crystal Palace,1661.43652344,1749.14697266,-0.05014469943975902
107,60069,60069,2020,Joachim Andersen,DEF,Fulham,0,0,17,0,0.5,571,171,2,0,2.8,27.4,2021-01-20T20:15:00Z,90,13,Man Utd,0,0,0,0,19,0,3011,2.0,1.0,0.0,1,134,350,216,45,1,0,19,Crystal Palace,1,1,0.33933883905410767,90,DC,1,2,2021-03-19,14718,0.01697804220020771,0,1,1,0.33933883905410767,0.16287806630134583,0.16287806630134583,Joachim Andersen,Fulham,0.0,0.0716800719499588,0.0,0.0,17.0,0.0,1.6,0.4,0.2072400227189064,0.2072400227189064,0.0,0.0,90.0,1,0,Crystal Palace,1661.43652344,1749.14697266,-0.05014469943975902
112,60069,60069,2020,Joachim Andersen,DEF,Fulham,0,0,17,0,0.5,571,171,2,0,2.8,27.4,2021-01-20T20:15:00Z,90,13,Man Utd,0,0,0,0,19,0,3011,2.0,1.0,0.0,1,134,350,216,45,1,0,19,Crystal Palace,0,0,0,90,DC,0,2,2021-02-03,14647,0,0,0,0,0,0.1724514216184616,0.1724514216184616,Joachim Andersen,Fulham,0.0,0.01863306760787964,0.0,0.0,17.0,0.0,2.0,0.2,0.16569890677928925,0.18722892105579375,0.0,0.0,90.0,1,0,Man City,1716.01574707,2030.75170898,-0.15498495484122216
109,60069,60069,2020,Joachim Andersen,DEF,Fulham,0,0,17,0,0.5,571,171,2,0,2.8,27.4,2021-01-20T20:15:00Z,90,13,Man Utd,0,0,0,0,19,0,3011,2.0,1.0,0.0,1,134,350,216,45,1,0,19,Crystal Palace,0,1,0.0931653380393982,90,DC,0,1,2021-03-04,14757,0.05130044370889664,0,1,0,0.0931653380393982,0.5076904296875,0.45638999342918396,Joachim Andersen,Fulham,0.0,0.08650083541870117,0.0,0.0,17.0,0.0,2.0,0.4,0.1876438707113266,0.19790395796298982,0.0,0.0,90.0,1,0,Man City,1716.01574707,2030.75170898,-0.15498495484122216
110,60069,60069,2020,Joachim Andersen,DEF,Fulham,0,0,17,0,0.5,571,171,2,0,2.8,27.4,2021-01-20T20:15:00Z,90,13,Man Utd,0,0,0,0,19,0,3011,2.0,1.0,0.0,1,134,350,216,45,1,0,19,Crystal Palace,0,0,0,90,DC,1,0,2021-02-20,14679,0.013465543277561665,0,1,0,0,0.05032503604888916,0.05032503604888916,Joachim Andersen,Fulham,0.0,0.08650083541870117,0.0,0.0,17.0,0.0,2.0,0.4,0.18177878260612487,0.1920388698577881,0.0,0.0,90.0,1,0,Man City,1716.01574707,2030.75170898,-0.15498495484122216
60,60328,60328,2020,Marcus Rashford,MID,Man Utd,0,0,4,0,0.6,306,171,0,0,0.6,1.4,2021-01-20T20:15:00Z,5,8,Fulham,0,0,0,0,19,0,1016925,2.0,1.0,4.0,1,52232,138917,86685,96,0,0,19,Man Utd,0,0,0,3,Sub,1,2,2021-01-20,14607,0,0,0,0,0,0,0,Marcus Rashford,Fulham,0.4,0.4285524107515812,0.2,0.0,11.8,0.4,0.4,1.6,0.24424033463001252,0.6912664175033569,0.2,0.0,61.8,1,0,Leeds,2030.75170898,1703.11816406,0.19237276181645943
111,60069,60069,2020,Joachim Andersen,DEF,Fulham,0,0,17,0,0.5,571,171,2,0,2.8,27.4,2021-01-20T20:15:00Z,90,13,Man Utd,0,0,0,0,19,0,3011,2.0,1.0,0.0,1,134,350,216,45,1,0,19,Crystal Palace,0,0,0,90,DC,0,0,2021-02-06,14657,0.05634963512420654,0,1,0,0,0.20567771792411804,0.1493280827999115,Joachim Andersen,Fulham,0.0,0.08650083541870117,0.0,0.0,17.0,0.0,2.0,0.4,0.1637842357158661,0.18531424999237062,0.0,0.0,90.0,1,0,Man City,1716.01574707,2030.75170898,-0.15498495484122216
404,59795,59795,2020,Mohamed Salah,MID,Liverpool,0,0,2,0,14.6,254,177,1,0,6.7,5.8,2021-01-21T20:00:00Z,33,4,Burnley,0,0,0,0,19,0,3168283,1.0,0.0,47.0,1,89606,195898,106292,125,1,0,19,Burnley,0,2,0.1621324121952057,32,Sub,0,1,2021-01-21,14613,0.10159960389137268,0,1,0,0.1621324121952057,0.2959044873714447,0.032172463834285736,Mohamed Salah,Liverpool,0.8,0.6959768176078797,0.4,0.8,25.4,0.0,1.8,4.2,0.31249411553144457,0.5371795773506165,0.0,0.0,76.0,1,0,Crystal Palace,1982.51989746,1749.14697266,0.133420992316672
398,59713,59713,2020,Roberto Firmino,FWD,Liverpool,0,0,1,0,2.2,249,177,1,0,2.7,0.0,2021-01-21T20:00:00Z,33,4,Burnley,0,0,0,0,19,0,418137,1.0,0.0,28.0,1,74161,105740,31579,93,1,0,19,Burnley,0,3,0.26937761902809143,32,Sub,0,1,2021-01-21,14613,0,0,0,0,0.26937761902809143,0.26937761902809143,0,Roberto Firmino,Liverpool,0.2,0.5681588262319565,0.0,0.0,10.4,0.2,1.2,2.4,0.31291905641555784,0.8255901992321014,0.2,0.0,74.4,1,0,Burnley,1982.51989746,1664.11499023,0.1913358806929518
338,59923,59923,2020,Ben Mee,DEF,Burnley,0,1,25,1,0.0,88,177,0,0,3.8,37.6,2021-01-21T20:00:00Z,90,11,Liverpool,0,0,0,0,19,0,133175,1.0,0.0,0.0,7,-4785,14841,19626,49,0,0,19,Burnley,0,0,0,90,DC,0,1,2021-01-21,14613,0,0,0,0,0,0,0,Ben Mee,Liverpool,0.0,0.07224626764655113,0.0,0.4,19.0,0.6,0.4,1.0,0.05080372542142868,0.0532622005790472,0.0,0.0,90.0,1,0,Chelsea,1872.17749023,1853.12353516,0.010282074944536763
380,59681,59681,2020,Trent Alexander-Arnold,DEF,Liverpool,0,0,13,0,42.2,259,177,1,0,11.1,12.2,2021-01-21T20:00:00Z,90,4,Burnley,0,0,0,0,19,0,1080795,1.0,0.0,57.0,2,-12547,14182,26729,73,1,0,19,Burnley,0,5,0.21927379071712494,90,DR,0,1,2021-01-21,14613,0.20201408863067627,0,3,0,0.21927379071712494,0.537228524684906,0.18624132871627808,Trent Alexander-Arnold,Liverpool,0.2,0.07542682588100433,0.4,1.2,22.4,0.0,1.8,1.8,0.3843220561742783,0.4797670692205429,0.2,0.0,89.6,1,0,Brentford,1872.17749023,1718.95336914,0.08913803238691627
97,60387,60387,2020,Jack Grealish,MID,Aston Villa,1,0,22,1,44.7,37,99,0,0,9.3,24.4,2021-01-23T20:00:00Z,87,14,Newcastle,0,0,0,0,19,0,2778647,0.0,2.0,24.0,6,-43343,132773,176116,77,1,0,19,Man City,0,0,0,90,AMC,2,1,2021-05-23,14806,0.05322357639670372,0,1,0,0,0,0,Jack Grealish,Aston Villa,0.0,0.4267803907394409,0.2,0.0,16.4,1.0,0.0,2.8,0.23933761566877365,0.8064290285110474,0.8,0.0,89.4,1,0,Crystal Palace,1661.43652344,1749.14697266,-0.05014469943975902
101,60387,60387,2020,Jack Grealish,MID,Aston Villa,1,0,22,1,44.7,37,99,0,0,9.3,24.4,2021-01-23T20:00:00Z,87,14,Newcastle,0,0,0,0,19,0,2778647,0.0,2.0,24.0,6,-43343,132773,176116,77,1,0,19,Man City,0,1,0.11850553005933762,90,AML,2,0,2021-01-23,14535,0.11804560571908951,1,3,0,0.11850553005933762,0.3170575201511383,0.1985519826412201,Jack Grealish,Aston Villa,0.0,0.04929065182805061,1.0,0.0,22.0,1.0,0.0,0.6,0.1826222851872444,0.3416779041290283,0.0,0.0,87.0,1,0,Crystal Palace,1661.43652344,1749.14697266,-0.05014469943975902
99,60387,60387,2020,Jack Grealish,MID,Aston Villa,1,0,22,1,44.7,37,99,0,0,9.3,24.4,2021-01-23T20:00:00Z,87,14,Newcastle,0,0,0,0,19,0,2778647,0.0,2.0,24.0,6,-43343,132773,176116,77,1,0,19,Man City,0,1,0.08352214843034744,90,AML,1,0,2021-02-06,14655,0.274023175239563,0,4,0,0.08352214843034744,0.7501735687255859,0.4569912254810333,Jack Grealish,Aston Villa,0.0,0.1478968158364296,0.6,0.0,19.2,1.0,0.0,1.4,0.28085144609212875,0.6401471197605133,0.4,0.0,88.2,1,0,Crystal Palace,1661.43652344,1749.14697266,-0.05014469943975902
102,60387,60387,2020,Jack Grealish,MID,Aston Villa,1,0,22,1,44.7,37,99,0,0,9.3,24.4,2021-01-23T20:00:00Z,87,14,Newcastle,0,0,0,0,19,0,2778647,0.0,2.0,24.0,6,-43343,132773,176116,77,1,0,19,Man City,0,2,0.4011548161506653,90,AMC,3,0,2020-12-26,14576,1.117121934890747,0,6,0,0.4011548161506653,1.7782630920410156,0.44857561588287354,Jack Grealish,Aston Villa,0.0,0.12952161505818366,1.0,0.0,22.0,1.0,0.0,1.0,0.27233740836381914,0.6973305225372315,0.0,0.0,87.0,1,0,Norwich,1982.51989746,1577.26550293,0.25693479872423586
